HOT-ID	Notes	S700014976-HPA	S700015268-HPA	S700015644-HPA	S700016065-HPA	S700016156-HPA	S700016321-HPA	S700016362-HPA	S700016578-HPA	S700016631-HPA	S700016935-HPA	S700021689-HPA	S700021699-HPA	S700021862-HPA	S700023082-HPA	S700023216-HPA	S700023249-HPA	S700023307-HPA	S700023406-HPA	S700023463-HPA	S700023517-HPA	S700023678-HPA	S700023774-HPA	S700023831-HPA	S700023888-HPA	S700023954-HPA	S700024011-HPA	S700024052-HPA	S700024115-HPA	S700024171-HPA	S700024219-HPA	S700024278-HPA	S700024326-HPA	S700024365-HPA	S700024419-HPA	S700024478-HPA	S700024527-HPA	S700024574-HPA	S700024623-HPA	S700024659-HPA	S700024719-HPA	S700024776-HPA	S700024813-HPA	S700024890-HPA	S700024934-HPA	S700024984-HPA	S700024999-HPA	S700033002-HPA	S700033459-HPA	S700033763-HPA	S700037060-HPA	S700037208-HPA	S700037456-HPA	S700037568-HPA	S700037720-HPA	S700038039-HPA	S700038372-HPA	S700038458-HPA	S700038506-HPA	S700038554-HPA	S700038602-HPA	S700038710-HPA	S700038769-HPA	S700038986-HPA	S700095386-HPA	S700095443-HPA	S700097267-HPA	S700097327-HPA	S700097664-HPA	S700098303-HPA	S700098395-HPA	S700098968-HPA	S700099035-HPA	S700099095-HPA	S700099623-HPA	S700099779-HPA	S700100263-HPA	S700101671-HPA	S700102275-HPA	S700102621-HPA	S700102938-HPA	S700103249-HPA	S700103313-HPA	S700103454-HPA	S700103593-HPA	S700103629-HPA	S700103680-HPA	S700105189-HPA	S700105246-HPA	S700105380-HPA	S700105425-HPA	S700105598-HPA	S700105654-HPA	S700105693-HPA	S700105747-HPA	S700105814-HPA	S700105864-HPA	S700105912-HPA	S700106026-HPA	S700106101-HPA	S700106368-HPA	S700106420-HPA	S700106528-HPA	S700106587-HPA	S700106623-HPA	S700106671-HPA	S700106845-HPA	S700106884-HPA	S700106954-HPA	S700109419-HPA	S700110620-HPA	S700113043-HPA	S700113079-HPA	S700113511-HPA	S700113586-HPA	S700113624-HPA	S700113682-HPA	S700113826-HPA	S700113940-HPA	S700114025-HPA	S700114074-HPA	S700114131-HPA	S700114197-HPA	S700114311-HPA	S700114359-HPA	S700114395-HPA	S700114466-HPA	S700114525-HPA	S700114566-HPA	S700114623-HPA	S700114687-HPA	S700114735-HPA	S700114785-HPA	S700114842-HPA	S700114890-HPA	S700114947-HPA	S700114995-HPA	S700116225-HPA	S700116312-HPA	S700116366-HPA	S700116576-HPA	S700116627-HPA	S700116786-HPA	S700116846-HPA	S700117008-HPA	S700117668-HPA	S700117725-HPA	S700117836-HPA	S700117962-HPA	S700118446-HPA
HMT-345		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013819789939192924	0.0	0.0	0.0	0.0	0.022366360993066426	0.0	0.0	0.20755500207555005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0307156752329272	0.0	0.0	0.0	0.0	0.0	0.5162427600100731	0.014778689130274145	0.0	0.0	0.012187690432663009	0.0	0.0	0.0	0.0	0.13764624913971094	0.0	0.030473868657626083	0.050793650793650794	0.0	0.09705966314587497	0.0	0.0	0.0	0.0	0.0	0.0	0.024750943629725883	0.0	0.0	0.11340440009072353	0.0	0.03714710252600297	0.0	0.0	0.0	0.0	0.23468669326449196	0.0	0.0	0.0	0.0	0.0	0.0	0.011479738261967628	0.0	0.0	0.0	0.7130872483221476	0.0	0.0	0.0	0.0	0.0	0.0	0.07242440702516748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008516436722875149	0.0	0.0	0.0	0.0	0.0	1.1000184877056758	0.0	0.0	0.0	0.10435690060005218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03471017007983339	0.0	0.0	0.0	0.0	0.06151953245155337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026921523758244716	0.0	0.35516969218626676	0.0	0.11032308904649331	0.0	0.0	0.0	0.017412502176562768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-874		0.0	0.0	0.0	0.0	0.005360205831903944	0.0	0.0	0.013819789939192924	0.0	0.05943536404160475	0.0	0.0	0.0	0.011440338634023568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01589825119236884	0.0	0.0	0.0	0.0	0.0	0.0307156752329272	0.025950434669780722	0.0	0.05324813631522897	0.0	0.0	0.0	0.014778689130274145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03809523809523809	0.0	0.0	0.009335324869305453	0.0	0.019984012789768184	0.0	0.01756543123133673	0.0	0.055689623166883244	0.0	0.0	0.0	0.0	0.0	0.05420788724759452	0.0	0.0	0.0	0.0	0.021401819154628143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12674271229404308	0.0	0.023693875133278048	0.0	0.0	0.035910940866650705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029616466755516067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024685262898049863	0.055463117027176934	0.015691197238349285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19941708851050777	0.0	0.0	0.023028209556706966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10768609503297887	0.0	0.007892659826361483	0.0	0.031520882584712376	0.0	0.0	0.0	0.0	0.0	0.024400162667751118	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-875		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013819789939192924	0.0	0.06686478454680535	0.0	0.0	1.207783493625587	0.0	0.0	0.02767400027674	0.0	0.0	0.0	0.024082844986754434	0.0	0.0	0.0	0.0	0.0	0.17377567140600314	0.0	0.6757448551243984	0.0	0.0	0.013312034078807242	0.0	0.0	0.22664316293125158	0.3990246065174019	0.0	0.0	0.0	0.3899421809869571	0.014577259475218658	0.0	0.0	0.6882312456985548	0.018525379770285292	0.0	0.5333333333333332	0.0	0.2740508135883528	0.1587005227781927	0.0	0.539568345323741	0.0	0.14052344985069384	0.0	0.006187735907431471	0.0	0.0	0.5443411204354729	0.0	0.8358098068350669	0.0	0.0	0.0	0.0	0.2112180239380428	0.6420545746388443	0.0211954217888936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14681208053691275	0.0	0.0	0.015537600994406462	0.0	0.0	0.0	0.34401593336954556	0.0	0.0	0.0	0.0	0.5985156811108452	0.0	0.0	0.0	2.9323663881444113	0.02805836139169473	4.2298483639265765	0.0	0.0	0.0	0.3518971848225214	0.0	0.023741690408357077	0.0	0.8089160524896638	0.026896180742334592	0.0	0.42521723054168975	0.04707359171504785	0.0	0.0	0.07826767545003914	0.0	0.03824579296277409	0.0	0.0	0.0	0.03711952487008166	0.0	0.0	0.10413051023950018	0.012184720360667723	0.0	0.0	0.0	0.015379883112888343	0.0	0.0	0.0	0.0	0.03343736067766384	0.0	0.058129878757681455	0.0	0.0	0.0	0.26045777426992894	0.020876826722338208	0.047281323877068564	0.0	0.4200878365476417	0.0	0.034825004353125535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-866		0.6510219530658592	0.04040948275862069	1.8112521416832754	1.0177071924059877	1.066680960548885	0.7290147885857112	0.1367299942429476	0.7324488667772249	0.10367117941212343	0.4160475482912333	0.05436752446538601	0.1737756714060032	0.06709908297919927	0.5090950692140488	0.06636580833554552	0.6365020063650201	0.7680684966003524	1.3625434143734974	1.8019276435256322	1.0596451794171953	0.7292401787814632	0.6677265500794911	0.32418001525553014	4.515451545154516	0.1388888888888889	0.7740916271721958	0.02401825387294344	0.5324050373707382	0.41520695471649155	0.12172031376791995	0.06656017039403622	0.9178453204935301	3.891820580474934	0.012591286829513978	0.0073893445651370725	0.7283090563647878	2.9294755877034357	1.0725167580743449	0.34960333467796156	0.08746355685131195	0.5945303210463734	0.1771283073176132	0.516173434273916	0.2593553167839941	1.782721316471126	0.3936507936507936	0.31112003211561623	0.05138452754781616	0.11669156086631814	1.924500370096225	0.019984012789768184	1.758861439312567	0.13174073423502547	2.251829611559392	0.24750943629725883	1.6225448334756618	0.12917719741645606	0.0	0.7523939808481532	0.6315007429420505	0.04065591543569589	1.070299197275602	0.17264530980241702	0.45409916543937157	0.5163107251818823	0.16051364365971107	0.5722763883001272	1.5020130071229483	0.9680065627563578	2.315227070347284	1.2743926722421344	2.284467914131558	0.0	0.3896401558560623	0.7127771911298839	0.6501677852348994	0.2539912917271408	0.0	0.07768800497203232	1.0152990264255912	0.0	17.302013422818792	0.12674271229404308	2.0305393112410655	1.2202345693638195	0.0	2.562766954891135	0.15561407708881975	0.14351614556637618	0.0	1.2749003984063745	1.3873561406274633	0.0	0.0	2.6732046820626385	1.2438916037316747	0.04428697962798937	1.5758873929008568	0.22142735479475387	0.0	14.973341232227488	0.1617832104979328	2.2861753630984403	0.5060478894100222	0.055463117027176934	0.0	0.3558069519204452	0.9565563969709047	0.0	0.03595828838547285	0.14023457419683832	0.0	0.85431654676259	0.0	0.05567928730512249	5.48692264885921	0.31605562579013907	1.076015272474835	5.30035335689046	0.0	0.6596103696886026	0.0	0.492156259612427	0.03454231433506045	0.5315500685871056	0.07032348804500704	1.1770726714431934	3.16540347748551	0.8281292424653813	0.033217073575817976	0.017268174753928507	0.6057342845605062	0.8319467554076537	0.13417521704814522	0.16701461377870566	0.3940110323089047	0.6968289234498082	3.3129654382279923	0.35523978685612795	0.8183876022984501	0.0	2.1797478649857664	0.658544616397761	3.8819437917097472	1.040391676866585	3.0651937140189824	0.15579559617781472	0.2469643959662482	0.0
HMT-176		0.01514004542013626	0.0	0.08741564390363299	0.0	0.005360205831903944	0.0	0.0	0.013819789939192924	0.018294914013904134	0.1411589895988113	0.03624501631025734	0.06319115323854661	0.0	0.022880677268047135	0.0	0.01383700013837	0.03147821707378493	0.0	0.08381058807095965	0.05619330496909368	0.0	0.0	0.01906941266209001	0.0	0.013888888888888888	0.01579778830963665	0.38429206196709503	0.010238558410975734	0.0648760866744518	0.040573437922639975	0.0	0.01504664459825459	0.05277044854881266	0.037773860488541935	0.014778689130274145	0.0	0.0	0.0	0.01344628210299852	0.16034985422740525	0.014863258026159332	0.0	0.051617343427391604	0.07410151908114117	0.030473868657626083	0.16507936507936505	0.06021678040947411	0.0	0.02333831217326363	0.0	0.019984012789768184	0.09398496240601503	0.0	0.0	0.1918198131303756	0.0	0.07862959842740803	0.04536176003628941	0.027359781121751026	0.0	0.020327957717847945	0.0	0.0	0.0	0.04693733865289839	0.0	0.0635862653666808	0.0	0.0	0.0	0.0132749236691889	0.06887842957180576	0.0	0.0	0.0	0.0	0.0	0.0916310323762981	0.0	0.04172461752433936	0.0	0.0	0.0	0.016244314489928524	0.0	0.0	0.0	0.011970313622216901	0.020502306509482312	0.0	0.0	0.0	0.0	0.0	0.015817779183802595	0.014808233377758034	0.033215234720992026	0.0	0.0	0.0	0.01481042654028436	0.0	0.013448090371167296	0.012342631449024932	0.009243852837862821	0.0	0.0	0.026571011026969578	0.0	0.0	0.03824579296277409	0.0	0.0	0.0	0.05567928730512249	0.0	0.08428150021070376	0.017355085039916694	0.012184720360667723	0.0	0.0	0.04387889425186484	0.0	0.0	0.1371742112482853	0.01758087201125176	0.0	0.0	0.04072766766223186	0.07473841554559045	0.0	0.0	0.0	0.0	0.0	0.015760441292356188	0.0	0.0	0.0	0.034825004353125535	0.22482014388489208	0.0	0.8012292832839425	0.0	0.2039983680130559	0.07001711529484986	0.0	0.0	0.0
HMT-169		0.21953065859197576	0.26939655172413796	0.31119969229693345	0.6024096385542169	0.16616638078902227	0.0	0.07915947035118018	0.04145936981757877	0.3415050615928772	0.1523031203566122	0.14498006524102935	0.0	0.0	0.15444457155931815	0.17255110167241836	0.08302200083022	0.012591286829513972	0.48089767566123437	0.11174745076127951	0.08027614995584811	0.047047753469771816	0.15898251192368837	0.24790236460717008	0.0	0.19444444444444445	0.11058451816745654	0.300228173411793	0.0	0.1297521733489036	0.1758182309981066	0.0	0.06018657839301836	0.02638522427440633	0.08813900780659784	0.11822951304219316	0.0	0.18083182640144665	0.09750152346130407	0.17480166733898078	0.0728862973760933	1.872770511296076	0.06642311524410495	0.0	0.0	0.09142160597287827	0.10158730158730159	0.1405058209554396	0.0	0.051344286781179985	0.09869232667160127	0.1199040767386091	0.040279269602577876	0.0	0.4503659223118784	0.030938679537157353	0.19214346712211786	0.0	0.04536176003628941	0.09575923392612859	0.03714710252600297	0.01355197181189863	0.5837995621503284	0.07673124880107422	0.3681885125184094	0.11734334663224598	0.010700909577314071	0.0423908435777872	0.2322700526478786	0.04922067268252667	0.0	0.1061993893535112	0.03443921478590288	0.0	0.03667201466880587	0.2639915522703274	0.08389261744966443	0.0	0.6981411990575094	0.0	0.027816411682892908	0.0	0.04026845637583892	0.0	0.03248862897985705	0.07108162539983415	0.0	0.010417751849150956	0.0	0.06150691952844693	0.0	0.0398406374501992	0.0	0.0	0.0	0.07908889591901297	0.0	0.1328609388839681	0.16829865361077112	0.0	0.0	0.20734597156398105	0.0	0.053792361484669184	0.012342631449024932	0.0	0.0	0.02736976553234194	0.438421681944998	0.0	0.0	0.22947475777664456	0.6507320735827806	0.13489208633093525	0.0	0.01855976243504083	0.0	0.18963337547408343	0.08677542519958348	0.03655416108200317	0.0	0.03067955207853966	0.04387889425186484	0.015379883112888343	0.0	0.017146776406035662	0.33403656821378347	0.07164790174002046	0.011145786892554613	0.09503122454520768	0.07473841554559045	0.017268174753928507	0.0	0.0	0.015785319652722965	0.010438413361169104	0.14184397163120568	0.0	0.0	0.022202486678507997	0.0	0.5845323741007195	0.008133387555917039	0.0	0.21618573174170508	0.28559771521827826	0.16337326902131633	0.04154549231408392	0.10290183165260341	0.1050721176807718
HMT-170		0.047943477163764826	0.0	0.024476380293017238	0.08214676889375684	0.02680102915951972	0.3749218912726515	0.014392630972941852	0.013819789939192924	0.14635931211123307	0.07057949479940565	0.21747009786154403	0.031595576619273306	0.022366360993066426	0.01716050795103535	0.013273161667109104	0.02767400027674	0.01888693024427096	0.16029922522041146	0.0698421567257997	0.0	0.047047753469771816	0.01589825119236884	0.03813882532418002	0.030003000300030006	0.08333333333333334	0.01579778830963665	1.1889035667107	0.0	0.0	0.21639166892074654	0.0	0.07523322299127295	0.07915567282321899	0.050365147318055914	0.0	0.015832805573147563	0.28933092224231466	0.06093845216331505	0.08067769261799113	0.014577259475218658	0.029726516052318665	0.02214103841470165	0.017205781142463867	0.018525379770285292	0.045710802986439134	0.012698412698412698	0.1304696908871939	0.005709391949757351	0.009335324869305453	0.2960769800148038	0.1798561151079137	0.13426423200859292	0.0	0.0562957402889848	0.08044056679660912	0.0	0.005616399887672002	0.022680880018144705	0.0	0.0	0.01355197181189863	0.07297494526879104	0.0	0.012272950417280314	0.0	0.0	0.0211954217888936	0.03096934035305048	0.16406890894175555	0.0	0.0796495420151334	0.011479738261967628	0.0	0.06417602567041027	0.07919746568109821	0.02097315436241611	0.0	0.008726764988218868	0.0	0.06954102920723226	0.0	0.0	0.0	0.0	0.07108162539983415	0.0	0.06250651109490572	0.011970313622216901	0.06150691952844693	0.0	0.0398406374501992	0.031530821377896895	0.0	0.0	0.12654223347042076	0.0	0.1550044286979628	0.0	0.0	0.0	0.05924170616113744	0.0	0.026896180742334592	0.1234263144902493	0.009243852837862821	0.0	0.0	0.0	0.07826767545003914	0.0	0.02549719530851606	0.05005631335252158	0.0	0.0	0.0	0.0	0.04214075010535188	0.17355085039916696	0.0	0.0	0.09203865623561898	0.05484861781483106	0.0	0.0	0.08573388203017833	0.21097046413502113	0.020470829068577275	0.0	0.04072766766223186	0.11625975751536291	0.0	0.013460761879122358	0.0	0.0	0.0	0.06304176516942475	0.0	0.0	0.044404973357015994	0.052237506529688296	0.0	0.016266775111834077	0.043902974426517395	0.0	0.3263973888208894	0.07001711529484986	0.0	0.06174109899156205	0.0
HMT-175		0.3028009084027252	0.0	0.1223819014650862	0.24644030668127057	0.1715265866209262	0.0	0.194300518134715	0.027639579878385848	0.006098304671301378	0.007429420505200594	0.09061254077564335	0.047393364928909956	0.04473272198613285	0.16588491019334173	0.06636580833554552	0.01383700013837	0.08184336439184083	0.18701576275714668	0.055873725380639755	0.008027614995584811	0.058809691837214774	0.19077901430842606	0.5720823798627002	0.06000600060006001	0.1111111111111111	0.0631911532385466	2.7741083223249667	0.02047711682195147	0.0	0.2434406275358399	0.013312034078807242	0.10532651218778215	0.13192612137203166	0.0	0.014778689130274145	0.0	0.07233273056057866	0.03656307129798903	0.01344628210299852	0.4227405247813411	0.34185493460166466	0.0442820768294033	0.017205781142463867	0.018525379770285292	0.1066585403016913	0.012698412698412698	0.15054195102368526	0.19411932629174994	0.08401792382374906	0.8635578583765112	0.6394884092725819	0.09398496240601503	0.01756543123133673	0.07506098705197974	0.11756698224119795	0.08539709649871904	0.0	0.0	0.2051983584131327	0.03714710252600297	0.08808781677734111	0.07297494526879104	0.0	0.2945508100147275	0.3050927012438395	0.010700909577314071	0.0423908435777872	0.18581604211830288	0.0	0.0	0.0132749236691889	0.011479738261967628	0.0	0.0	0.4487856388595566	0.0	0.0	0.0	0.0	0.04172461752433936	0.0	0.1342281879194631	0.38022813688212925	0.0	0.07108162539983415	0.0	0.07292426294405668	0.07182188173330141	0.010251153254741156	0.0	0.0	0.0	0.0	0.0	0.015817779183802595	0.0	0.022143489813994686	0.03059975520195838	0.0	0.0	0.0	0.0	0.2555137170521786	0.0	0.0	0.0	0.10035580695192045	0.09299853859439351	0.0	0.0	0.4716981132075472	0.5881616818921287	0.06744604316546762	0.0	0.05567928730512249	0.0	0.2739148756847872	0.017355085039916694	0.04873888144267089	0.0	0.01533977603926983	0.12066695919262832	0.1076591817902184	0.0	0.08573388203017833	0.10548523206751056	0.0	0.0	0.3937007874015747	0.041521341969772474	0.13814539803142806	0.0	0.0	0.0	0.03131524008350731	0.047281323877068564	0.0	0.0	0.0	0.052237506529688296	1.169064748201439	0.040666937779585195	0.1536604104928109	0.04699689820471849	0.04079967360261118	0.6768321145168819	0.04154549231408392	0.020580366330520683	0.0
HMT-688		0.03280343174362856	0.0	0.0	0.013691128148959474	0.0	0.0	0.0	0.055279159756771695	0.0	0.0	0.05436752446538601	0.0	0.0	0.005720169317011784	0.0	0.0	0.01888693024427096	0.0	0.013968431345159939	0.0	0.058809691837214774	0.01589825119236884	0.0	0.015001500150015003	0.0	0.0	0.02401825387294344	0.0	0.025950434669780722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03616636528028933	0.0	0.0	0.23323615160349853	0.14863258026159334	0.0	0.0	0.0	0.0	0.050793650793650794	0.010036130068245684	0.0	0.014002987303958178	0.1233654083395016	0.1199040767386091	0.0	0.0	0.0	0.04950188725945177	0.0	0.0	0.0	0.0	0.018573551263001486	0.006775985905949315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0398247710075667	0.0	0.0	0.0	0.052798310454065474	0.0	0.0	0.0	0.0	0.0	0.0	0.026845637583892613	0.0	0.0	0.023693875133278048	0.0	0.0	0.011970313622216901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10535187526337969	0.0	0.0	0.0	0.0	0.02193944712593242	0.0	0.05757052389176742	0.0	0.01758087201125176	0.0	0.0	0.013575889220743955	0.0	0.0	0.0	0.0	0.007892659826361483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02039983680130559	0.031118717908822157	0.062318238471125886	0.0	0.0
HMT-181		0.02775674993691648	0.0	0.8112171754257143	0.46093464768163567	1.2596483704974268	0.0	0.06476683937823834	0.5804311774461027	0.29881692889376754	0.1188707280832095	0.1812250815512867	0.15797788309636654	0.6038917468127935	0.06292186248712961	0.0	0.05534800055348	0.42810375220347513	0.16029922522041146	0.5308003911160777	0.2889941398410532	0.2117148906139732	0.36565977742448325	0.15255530129672007	0.5850585058505852	0.0	0.15797788309636648	0.03602738080941515	0.14333981775366028	0.1686778253535747	1.785231268596159	0.013312034078807242	0.406259404152874	0.9102902374670185	0.15109544195416774	0.35468853912657944	0.015832805573147563	0.433996383363472	0.5240706886045094	0.0672314105149926	0.6122448979591837	0.2080856123662307	0.45389128750138386	0.2924982794218857	0.14820303816228234	0.16760627761694347	0.10158730158730159	0.24086712163789645	0.05709391949757351	0.05601194921583271	0.616827041697508	0.1199040767386091	1.758861439312567	0.026348146847005094	0.37530493525989866	0.1732566054080812	0.25619128949615716	0.3875315922493682	0.13608528010886822	0.560875512995896	0.1485884101040119	0.02710394362379726	0.5108246168815374	0.23019374640322268	0.5031909671084929	0.49284205585543306	0.149812734082397	0.1695633743111488	0.9135955404149891	0.16406890894175555	0.5520926090828139	0.2787733970529669	0.3673516243829641	0.2763957987838585	0.045840018336007336	0.7127771911298839	0.6082214765100671	0.0362844702467344	0.03490705995287547	0.4039776258545681	0.43115438108484005	0.0	1.3422818791946307	0.0	0.0	0.1421632507996683	0.0	0.937597666423586	0.17955470433325352	0.07175807278318809	0.0	0.9163346613545816	0.0	0.0	0.0	0.3163555836760519	0.3553976010661928	0.033215234720992026	0.0	3.099982967126554	0.0	0.5627962085308057	0.10785547366528853	1.1430876815492201	0.2468526289804986	0.5453873174339064	0.0	0.10947906212936775	0.07971303308090873	0.05217845030002609	0.0	0.02549719530851606	0.6507320735827806	0.0	0.0	0.3711952487008166	0.3784084585420145	1.4749262536873156	0.19090593543908366	0.30461800901669306	0.0	0.26077619266758706	0.01096972356296621	0.07689941556444171	0.05757052389176742	0.017146776406035662	0.1758087201125176	0.24564994882292734	0.3566651805617476	0.40727667662231865	0.22421524663677134	0.08634087376964254	0.34997980885718133	0.0	0.244672454617206	0.7933194154488519	0.06304176516942475	0.09089072914562715	0.5442046973458086	0.377442273534636	0.19153752394219042	0.0	1.464009760065067	0.010975743606629349	0.5357646395337908	0.5303957568339454	0.6379337171308541	1.2567511425010387	0.4939287919324964	0.2770083102493075
