HOT-ID	Notes	S700016099-MVA	S700016504-MVA	S700016604-MVA	S700021930-MVA	S700023100-MVA	S700023202-MVA	S700023281-MVA	S700023434-MVA	S700023491-MVA	S700023668-MVA	S700023802-MVA	S700023859-MVA	S700023916-MVA	S700024001-MVA	S700024078-MVA	S700024161-MVA	S700024268-MVA	S700024393-MVA	S700024766-MVA	S700024843-MVA	S700024880-MVA	S700032284-MVA	S700032378-MVA	S700032474-MVA	S700032675-MVA	S700033041-MVA	S700033193-MVA	S700033498-MVA	S700033789-MVA	S700034228-MVA	S700034294-MVA	S700034834-MVA	S700035697-MVA	S700035993-MVA	S700037175-MVA	S700037234-MVA	S700037337-MVA	S700037714-MVA	S700037848-MVA	S700037981-MVA	S700038318-MVA	S700038736-MVA	S700038795-MVA	S700095275-MVA	S700095709-MVA	S700097353-MVA	S700097750-MVA	S700097899-MVA	S700098329-MVA	S700098421-MVA	S700098661-MVA	S700098994-MVA	S700099121-MVA	S700099350-MVA	S700099948-MVA	S700100289-MVA	S700100536-MVA	S700101220-MVA	S700101286-MVA	S700101577-MVA	S700102647-MVA	S700103303-MVA	S700103513-MVA	S700103706-MVA	S700105063-MVA	S700105120-MVA	S700105177-MVA	S700105234-MVA	S700105451-MVA	S700105644-MVA	S700105719-MVA	S700105794-MVA	S700105996-MVA	S700106052-MVA	S700106089-MVA	S700106120-MVA	S700106146-MVA	S700106518-MVA	S700106575-MVA	S700106910-MVA	S700107437-MVA	S700108157-MVA	S700108280-MVA	S700108403-MVA	S700108592-MVA	S700108658-MVA	S700109683-MVA	S700109983-MVA	S700110151-MVA	S700110808-MVA	S700111218-MVA	S700111636-MVA	S700111807-MVA	S700113209-MVA	S700113537-MVA	S700113576-MVA	S700113854-MVA	S700113911-MVA	S700113968-MVA	S700113995-MVA	S700114159-MVA	S700114232-MVA	S700114301-MVA	S700114456-MVA	S700114592-MVA	S700114649-MVA	S700114935-MVA	S700116110-MVA	S700116215-MVA	S700116340-MVA	S700116445-MVA	S700116482-MVA	S700116655-MVA	S700116712-MVA	S700116961-MVA	S700116996-MVA	S700117149-MVA	S700117228-MVA	S700117639-MVA	S700117696-MVA	S700117751-MVA	S700117810-MVA	S700117952-MVA	S700119104-MVA	S700119492-MVA	S700119624-MVA	S700120049-MVA	S700121052-MVA	S700121701-MVA	S700123624-MVA	S700161054-MVA	S700161111-MVA	S700161216-MVA	S700161508-MVA	S700161683-MVA	S700161738-MVA	S700161852-MVA	S700161959-MVA	S700163044-MVA	S700163215-MVA	S700163272-MVA	S700163588-MVA	S700163713-MVA	S700163768-MVA	S700163865-MVA	S700163922-MVA	S700163977-MVA	S700164084-MVA	S700164139-MVA	S700164226-MVA	S700164283-MVA	S700164552-MVA	S700164607-MVA	S700164646-MVA	S700164769-MVA	S700164826-MVA	S700164866-MVA	S700165201-MVA	S700165489-MVA	S700165909-MVA	S700165966-MVA	S700166087-MVA	S700166837-MVA	S700167977-MVA	S700171149-MVA	S700171224-MVA	S700171761-MVA	S700171836-MVA	S700171893-MVA	S700171989-MVA	S700172064-MVA	S700172333-MVA	S700172475-MVA	S700172552-MVA	S700172760-MVA	S700172867-MVA	S700173173-MVA	S700173431-MVA	S700173681-MVA	S700173930-MVA	S700173965-MVA	S700175120-MVA	S700175205-MVA
HMT-889		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09283614420547734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02338087444470423	0.053134962805526036	0.0	0.09938382031405286	0.0	0.0	0.0	0.0	0.02675943270002676	0.016490765171503958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.244928625093914	0.04068348250610252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011128421989761852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.70882437482035	0.0	0.0	0.0	0.0	0.0	0.0	12.66576454668471	0.0	0.10760953112990007	0.0	0.0	0.0	0.4904845987835982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025746652935118432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02175805047867711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041644976574700676	0.04625346901017577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01239618197595141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-829		0.2783576896311761	0.0	30.67248459958932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2849002849002849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.169919632606199	0.0	0.0	0.0	0.0	0.0	4.947581386794188	0.37574722459436377	0.05369415807560138	2.9046563192904653	5.681181087647168	0.0	0.15384615384615385	0.0	0.0	35.36173089925626	0.1633576275446092	2.2963951935914553	0.0	14.589614740368509	0.0	0.030945381401825775	0.0	0.0	0.33611623116122735	0.18157058556513844	45.334833989870575	0.0	0.0	25.831612755219087	0.7568406753347565	0.0	0.0	0.0	1.8597236981934113	10.92670598146588	0.0	3.4570596797671036	0.0	0.011140819964349376	6.964127546501328	0.0	65.8641160949868	0.0	6.665733090603557	0.0	0.0	0.19682271896527484	0.0	0.0	0.0	15.984222389181065	2.6851098454027666	0.0	0.0	0.0	0.0	0.0	0.0	5.970815961882073	0.036343812465927675	0.0	0.0	0.0	0.07789895392833296	0.2558551466246802	0.019062142584826535	24.060252408739313	0.0	0.29040656919687563	3.0368429166024358	2.947173308619092	0.0	0.0	0.0	2.5395585075210003	0.0	0.0	0.0	42.35453315290933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.73501577287066	0.0	9.585217977095564	0.0	0.024928331048236323	0.0	0.0	0.0	0.0	0.35335689045936397	0.36386318744152196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.737306843267106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1381851681252879	0.0	34.81904761904762	0.0	0.0	45.5132562882393	0.0	0.0	0.0	4.545454545454546	0.2723735408560311	0.0	0.0	0.0	0.2777777777777778	0.0	0.0	2.3284313725490198	0.0	0.0	0.1959503592423253	33.408679927667265	28.07593491293177	0.0	0.011356479904192605	0.3864734299516908	0.0	0.0	14.013555596263053	4.1572752316553965	0.0	0.0	0.0	0.0	0.0	0.0	4.345666749441271	0.0	0.0	0.0	0.08494973807164094	2.178734507501631	0.0	0.0	4.0672451193058565	0.0
HMT-054		0.10438413361169101	0.0	0.0	0.0	0.14875213486860228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09876543209876544	0.0	0.0	0.0	0.0	0.0	0.0	0.013910140492418973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016903313049357674	0.0	0.08010680907877168	0.0	0.0	0.0	0.09283614420547734	0.018363224582236642	0.0	0.0	0.11348161597821153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.670797287818564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150086768913278	0.0	0.0	0.0	0.0	0.0	0.014958863126402395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3020539669754329	0.0	0.0	0.0	0.0	0.017678776628657297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0683727290486423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039308176100628936	0.0	0.2050473186119874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015785319652722965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12738853503184713	0.0	0.0	0.0	0.0	0.5090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02479236395190282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05689900426742533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-077		0.0	0.0	0.0	0.0	0.2589389014379373	0.0	0.0	0.017424638438752395	0.0	0.0	0.06929046563192905	0.0	0.0	0.41975308641975306	0.0	0.021696680407897594	0.0	0.0	0.0	0.0	0.027820280984837947	0.0	0.0	0.02774694783573807	0.028935185185185182	0.0	0.0	0.0	0.07760532150776053	0.0	0.0	0.0	0.0	0.0	0.08451656524678837	0.0	0.13351134846461948	0.0	0.05025125628140704	0.5329989026493182	0.015472690700912888	0.0	0.0	0.04336983627886805	0.022696323195642305	0.0	0.0	0.0	0.0	0.23287405394915583	0.0	0.027777777777777776	1.309328968903437	0.0	0.0	0.0	0.1819505094614265	0.014104372355430182	0.0	0.22143489813994688	0.05351886540005352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08136696501220504	0.026301946344029457	0.25329280648429586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011128421989761852	0.0	0.03812428516965307	0.0	0.0	0.0	0.04624633883150917	0.0	0.0	0.0	0.04757373929590866	0.08790779449111154	0.0	0.017739932588256166	0.0	0.013531799729364007	0.0	0.030745580322828595	0.0	0.0	0.0	1.1771630370806356	1.2840670859538783	0.6183249016301293	0.8201892744479496	0.0	0.0	0.0	0.012464165524118161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027886224205242612	0.0	0.0	0.0	0.0	0.0	0.0	0.16789087093389296	0.23664638269100743	0.0	0.0	0.0	0.04625346901017577	0.0	0.0	0.0	0.046061722708429294	0.0	0.0	0.0	0.0	0.03399048266485384	0.04630701551285019	0.0	0.06713662302786169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01657550140891762	0.032658393207054215	0.045207956600361664	0.0	0.01239618197595141	0.003097221792052529	0.0	0.0	0.0	0.0	0.0	0.05781182251770488	0.0	0.0	0.0	0.12749003984063745	0.17069701280227598	0.0	0.0	0.0	0.3013863773357444	0.0	0.0	0.0	0.0	0.0	0.0
HMT-173		0.0	0.015722034431255406	0.0	0.0	0.011018676656933502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14814814814814814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011086474501108647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014174344436569808	0.0	0.0	0.0	0.0	0.0	0.0	0.04539264639128461	0.0	0.0	0.0	0.0	0.0	0.0	0.013888888888888888	0.0701426233341127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05351886540005352	0.0	0.009380423057079874	0.0	0.0	0.16759776536312848	0.0	0.0	0.0	0.011560693641618497	0.0	0.0	0.0	0.025329280648429587	0.0	0.01948368241597662	0.0	0.12082158679017317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06008411776487082	0.0	0.0	0.014371945961483184	0.0	0.0	0.009767532721234616	0.0	0.0	0.0	0.0	0.0	0.15372790161414296	0.0	0.0	0.0	0.039238767902687856	0.22274633123689724	0.0	0.0	0.0	0.0	0.0	0.006232082762059081	0.0	0.0	0.6694129763130793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0429553264604811	0.0	0.04035512510088781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019696671262556628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-692		0.0	0.0	0.0	0.016840687100033683	0.10467742824086827	0.02957704821058858	5.728587319243604	0.0	0.014961101137043686	3.2011747430249633	0.37416851441241683	0.0	0.019845207382417147	0.2962962962962963	0.09556803249313105	0.39054024734215664	0.20125223613595708	0.088386070355312	0.3056768558951965	0.049204526816467115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016903313049357674	0.0	0.0	0.014174344436569808	0.016750418760469014	0.0	0.06189076280365155	0.0	0.0	0.0	0.04539264639128461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016490765171503958	0.007035317292809906	0.014003640946646129	0.0	0.055865921787709494	0.02811753128075355	0.08580534444716843	0.0	0.0	0.0	0.0	0.026301946344029457	0.3546099290780142	0.0	0.0	0.0	0.04027386226339106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030745580322828595	0.18279148713931323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1455452749766088	0.0	0.0	0.0	0.0	0.06527415143603134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6364477335800185	0.2770083102493075	0.0	0.6369426751592357	0.0	0.0	0.1142857142857143	0.0	0.07272727272727272	0.6798096532970768	0.04630701551285019	0.0	0.0	0.0	0.0	1.3908031574990602	0.0	0.0	0.0	3.315548780487805	0.23727919852359608	0.0	0.08761682242990654	0.34808552958727	0.0	0.9041591320072333	0.028546959748786755	0.0	0.0	0.0	0.0	0.2166633838881229	0.0549551199853453	1.1269722013523666	0.0	0.0	0.0	0.0	0.01593625498007968	0.0	0.0	0.43125317097919835	0.0	0.0	0.014158289678606824	0.0	0.0	0.01414227124876255	0.013557483731019523	0.0
HMT-530		0.13917884481558804	0.015722034431255406	0.0	0.016840687100033683	0.027546691642333754	0.0	0.0	0.017424638438752395	0.0	0.14684287812041116	0.01385809312638581	0.0	0.019845207382417147	0.0	0.011946004061641381	0.0	0.0	0.0	0.0	0.0	0.0	0.01120197154699227	0.0	0.0832408435072142	0.0	0.09196247930844216	0.017079419299743808	0.0	0.03325942350332594	0.0	0.010750376263169211	0.0	0.0	0.0	0.0	0.0	0.0	0.014174344436569808	0.0	0.0	0.015472690700912888	0.018363224582236642	0.02631578947368421	0.0	0.06808896958692692	0.0	0.0	0.028571428571428574	0.0	0.038812342324859306	0.0	0.013888888888888888	0.16366612111292964	0.0	0.008424599831508003	0.19876764062810573	0.0363901018922853	0.042313117066290554	0.0	0.1328609388839681	0.0	0.0	0.0	0.014003640946646129	0.0	0.0	0.014058765640376775	0.036773719048786464	0.0	0.011560693641618497	0.05634861006761833	0.061025223759153785	0.0	0.025329280648429587	0.06652622241933695	0.01948368241597662	0.07112375533428165	0.0	0.0	0.009085953116481919	0.014757969303423848	0.0	0.0	0.0	0.0	0.0	0.0	0.01752541184717841	0.010014019627478471	0.0616617851086789	0.0	0.0	0.0	0.02378686964795433	0.07814026176987693	0.0	0.0	0.029642804209278194	0.013531799729364007	0.0	0.0	0.0	0.0	0.022170491076377342	86.89425152050225	0.013102725366876311	2.5295109612141653	0.31545741324921134	0.11852353538774128	0.0	0.0	0.006232082762059081	0.0	0.057273768613974804	0.33470648815653964	0.0	0.0	0.01039609106975777	0.02381235861412073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04415011037527594	0.0	0.02098635886673662	0.0	0.032467532467532464	0.0	0.0	0.0	0.0	0.0	0.042462845010615716	0.046061722708429294	0.0	0.0	0.0	0.0	0.0	0.023153507756425096	0.0	0.0	0.0	0.09727626459143969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010324072640175096	0.12882447665056362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05689900426742533	0.0	0.0	0.0747272455537289	0.06027727546714888	0.0	0.03913894324853229	0.0	0.0	0.0	0.0
HMT-814		0.9742519137091163	0.0	21.971252566735114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014994751836857098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.053140888961785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.810502709773875	0.0	0.0	0.0	0.0	0.0	0.0	0.5607476635514018	0.0	0.0	0.0	0.0	0.0	0.0	0.04336983627886805	0.0	3.0163196398424312	0.0	0.0	1.5141087405368203	0.15524936929943722	0.0	0.0	0.0	0.0	19.76411120471778	0.0	0.6550218340611353	0.0	0.0	0.0	0.0	0.0	0.0	0.39210194650609154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.735556879094698	0.0	0.0	0.0	0.0	0.0	0.0	0.03812428516965307	30.54688560184557	0.0	0.08011215701982777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4067943412568567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.805739514348785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	14.032440588457188	0.058365758754863814	0.0	0.0	0.0	0.0	0.0	0.0	4.013480392156863	0.0	0.0	0.1959503592423253	0.0	28.718241507279473	0.0	0.0	0.0	0.0	0.0	12.254991756732002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.893965731313633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.256507592190886	0.0
HMT-556		0.0	0.0	0.0	0.0	0.022037353313867004	0.0	0.0	0.052273915316257184	0.0	0.14684287812041116	0.0	0.1349527665317139	0.0	0.2222222222222222	0.0	0.021696680407897594	0.0	0.0	0.0	0.08200754469411187	0.09737098344693282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022172949002217293	0.03737619136609979	0.0	0.04395604395604395	0.0	0.0	0.0	0.0	0.0	0.8646350106307583	0.0	0.0	0.0	0.0	0.0	0.5746503306950017	0.0	0.4164321890827237	0.0	0.0	0.25235145675613674	0.21346788278672618	1.678240740740741	0.0	0.4442366144493804	0.10626992561105207	0.7666385846672283	0.0	0.0	0.0	0.011140819964349376	0.12178919397697076	0.0	10.504617414248022	0.0	0.19605097325304577	0.0	0.9497206703910615	0.0	0.0	0.0	0.011560693641618497	0.0	0.0	0.026301946344029457	0.0	0.0	0.0	0.0	0.04027386226339106	0.0	0.08177357804833726	0.0	0.0	0.0	0.022256843979523704	0.0393623302499508	0.03812428516965307	0.0	0.0	0.13018225515722012	0.0	0.0	0.057487783845932734	0.05470459518599562	0.0	0.32232857980074237	0.0	0.03547986517651233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07847753580537571	1.5854297693920334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9473081328751431	7.929969104016478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2928686484111876	0.04694101079643248	0.0	0.4887585532746823	0.0	0.0	0.032467532467532464	0.0	1.3222280062467464	0.18501387604070307	0.16620498614958448	0.0	0.0	0.1381851681252879	0.0	0.2285714285714286	0.0	0.0	0.0	1.5049780041676315	0.0	0.0	1.3956997359486987	0.0	0.0	0.0	0.0	0.22727272727272727	0.6478658536585366	0.0	0.0	0.02920560747663551	0.01657550140891762	0.0	0.0	4.082215244076505	0.0	0.20131941648341437	0.06441223832528181	0.0	0.09848335631278313	0.018318373328448434	0.0	0.0	0.0	0.0	0.0	0.01593625498007968	0.0	0.0	0.0	0.044836347332237333	0.0	0.0	0.0	0.017605633802816902	0.0	0.0	0.0
HMT-291		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.926853508248854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
