HOT-ID	Notes	S700015298-RAF	S700015974-RAF	S700016085-RAF	S700016095-RAF	S700016176-RAF	S700016661-RAF	S700016759-RAF	S700023110-RAF	S700023485-RAF	S700023853-RAF	S700023944-RAF	S700024262-RAF	S700024314-RAF	S700024562-RAF	S700024681-RAF	S700024707-RAF	S700024874-RAF	S700024926-RAF	S700024974-RAF	S700032184-RAF	S700032278-RAF	S700032465-RAF	S700033187-RAF	S700033253-RAF	S700033416-RAF	S700033783-RAF	S700034288-RAF	S700034960-RAF	S700035631-RAF	S700035987-RAF	S700037024-RAF	S700037050-RAF	S700037118-RAF	S700037171-RAF	S700037228-RAF	S700037331-RAF	S700037385-RAF	S700037433-RAF	S700037708-RAF	S700037842-RAF	S700037924-RAF	S700038029-RAF	S700038154-RAF	S700038255-RAF	S700038362-RAF	S700038410-RAF	S700038574-RAF	S700038622-RAF	S700038730-RAF	S700038974-RAF	S700095406-RAF	S700095463-RAF	S700095577-RAF	S700095884-RAF	S700097287-RAF	S700099055-RAF	S700099115-RAF	S700099799-RAF	S700099942-RAF	S700100466-RAF	S700101691-RAF	S700102295-RAF	S700102901-RAF	S700102958-RAF	S700103649-RAF	S700105171-RAF	S700105228-RAF	S700105900-RAF	S700106046-RAF	S700106455-RAF	S700106926-RAF	S700106974-RAF	S700107431-RAF	S700107542-RAF	S700107599-RAF	S700107812-RAF	S700107926-RAF	S700108151-RAF	S700108214-RAF	S700108274-RAF	S700108892-RAF	S700109226-RAF	S700109559-RAF	S700109977-RAF	S700110802-RAF	S700111212-RAF	S700111801-RAF	S700112038-RAF	S700112808-RAF	S700113031-RAF	S700113101-RAF	S700113152-RAF	S700113531-RAF	S700113570-RAF	S700113644-RAF	S700113672-RAF	S700113797-RAF	S700113848-RAF	S700114045-RAF	S700114187-RAF	S700114242-RAF	S700114295-RAF	S700114450-RAF	S700114513-RAF	S700114643-RAF	S700114677-RAF	S700114725-RAF	S700114775-RAF	S700114826-RAF	S700114929-RAF	S700114985-RAF	S700116386-RAF	S700116706-RAF	S700116758-RAF	S700116806-RAF	S700116836-RAF	S700116896-RAF	S700117856-RAF	S700119218-RAF	S700119618-RAF	S700119792-RAF	S700120093-RAF	S700161732-RAF	S700163656-RAF	S700163971-RAF	S700164078-RAF	S700164187-RAF	S700164220-RAF	S700164277-RAF	S700164347-RAF	S700164399-RAF	S700164495-RAF	S700164763-RAF	S700164820-RAF	S700165140-RAF	S700165308-RAF	S700165404-RAF	S700165452-RAF	S700165483-RAF	S700165854-RAF	S700165903-RAF	S700166081-RAF	S700166639-RAF	S700171469-RAF	S700171521-RAF	S700171569-RAF	S700171924-RAF	S700172211-RAF	S700173269-RAF	S700173478-RAF
HMT-176		0.0	0.07415647015202076	0.0	0.0	0.0	0.0038480778850963947	0.0	0.0	0.0	0.0	0.49498237049091404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00972951936174353	0.0	0.17953321364452424	0.03732736095558044	0.5238095238095238	0.0	0.06949270326615706	0.0	0.0	0.0	0.12554927809165098	0.0	0.0	0.0	1.6120365394948952	0.0	0.013274923669188903	0.0	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026457359555516362	0.0	0.0463821892393321	0.0	0.01563232765358762	0.0	0.0	0.0	0.045207956600361664	0.15159718462371413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03676470588235294	0.0	0.0	0.0	0.0	0.2407318247472316	0.0	0.0	0.044642857142857144	0.0	0.05603810591202018	0.16178149980966883	0.0	0.1892147587511826	0.0	0.10080645161290322	0.0	0.0	0.0	0.10256410256410256	0.0	0.0	0.16246953696181965	0.025081514923501375	0.0	0.0	0.0	0.0	0.0	0.0	0.061804697156983925	0.06548788474132286	0.0	0.0	0.031181789834736514	0.0	0.02506265664160401	0.0	0.0	0.0	0.7887817703768624	3.169251517194875	0.043687199650502405	0.0	0.0	1.3712718546451834	0.0	0.0	0.07042253521126761	0.0	0.0	0.0	0.08097165991902834	0.0	0.0	0.0	0.11815675462780621	1.864406779661017	0.0	0.0	0.0544069640914037	0.0	0.0	0.0	0.06709158000670916	0.0	0.0	0.04601932811780948	0.06246096189881324	0.6311139160618492	0.0	0.0	0.08643042350907519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.685378590078329
HMT-169		0.0	0.14831294030404152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04865706500583885	0.0	0.0	0.0	0.0	0.0318775900541919	0.0	0.0	0.0	0.0	0.0	0.05837711617046118	0.0	0.0	0.33594624860022393	0.2380952380952381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0365764447695684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.292873413602343	0.10454783063251437	0.0	0.026457359555516362	0.044451029782189955	0.02319109461966605	0.0	0.01563232765358762	0.0	0.0	0.0	0.0	0.02165674066053059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47794117647058826	0.12742911755336095	0.0	0.10917030567685589	0.0	0.5296100144439095	0.0	0.0	0.0	0.019190174630589137	0.0	0.0	0.132890365448505	0.33112582781456956	0.05750431282346176	0.20161290322580644	0.0	0.012322099685786457	0.028735632183908046	0.6153846153846154	0.0	0.12354394634662902	0.0	0.0	0.04027386226339106	0.044072278536800354	0.0	0.0	0.0	0.6263048016701461	0.9270704573547589	0.02455795677799607	0.0625782227784731	0.0	0.2182725288431556	0.0	0.12531328320802004	0.7321772639691715	0.0	0.11985617259288853	0.0	8.125421443020905	0.043687199650502405	0.0	0.0	2.811107302022626	0.0	0.0	0.07042253521126761	0.0	0.0	0.0	0.0	0.16057808109193095	0.0	0.0	0.03938558487593541	0.2542372881355932	0.19157088122605362	0.0	0.0544069640914037	0.0	0.0	0.5617977528089888	0.04193223750419322	0.0	0.1289767841788478	0.04601932811780948	0.3123048094940662	0.2208898706216472	0.0	0.0	0.043215211754537596	0.0	0.130718954248366	0.0	0.0	2.4096385542168677	0.0	0.12315270935960591	0.04092490280335584	0.0	0.2617801047120419	0.0	0.0	5.907310704960835
HMT-170		0.0	0.11123470522803114	0.0	0.0	0.0	0.0038480778850963947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07621951219512195	0.0	0.0	0.0	0.0	0.01945903872348706	0.0	0.17953321364452424	0.0	0.0	0.0	0.20847810979847115	0.0	0.0	0.0	0.06277463904582549	0.06899724011039558	0.0	0.0	0.10746910263299302	0.25603511338697876	0.0	0.0	0.0	0.0	0.0	0.01854943424225561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13562386980108498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047709923664122134	0.0	0.0	0.14443909484833894	0.0	0.0	0.044642857142857144	0.0	0.0	0.0	0.0	0.5676442762535477	0.0	0.10080645161290322	0.0	0.0	0.014367816091954023	0.10256410256410256	0.0	0.017649135192375574	0.0	0.0	0.0	0.044072278536800354	0.0	0.0	0.0	0.31315240083507306	0.0	0.008185985592665358	0.0	0.0	0.0	0.0	0.0	0.03853564547206166	0.023293733985557886	0.03995205753096284	0.43821209465381245	8.530006743088334	0.08737439930100481	0.0	0.0	6.410695920466232	0.0	0.0	0.0	0.0	0.07535795026375283	0.0	0.0	0.08028904054596547	0.0	0.0	0.03938558487593541	0.0423728813559322	0.0	0.0	0.0	0.0	0.0	0.0	0.008386447500838645	0.0	0.0	0.04601932811780948	0.0	0.2840012622278321	0.0	0.0	0.0	0.0	0.0	0.1841620626151013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14219694276573053	0.0	6.201044386422976
HMT-701	Because HMT-180 is not present individually, all equidistant reads were assigned to HMT-701 at this body site (RAF).	0.0	0.0	0.0	1.3056379821958457	0.0	0.0	0.0	0.0	0.8019246190858059	2.0922537952510702	0.20341741253051263	0.36798528058877644	0.33079722130334105	0.0	0.0	0.6097560975609756	0.19520356943669828	0.0	0.10129146619397315	0.0	0.03891807744697412	4.192546583850932	1.0771992818671454	0.0	0.0	0.0	0.27797081306462823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5583019881783988	0.5120702267739575	0.0	0.9675190048375951	1.5555555555555556	0.0	0.15667841754798276	0.6306807642366908	0.11409013120365087	0.0	0.10454783063251437	0.21739130434782608	0.026457359555516362	0.32597421840272633	0.0	0.0	0.0	0.0	0.0	0.0	1.1301989150090417	0.18408229561451	0.35874439461883406	0.0	0.0	0.14088475626937164	0.0	0.0	0.10667804565820355	0.08784773060029283	0.14705882352941177	0.0	1.2404580152671756	0.5458515283842794	4.411764705882353	0.6259027443428021	0.1834862385321101	0.0	0.08928571428571429	0.05757052389176742	0.0	0.05709935287400076	0.0	0.33112582781456956	0.28752156411730884	0.3024193548387097	0.9400705052878966	0.024644199371572913	0.0	1.0256410256410255	0.0	0.017649135192375574	0.08123476848090982	0.1254075746175069	0.40273862263391064	7.183781401498457	0.0	0.0	0.0	0.20876826722338201	7.849196538936959	0.057301899148657506	0.0	0.0	0.031181789834736514	3.8992408557625953	0.07518796992481204	0.6551059730250481	0.0	0.0	3.067484662576687	0.20229265003371544	4.3250327653997385	0.018601190476190476	1.3781993914444246	0.06856359273225918	3.4079844206426486	0.0	0.0	0.0	0.07535795026375283	3.7002195045468795	0.24291497975708504	0.04014452027298274	0.0	0.0	0.3544702638834187	1.5677966101694913	0.0	0.0	0.1632208922742111	0.0	0.19569471624266144	0.08025682182985554	0.0	0.22396416573348266	0.1289767841788478	0.13805798435342845	0.749531542785759	0.18933417481855475	0.13336296954878862	0.11743981209630064	0.043215211754537596	0.0	2.3529411764705883	0.0	1.2409513960703205	0.6024096385542169	0.0	0.12315270935960591	0.12277470841006752	0.42452830188679247	0.0	0.14219694276573053	0.061062487278648485	1.468668407310705
HMT-172		0.0	0.0	0.0	0.05934718100890207	0.0	0.0038480778850963947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5093378607809848	0.0	0.05837711617046118	0.0	0.15527950310559005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3604686091919495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31746031746031744	0.22779043280182232	0.0	0.0	0.06845407872219053	0.0	0.0	0.48913043478260876	0.0	0.0	0.0	0.0	0.04689698296076286	0.0	0.0	0.0	0.13562386980108498	0.04331348132106118	0.0	0.0	0.11983223487118035	0.02817695125387433	0.0	0.0	0.17068487305312569	0.0	0.0	0.0	0.047709923664122134	0.9097525473071324	0.09191176470588235	0.4333172845450169	0.0	0.0	0.0	0.0	0.0	0.00951655881233346	0.0	0.28382213812677387	0.05750431282346176	0.05040322580645161	0.4700352526439483	0.030805249214466146	0.014367816091954023	1.2307692307692308	0.0	0.0	0.4061738424045491	0.025081514923501375	0.04027386226339106	2.1154693697664166	0.0	0.0	0.0	0.41753653444676403	1.1742892459826948	0.04911591355599214	0.0	0.1457725947521866	0.0	1.518288474810214	0.2255639097744361	0.0	0.0	0.0	0.0	0.0	1.2232415902140672	0.0	0.5906568820476106	0.3770997600274254	0.09737098344693282	0.0	0.0	0.0	0.0	0.18814675446848542	0.0	0.0	0.0	0.0	0.23631350925561243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4136504653567736	5.421686746987952	0.0	0.49261083743842365	0.08184980560671168	0.0	0.17452006980802792	0.0	0.0	1.5013054830287207
HMT-588		0.4363001745200698	0.0	0.25552574421873003	3.0267062314540056	0.0	0.007696155770192789	0.02958579881656805	0.3108486167236556	0.12028869286287089	0.0	0.0	3.4958601655933763	0.0	0.0	0.0	3.5823170731707314	0.19520356943669828	0.0	0.0	0.0	0.0	1.0869565217391304	0.0	0.0	0.14285714285714285	0.03904724716907458	0.03474635163307853	0.0	0.0	0.0	0.0	0.022999080036798528	0.0	0.13089005235602094	0.0	0.6217995610826628	0.013274923669188903	0.691085003455425	0.6984126984126984	0.0	0.0	0.0	0.0	0.0	0.13068478829064298	0.3804347826086957	0.0705529588147103	0.2815231886205364	0.0927643784786642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47794117647058826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030805249214466146	0.0	0.0	0.0	0.0	0.0	0.025081514923501375	0.0	0.0	0.0	0.5906406179009541	0.0	0.0	0.0	0.0	0.0	0.1457725947521866	0.0	0.0	0.0	0.0	0.0	0.03995205753096284	0.0	0.0	0.0	0.0	0.0	0.10284538909838875	0.0	0.0	0.0	0.0	0.15071590052750566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04716981132075472	0.0	0.0	0.0	0.0
HMT-829		0.0	0.0	0.0	0.0	0.9412584974725466	0.007696155770192789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06544502617801047	0.0	0.4023408924652524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010828370330265295	0.0	0.0	1.8573996405032953	0.0	0.0062996094242156984	0.0	0.0	0.0	0.0	0.0	0.19083969465648853	0.0	0.0	0.2888781896966779	0.0	0.2004008016032064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03529827038475115	0.0	0.0	0.0	0.0	0.011625203441060218	0.0	0.0	0.0	0.061804697156983925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11591962905718702	3.6452665941240476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.866333541536541	0.0	0.0	0.46975924838520255	9.075194468452894	0.0	0.39215686274509803	0.0	5.274043433298862	0.0	0.0	1.477832512315271	0.08184980560671168	0.0	0.0	0.0	0.0	0.0
HMT-019		0.0	0.14831294030404152	0.0	0.0	0.0	0.019240389425481973	0.0	0.0	0.0	0.0	0.908597775969623	0.0	0.7939133311280185	0.0	0.07969397513547975	0.0	0.0	0.0	0.35452013167890606	0.0	0.0	0.0	0.0	0.0	0.38095238095238093	0.058570870753611864	0.7991660875608061	0.2232142857142857	1.8691588785046727	0.0	0.0	2.2999080036798527	1.7660044150110374	0.0	0.0	0.10972933430870518	35.8821186778176	0.03455425017277125	0.0	0.0	0.0	0.0	0.3422703936109527	0.06508298080052066	0.0	0.0	0.22929711614780843	0.07408504963698326	0.2435064935064935	0.0	0.3126465530717524	0.021213406873143825	0.09149130832570906	0.0	0.22603978300180833	0.02165674066053059	1.0762331838565022	0.0	0.14979029358897544	0.2395040856579318	0.11339296963588258	0.0	0.14934926392148495	0.0	2.8308823529411766	0.0	0.0	13.791848617176129	0.0	0.04814636494944632	0.0	0.0	0.044642857142857144	8.136634043369796	1.2048192771084338	0.06661591168633421	0.132890365448505	0.0	1.4951121334100057	0.0	0.23501762632197415	0.5976218347606432	0.1724137931034483	0.0	14.24767990263198	0.0	0.0	0.025081514923501375	0.20136931131695532	0.0	0.0	0.045433893684688774	0.0	0.0	0.0	0.008185985592665358	0.0	0.8746355685131195	0.0	0.0	0.0	0.5780346820809248	0.0	0.0	0.26292725679228746	0.0	0.0	0.0	0.0	0.0	2.239532619279455	0.09871668311944717	0.14084507042253522	0.32017075773745995	0.0	0.0	0.0	0.8028904054596547	0.0	0.0	0.15754233950374164	0.0	0.0	0.6568778979907265	0.0	0.0	0.09784735812133072	0.0	0.0	0.11198208286674133	0.08598452278589853	0.04601932811780948	0.8119925046845722	0.0	0.5334518781951545	0.05871990604815032	0.0	0.22172949002217296	0.0	0.0	0.1034126163391934	0.0	0.0	4.310344827586207	0.04092490280335584	0.0	0.17452006980802792	0.10664770707429791	0.10177081213108082	0.09791122715404699
HMT-030	Because HMT-835 is not present individually, all equidistant reads were assigned to HMT-030 at this body site (RAF).	0.0	0.5932517612161661	0.0	0.0	0.0	0.011544233655289183	0.38461538461538464	0.12433944668946223	0.0	0.13623978201634876	0.22375915378356387	0.0	0.9593119417796889	0.0	0.0	0.0	0.0	0.0	0.15193719929095975	0.0	0.10702471297917883	0.3105590062111801	0.0	3.3594624860022395	0.0	0.0	0.06949270326615706	0.11160714285714285	1.4953271028037385	0.0	10.043942247332078	0.3219871205151794	0.0	0.0	0.0	0.36576444769568395	0.0929244656843223	0.0	0.25396825396825395	0.0	0.0	0.9274717121127806	0.3080433542498574	0.390497884803124	0.31364349189754315	0.0	10.970985095687452	0.22225514891094977	0.2898886827458256	0.1556662515566625	0.06252931061435048	0.0	0.0	1.932367149758454	0.09041591320072333	0.36816459122902	0.8968609865470852	1.8786127167630058	0.8687837028160574	0.0	0.0692957036663727	0.0	0.4907190100277363	0.16593460224499756	0.8455882352941176	0.7327174259318254	0.0	0.2547307132459971	1.3786764705882353	0.0	4.4036697247706424	0.0	0.0	0.05757052389176742	3.5304006724572705	0.7089836315188428	0.0	0.0	0.11500862564692352	0.35282258064516125	0.8225616921269095	3.0866859712895076	0.20114942528735633	0.0	0.08367564278107409	0.03529827038475115	0.0	0.05016302984700275	0.12082158679017317	0.0	0.0	0.4543389368468878	0.0	0.0	0.0	0.0	0.0625782227784731	0.8746355685131195	0.2182725288431556	0.0	0.0	0.0	0.0	0.0	1.9281332164767746	0.0	0.0	0.0	0.0	0.0	0.0	0.6910167818361304	0.35211267605633806	0.0	0.0	0.0	0.08097165991902834	0.0	0.0	0.3058103975535168	0.6301693580149665	0.0	0.0	0.03863987635239567	0.0	0.5827814569536424	0.19569471624266144	0.16051364365971107	0.0	0.0	0.21496130696474636	1.2885411872986654	0.24984384759525297	0.03155569580309246	0.40008890864636587	0.2935995302407516	0.0	0.0	2.091503267973856	0.0	0.0	0.0	0.0	1.600985221674877	8.696541845713117	0.09433962264150944	0.17452006980802792	0.3199431212228937	0.0	0.0
HMT-031		0.0	0.8898776418242491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30167380303620084	0.013561160835367509	0.0	0.0	0.4799040191961607	0.047816385081287854	1.0670731707317074	0.0	0.0	0.0	0.0	0.10702471297917883	0.0	1.0771992818671454	0.0	0.0	0.0	0.4864489228630994	0.0	0.0	0.0	21.40615191462649	0.0	1.7660044150110374	2.1596858638743455	1.1284255776464267	0.1463057790782736	0.0	0.0	0.0	0.0	0.03916960438699569	0.35243925060285664	0.011409013120365089	0.0	0.15682174594877157	0.0	0.06173383896287151	0.0	0.5681818181818182	0.24906600249066002	0.5158668125683915	0.0	0.0	0.7246376811594203	0.0	0.010828370330265295	0.9865470852017937	0.0	5.662073097663272	0.0	0.33387929948343203	0.0	1.024109238318754	0.06832601268911664	0.14705882352941177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3125	0.1535213970447131	0.14009526478005044	0.29501332318233725	0.26578073089701	0.23651844843897823	0.05750431282346176	2.2681451612903225	2.5851938895417157	0.9919290247058099	0.11494252873563218	0.10256410256410256	0.3423094477407576	0.0	0.08123476848090982	0.0	1.0471204188481675	0.0	0.0	0.0	13.428571428571429	0.0	0.0	0.0	0.0	0.0	0.09354536950420954	0.0	0.02506265664160401	0.11560693641618498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22607385079125847	0.0	0.0	0.04014452027298274	0.0	0.0	3.347774714454509	0.0	0.0	0.4250386398763524	5.44069640914037	0.23841059602649006	0.0	0.16051364365971107	0.01677289500167729	0.0	0.0	0.23009664058904739	0.0	2.3666771852319344	0.4889975550122249	0.8807985907222547	1.4261019878997407	0.0	1.3071895424836601	0.0	1.6546018614270943	0.0	0.428921568627451	0.9852216748768473	0.5524861878453038	0.04716981132075472	0.8726003490401396	0.21329541414859582	0.0	0.0
