HOT-ID	Notes	S700015006-RAF	S700015298-RAF	S700016085-RAF	S700016176-RAF	S700016661-RAF	S700021884-RAF	S700023275-RAF	S700023428-RAF	S700023485-RAF	S700023535-RAF	S700023629-RAF	S700023662-RAF	S700023796-RAF	S700023853-RAF	S700023944-RAF	S700023995-RAF	S700024103-RAF	S700024155-RAF	S700024262-RAF	S700024314-RAF	S700024433-RAF	S700024517-RAF	S700024562-RAF	S700024611-RAF	S700024681-RAF	S700024707-RAF	S700024760-RAF	S700024874-RAF	S700024926-RAF	S700024974-RAF	S700032040-RAF	S700032978-RAF	S700033032-RAF	S700033187-RAF	S700033489-RAF	S700033554-RAF	S700033611-RAF	S700033716-RAF	S700033783-RAF	S700034077-RAF	S700034134-RAF	S700034222-RAF	S700034828-RAF	S700034891-RAF	S700035210-RAF	S700037024-RAF	S700037050-RAF	S700037118-RAF	S700037171-RAF	S700037228-RAF	S700037331-RAF	S700037385-RAF	S700037433-RAF	S700037476-RAF	S700037556-RAF	S700037657-RAF	S700037708-RAF	S700037785-RAF	S700037842-RAF	S700037876-RAF	S700037924-RAF	S700038029-RAF	S700038154-RAF	S700038185-RAF	S700038255-RAF	S700038362-RAF	S700038410-RAF	S700038574-RAF	S700038622-RAF	S700038730-RAF	S700038898-RAF	S700038974-RAF	S700095269-RAF	S700095406-RAF	S700095463-RAF	S700095520-RAF	S700095703-RAF	S700095770-RAF	S700097287-RAF	S700097347-RAF	S700097684-RAF	S700098415-RAF	S700098595-RAF	S700098988-RAF	S700099055-RAF	S700099115-RAF	S700099799-RAF	S700099856-RAF	S700100075-RAF	S700100283-RAF	S700100346-RAF	S700100593-RAF	S700101277-RAF	S700101343-RAF	S700101568-RAF	S700101634-RAF	S700101691-RAF	S700101950-RAF	S700102295-RAF	S700102409-RAF	S700102641-RAF	S700102958-RAF	S700103297-RAF	S700103583-RAF	S700103649-RAF	S700105171-RAF	S700105330-RAF	S700105640-RAF	S700105900-RAF	S700106046-RAF	S700106322-RAF	S700106569-RAF	S700106719-RAF	S700106792-RAF	S700106904-RAF	S700106926-RAF	S700106974-RAF	S700107003-RAF	S700107093-RAF	S700112099-RAF	S700112808-RAF	S700113031-RAF	S700113101-RAF	S700113152-RAF	S700113531-RAF	S700113570-RAF	S700113644-RAF	S700113672-RAF	S700113743-RAF	S700113797-RAF	S700113848-RAF	S700114045-RAF	S700114187-RAF	S700114242-RAF	S700114295-RAF	S700114347-RAF	S700114415-RAF	S700114450-RAF	S700114513-RAF	S700114586-RAF	S700114643-RAF	S700114677-RAF	S700114725-RAF	S700114775-RAF	S700114826-RAF	S700114880-RAF	S700114929-RAF	S700116209-RAF	S700116334-RAF	S700116386-RAF	S700116476-RAF	S700116806-RAF	S700116836-RAF	S700116896-RAF	S700117633-RAF	S700117745-RAF	S700117856-RAF	S700118466-RAF	S700119098-RAF	S700119218-RAF	S700119618-RAF	S700120043-RAF	S700120093-RAF	S700121695-RAF	S700122400-RAF	S700123618-RAF	S700161626-RAF	S700161846-RAF	S700161900-RAF	S700161953-RAF	S700163038-RAF	S700163209-RAF	S700163549-RAF	S700163656-RAF	S700163707-RAF	S700163782-RAF	S700163916-RAF	S700163971-RAF	S700164078-RAF	S700164187-RAF	S700164220-RAF	S700164277-RAF	S700164347-RAF	S700164399-RAF	S700164495-RAF	S700164546-RAF	S700164763-RAF	S700164860-RAF	S700165140-RAF	S700165308-RAF	S700165404-RAF	S700165452-RAF	S700165662-RAF	S700165806-RAF	S700166081-RAF	S700166639-RAF	S700166831-RAF	S700171110-RAF	S700171143-RAF	S700171418-RAF	S700171469-RAF	S700171521-RAF	S700171569-RAF	S700171676-RAF	S700171887-RAF	S700171924-RAF	S700171983-RAF	S700172546-RAF	S700172705-RAF	S700172810-RAF	S700173020-RAF	S700173068-RAF	S700173317-RAF	S700173478-RAF	S700173574-RAF	S700173624-RAF	S700175301-RAF
HMT-345		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19439044709802833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0354421407052986	0.0	0.0	0.0	0.0	0.0	0.0	1.5213946117274169	0.0	0.03401939105290015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25752995185309596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07044734061289186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023629489603024575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03632401017072285	0.0	0.0	0.0	0.0	0.0	0.024563989191844753	0.0	0.0	0.0
HMT-875		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15051740357478832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05390835579514825	0.05429209145201183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009557488292076843	0.0	0.0	0.0	0.0	0.7818765036086608	0.0	0.03428179636612959	0.2700877785280217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016914749661705007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13436345314074571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042492917847025496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3186968838526912	0.0	0.0	0.0	0.0	0.0	0.25359256128486896	0.0	0.0	0.0	0.2782252159906282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0050251256281406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59445178335535	0.0	0.0	0.0	0.0	0.06561679790026247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27347310847766637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-866		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047447333459859554	0.0	0.02132650885050117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021944261575597982	0.0	0.0	0.0	0.0	0.7039892725444183	0.0	0.0	0.0	0.0	0.0	0.0	0.13159468835985166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32076984763432237	0.025779840164990978	0.03428179636612959	0.06752194463200542	0.12017625851248497	0.08504847763225039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036976778583049846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016914749661705007	0.0	0.0	0.0	0.38562181517697286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013449899125756557	0.34487332537471815	0.0	0.0	0.0	0.10504201680672269	0.0	0.0	0.0	0.0	0.0	0.0	0.06743088334457181	1.0180337405468296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8743593498316007	0.0	0.0	0.7980845969672785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21173246979698593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10178117048346055	0.0	0.0	0.0	0.0	0.0	0.0	0.06475006475006474	0.1059696220416814	0.0	0.18148820326678766	0.0962000962000962	0.1418942887548776	0.024029796948215786	0.6274768824306473	0.0	0.0	0.26533996683250416	0.0	0.0	0.0	0.0	0.2497658445207618	6.897225478702618	0.0	0.0	0.0	0.0	0.0	0.601640838650866	0.0	0.0	0.0	0.0	0.0	0.026903416733925208	0.031416902293433864	0.15879317189360856	0.6632277081798084	0.0	0.0	0.0
HMT-176		0.0	0.0	0.6495263870094722	0.0	0.024417639302632223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7537688442211055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2883156297420334	0.0	0.0	0.0	0.0	0.6254886630179828	0.0	0.0	0.0	0.0	0.20349533157768734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6363835856923414	0.0	0.0	0.0	0.0	0.0	0.20696142991533398	1.087320173971228	0.0	0.0	0.10853835021707671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2955902756831755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9230164964650431	0.0	0.0	0.0	0.0	0.0833101916134407	0.0	0.0	0.08019246190858059	0.0	0.0	0.30384875084402435	0.013352917612498332	0.05102908657935023	0.053163211057947905	0.0	0.0	0.11310389400549363	0.02070822116380203	0.40257648953301123	0.5845942228335627	0.0	0.0	0.20411634631740092	0.0	0.0	0.0	0.030905532090244152	0.0	0.0	0.0	0.0	0.0	0.0	0.050744248985115016	0.01755001755001755	0.09416195856873823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30797101449275366	0.0	0.0	0.0	0.10077258985555929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14792899408284024	0.0	0.0	0.5938456001439625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.778050778050778	0.0	0.0	0.3926701570680628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01464343242055938	0.0	0.021621621621621623	0.7182761372705506	0.094010206822455	0.0	0.0	0.0	0.0	0.0	2.2110225979515525	0.0	0.0	0.0	0.0	0.0	0.0	0.997398091934085	0.0	0.0	0.0	0.0	1.0723860589812333	0.05089058524173028	0.04143360265175057	0.0	0.05990415335463259	0.014714537963507945	0.029069767441860465	0.0	0.0	0.0	0.1724137931034483	0.022686025408348458	0.0	0.46115643845335225	0.012014898474107893	0.0	0.011814744801512287	0.0	1.0613598673300166	0.0	0.0	0.0	0.0	0.0	0.13677217663149666	0.22779043280182232	0.023485204321277597	0.0	0.0	0.7170795306388527	0.0	0.0	0.0	0.03632401017072285	0.0	0.0	0.0	0.0	0.0	0.5895357406042742	0.0	0.0	0.0
HMT-893		0.0	0.0	0.16238159675236805	0.0	0.014650583581579332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.261667863370602	0.0	0.0	0.0	0.0	1.3386880856760375	0.0	0.0	0.0	0.0	0.011194447554013208	0.0	0.0	0.0	0.0	0.0	0.022456770716370988	0.10773282259995212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021944261575597982	0.17397355601948505	0.0	0.0	0.0	0.4358028830036876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035739814152966405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013885031935573453	0.0	0.0	0.020048115477145148	0.0	0.08570449091532396	0.0	0.10682334089998666	0.2551454328967512	0.0177210703526493	0.0	0.0	0.0	0.062124663491406086	0.322061191626409	0.0	0.0	0.0	0.4252423881612519	0.0	0.0	0.0	0.030905532090244152	0.0	0.0	0.0	0.09775171065493646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21739130434782608	0.0	0.0	0.0	0.02239390885679095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06724949562878278	0.0	0.10797192729890229	0.0	0.01735207357279195	0.0	0.0	0.0576036866359447	0.0	0.0	0.0	0.0	0.0	0.058173356602675974	0.0	0.0	0.0	0.0	0.0	0.0	0.11574074074074073	0.0	0.0	0.0	0.0	0.0	0.0	0.027925160569673275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36663611365719523	0.0	0.0	0.0	0.0	0.0322026620867325	0.02978850163836759	0.0	0.35218562253987984	0.0	0.0	0.0	0.0	0.0	0.0	0.0529848110208407	0.015673981191222573	0.0	0.12025012025012026	0.31926214969847466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45632333767926986	0.0	0.078125	0.0	0.0726480203414457	0.0	0.0	0.0	0.0	0.0	2.4809629083763203	0.0	0.0	0.0
HMT-169		0.0	0.0	1.5155615696887685	0.0	0.00976705572105289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0307723869114781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5266622778143515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09388202159286496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9033778476040848	0.0	0.0	0.009557488292076843	0.0	0.0	0.0	0.0	0.12028869286287089	0.0	0.051422694549194375	0.7427413909520595	0.0	0.0	0.053163211057947905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4001883239171375	0.0	0.0	0.17783046828689983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10077258985555929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3205128205128205	0.013449899125756557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1052937754508436	0.0	0.0	0.0	0.0	0.0	1.194921583271098	0.3472222222222222	0.0	0.0	0.2594594594594595	0.0	0.0	0.025568908207619537	0.041887740854509914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08034279592929834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8936550491510277	0.0	0.47648643049513156	0.0	0.0998402555910543	0.0	0.0	0.0	0.0	0.1942776404097492	0.015673981191222573	0.1134301270417423	0.0	0.35473572188719404	0.036044695422323685	0.0	0.011814744801512287	0.0	0.0	0.0	0.0	0.0	0.5506607929515419	0.0	0.019538882375928098	0.0	0.023485204321277597	0.0	0.0	0.0	0.0	0.0	0.0	0.2179440610243371	0.0	0.0	0.0	0.10995915802701853	0.21834061135371177	0.6632277081798084	0.022251891410769914	0.0	0.0
HMT-170		0.32932799287939474	0.0	0.18944519621109607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010257462303826032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023940627244433802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010779346771585641	0.0	0.0	0.0	0.0	0.20876826722338201	0.0	0.0	0.0	0.0	0.0	0.31783205085312816	0.0	0.0	1.410998552821997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06856359273225918	2.194463200540176	0.10682334089998666	0.017009695526450076	0.0	0.0	0.0	0.0	0.02070822116380203	0.0	0.0	0.0	0.0	0.0680387821058003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5686223830447144	0.016914749661705007	0.05265005265005265	0.211864406779661	0.0	0.0	0.07903576368306658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010607828577490186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013449899125756557	0.0	0.0	0.0	0.0	0.0	0.0	0.24961597542242703	0.0	0.0	0.0	0.0	0.0	0.07271669575334497	0.0	0.0	0.0	0.0	0.009325748391308402	0.0	0.0	0.0	0.0	0.0	0.0	0.013430029546065002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2142237640936688	0.0	0.0	0.0	0.0	0.02978850163836759	0.0	0.0	0.0	0.0	0.02942907592701589	0.1744186046511628	0.13955652039075825	0.0	0.0	0.20376175548589343	0.022686025408348458	0.0481000481000481	0.3902092940759134	0.024029796948215786	0.016512549537648614	0.05907372400756144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0651890482398957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07854225573358466	0.0	0.9334315892901007	0.0	0.25581678645389205	0.0
HMT-175		0.0	0.0	2.1109607577807847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6254886630179828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37549407114624506	0.0	0.0	0.2852754004827737	0.0	0.0	0.0	0.05127153404429861	0.1340931947703654	0.0	0.7694881231180997	0.0	0.0	0.0	0.0	0.059815767436296206	0.0	0.0	0.0	0.0	0.0	0.0	0.31368763950051276	0.0	1.2866333095067906	0.0	0.0	0.0	0.0	0.0	0.0	0.7855459544383346	0.0	0.0	0.009557488292076843	0.0	0.0	0.515926424405563	0.0	0.12028869286287089	0.0	0.051422694549194375	0.03376097231600271	0.2269995994124716	0.0	0.3189792663476874	0.0	0.0	0.0	0.0	0.5636070853462157	0.0343878954607978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2751322751322752	0.0	0.0	0.0	0.0	0.13531799729364005	0.0	0.4472693032015066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06640106241699867	0.0	0.0447878177135819	0.0	0.2315149761250181	0.010607828577490186	0.0	0.0	0.0	0.0	0.0	0.03127606338615513	0.0	0.0	0.17258382642998027	0.026899798251513115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4914004914004914	0.0	0.0	1.2652705061082026	0.0	0.0	0.0	0.2958579881656805	0.0	0.0	0.23148148148148145	0.0	0.0	0.0	0.1596169193934557	0.147730325006715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08718395815170009	0.0	0.0	0.0	0.0	0.0	0.010734220695577501	0.506404527852249	0.0	0.0	0.0	0.0	0.1618599175985874	0.31976744186046513	0.0	0.0	0.565171317555634	0.329153605015674	0.13611615245009073	0.0	0.46115643845335225	0.024029796948215786	0.5449141347424042	0.0	0.0	0.3980099502487562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20054694621695532	0.0	0.0	0.10897203051216856	0.0	0.011954572624028692	0.0	0.0	0.21834061135371177	1.1545074920167036	0.0	0.0	0.0
HMT-448		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4708984742889433	0.10680500457735734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017009695526450076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4855393709098586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013449899125756557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28665028665028663	0.0	0.0	0.5817335660267597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051137816415239075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08936550491510277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07064641469445425	0.015673981191222573	0.0	0.0	0.0	0.024029796948215786	0.0	0.011814744801512287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-183		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5486065393899495	0.0	0.0	0.0	0.0	0.0	0.0	2.893944463031114	0.0	0.0	0.0	0.4408928079360706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0680387821058003	0.0354421407052986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11840324763193505	0.0	0.3766478342749529	0.03849114703618168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2813688212927756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015673981191222573	0.0	0.0	0.0	0.0	0.0	0.03544423440453687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049127978383689506	0.0	0.0	0.0
