HOT-ID	Notes	S700015277-PTO	S700015653-PTO	S700016162-PTO	S700016327-PTO	S700016368-PTO	S700016584-PTO	S700016640-PTO	S700016941-PTO	S700021868-PTO	S700021906-PTO	S700023005-PTO	S700023261-PTO	S700023315-PTO	S700023412-PTO	S700023469-PTO	S700023570-PTO	S700023684-PTO	S700023780-PTO	S700023837-PTO	S700023894-PTO	S700023960-PTO	S700024017-PTO	S700024058-PTO	S700024121-PTO	S700024179-PTO	S700024225-PTO	S700024284-PTO	S700024332-PTO	S700024371-PTO	S700024427-PTO	S700024484-PTO	S700024533-PTO	S700024580-PTO	S700024629-PTO	S700024665-PTO	S700024725-PTO	S700024782-PTO	S700024819-PTO	S700024896-PTO	S700024940-PTO	S700024990-PTO	S700033011-PTO	S700033173-PTO	S700033468-PTO	S700033769-PTO	S700037066-PTO	S700037214-PTO	S700037462-PTO	S700037574-PTO	S700037726-PTO	S700038045-PTO	S700038241-PTO	S700038378-PTO	S700038464-PTO	S700038512-PTO	S700038560-PTO	S700038608-PTO	S700038716-PTO	S700038992-PTO	S700095392-PTO	S700095449-PTO	S700096305-PTO	S700097273-PTO	S700097333-PTO	S700097670-PTO	S700098309-PTO	S700098401-PTO	S700098974-PTO	S700099041-PTO	S700099101-PTO	S700099629-PTO	S700099785-PTO	S700100269-PTO	S700101677-PTO	S700102281-PTO	S700102627-PTO	S700102944-PTO	S700103255-PTO	S700103319-PTO	S700103460-PTO	S700103529-PTO	S700103599-PTO	S700103635-PTO	S700103686-PTO	S700105025-PTO	S700105079-PTO	S700105138-PTO	S700105195-PTO	S700105252-PTO	S700105298-PTO	S700105386-PTO	S700105431-PTO	S700105506-PTO	S700105660-PTO	S700105699-PTO	S700105753-PTO	S700105820-PTO	S700105918-PTO	S700106032-PTO	S700106107-PTO	S700106374-PTO	S700106426-PTO	S700106534-PTO	S700106593-PTO	S700106629-PTO	S700106677-PTO	S700106737-PTO	S700106851-PTO	S700106890-PTO	S700106960-PTO	S700113001-PTO	S700113049-PTO	S700113085-PTO	S700113132-PTO	S700113517-PTO	S700113592-PTO	S700113630-PTO	S700113688-PTO	S700113832-PTO	S700113946-PTO	S700114031-PTO	S700114080-PTO	S700114139-PTO	S700114203-PTO	S700114260-PTO	S700114317-PTO	S700114365-PTO	S700114401-PTO	S700114531-PTO	S700114572-PTO	S700114629-PTO	S700114693-PTO	S700114741-PTO	S700114791-PTO	S700114848-PTO	S700114896-PTO	S700114953-PTO	S700116231-PTO	S700116318-PTO	S700116372-PTO	S700116582-PTO	S700116633-PTO	S700116792-PTO	S700116852-PTO	S700117014-PTO	S700117674-PTO	S700117731-PTO	S700117842-PTO	S700117968-PTO	S700118452-PTO
HMT-345		0.0	0.01842865040850175	0.0	0.0	0.0	0.0320051208193311	0.0	0.0	0.05007283321194465	0.014823599169878446	0.0	0.2792429413589823	1.759014951627089	0.01724435247456458	0.0	0.13094718463553034	0.0	0.07991475759190196	0.06261740763932375	0.0	0.12886597938144329	0.02805836139169473	0.0	0.11884718233138554	0.0	0.0	0.024548913710568308	0.0	0.0	0.9029345372460496	0.05174309553069012	0.0	0.0	5.3355917848824905	0.0	0.0	0.0	0.0	0.04339649934905251	0.0	0.09372071227741331	0.0	0.0185563184264242	0.5828172971847843	0.009989012086704625	0.0	0.0	0.0	0.04856254856254856	0.0	0.07549068948163058	0.18085908063300685	0.0	0.0	2.257087806220754	0.0	3.7049288785974195	0.019712201852946976	0.025163563160543533	0.0	0.044385264092321346	0.0	0.0	0.0	0.045651677699155443	0.0	0.0	0.0	0.04801920768307323	0.43234994913530006	0.0	0.0	0.10211027910142954	0.05282620179609086	0.010779056293621494	0.0	0.0	0.0	0.0	0.20955992415926553	0.013462574044157244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0610465116279069	6.4224872231686545	0.0	0.0	0.0	0.01273723092599669	0.0	0.0	0.0	0.0	0.020712510356255178	0.051759834368530024	0.0	0.0	0.0	0.0	0.0	4.189880180111424	0.0	0.019945482348248122	0.0	0.0	0.25480848265658396	0.0	0.0	0.0	0.0	0.057650178715554015	0.0	0.02535175560907593	0.0	0.015003750937734435	0.0	0.0	0.0	0.0	0.0	0.0	0.21386337904138886	0.0	0.0	0.016066838046272493	0.0	0.01631720649424818	0.4792715073088905	0.22068095838587645	0.09832841691248771	0.41241588886477104	0.0	0.0	0.022916507524253303	0.0	0.2272404487998864	0.0	0.0	0.015592110392141574	0.0	0.0	0.009820288716488264	0.0	0.0	0.0
HMT-874		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004552075746540422	0.0	0.0	0.04654049022649705	0.0	0.0	0.0	0.021824530772588387	0.07827175954915466	0.013319126265316995	0.0	0.0	0.0	0.0	0.0	0.14855897791423192	0.06234413965087281	0.0	0.2700380508162514	0.0	0.0	0.0	0.1681650604747429	0.0	0.0	0.0	0.0	0.02933411557641537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07805588801581932	0.009989012086704625	0.0	0.0	0.0	0.2136752136752137	0.0	0.07549068948163058	0.03014318010550114	0.0	0.0	0.027525461051472612	0.0	0.0	0.22340495433339902	0.0	0.0	0.0	0.0	0.01356483993488877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045878574705612477	0.0	0.0	0.0	0.09979044007584073	0.0	0.0	0.0	0.006882312456985547	0.049441313161277575	0.0	0.1261564339781329	0.0	0.0	0.0	0.007379529186037931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06901311249137336	0.0	0.0	0.15057721264848584	0.0	0.0	0.19079600091582077	0.0	0.0	0.010634903754121025	0.015010507355148604	0.20549071181982578	0.014072614691809739	0.0	0.0	0.0	0.17295053614666206	0.0	0.0	0.0	0.03000750187546887	0.0	0.02606882168925964	0.010065425264217413	0.0	0.0	0.0	0.0	0.014011489421325483	0.0	0.0	0.0	0.06526882597699273	0.46329579039859414	0.48865069356872637	0.0	0.021706099413935316	0.0	0.016335865392469163	0.0	0.0	0.0142025280499929	0.0	0.0	0.0	0.0	0.0	0.029460866149464793	0.0	0.0	0.0
HMT-875		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8193736343772761	0.0	0.0	0.46540490226497044	0.05596865755177101	0.0	0.0	0.4874145205878074	0.6731371321227302	0.0	0.0	0.013412017167381971	0.0	0.05611672278338946	0.0	0.386253342577003	0.0	0.0	0.036823370565852456	0.0	0.0	0.6144971156257838	1.3453204837979431	0.0	0.0	0.0	0.13625406141913846	0.14667057788207685	0.0	0.0	0.11572399826414004	0.049277266754270695	0.018744142455482664	0.0	0.0	0.6296508299942758	0.16981320547397863	0.0	0.17177914110429449	0.0	0.2136752136752137	0.11001100110011	0.16985405133366885	0.09042954031650342	0.0	0.0	4.679328378750344	0.0	1.2901091630830301	0.0	0.0	0.0	0.044385264092321346	0.0	1.0851871947911014	0.15415106804668577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045878574705612477	0.0	0.0	0.0	0.45903602434886737	0.053850296176628974	0.0	0.0	0.006882312456985547	0.0	0.0	0.021026072329688814	0.0	0.33430232558139533	0.0	0.0	0.0	0.0	0.02547446185199338	0.0	0.5130597014925373	0.0	0.0	0.1864125932062966	0.0	0.31194295900178254	0.0	0.5019240421616195	0.0	0.0	0.7021292833702205	0.0	0.11302439997340602	0.0	0.0	0.08219628472793031	0.8584294962003941	0.0	0.0	0.0	0.08071025020177562	0.0	0.0	0.0	0.09002250562640661	0.0	0.008689607229753213	0.0	0.0	0.0	0.0	0.10064159013712416	0.014011489421325483	0.0	0.06426735218508997	0.0	0.08158603247124091	0.0639028676411854	0.0	0.0	0.2604731929672238	3.701149425287356	0.0	0.42013597127797725	0.0	0.17043033659991477	0.0	0.0	0.22608560068605282	0.0	0.0	0.0	0.0	0.0	0.0
HMT-866		0.17914725904693657	0.6511456477670619	2.106135986733002	0.0	0.18497965223825383	0.3040486477836455	0.057670126874279116	0.27814729713387354	0.7510924981791697	3.424251408241921	0.8340847610459874	0.6981073533974558	1.063404493483649	6.449387825487153	0.3889734483341789	0.7638585770405936	2.144646211646838	1.3052743740010655	1.0644959298685035	9.240879828326179	0.6872852233676976	0.32267115600448937	2.82212086659065	0.3268297514113102	1.0754364089775559	0.0	1.2274456855284155	0.2033492822966507	1.262778111846061	0.15048908954100826	0.05174309553069012	0.8344370860927153	0.6083565043760614	0.7728138894770273	3.5740488418404777	0.6746846582575535	0.2331778814123917	3.5777721390510027	1.3742224793866629	1.1662286465177398	5.960637300843486	0.8815701929474385	0.11133791055854521	0.12488942082531089	1.2586155229247826	3.51173391862232	0.7852760736196319	0.3830288744843843	0.12626262626262627	0.605060506050605	0.32083543029693	1.2509419743782972	2.088859416445623	1.0375855685193955	0.495458298926507	1.1829468259545561	0.8600727753886867	0.4993757802746567	1.3336688475088072	0.13827433628318583	0.06657789613848203	4.126547455295736	0.4340748779164406	0.8368200836820083	0.7304268431864871	0.3330161750713606	2.4245841556244714	2.3901310717039324	1.440576230492197	0.0	1.0712931361395526	0.11402508551881414	0.5105513955071478	0.39619651347068147	0.010779056293621494	0.7034714788193914	0.7679311933650744	0.18930430667297682	16.635316247354808	0.0	0.45772751750134627	3.085431523795663	0.8463708643241857	0.0	3.164244042321765	1.2220954863940032	1.3666947014297728	1.4770366951303948	0.07267441860465117	0.1192504258943782	0.0	0.0	2.2356281050390345	0.0	1.697226852553417	0.0	3.1695721077654517	0.5724410522011721	1.9055509527754766	1.828847481021394	0.0	4.823002009584171	0.1171156098377112	0.0	0.0	0.1297412806227581	2.232796486090776	0.5983644704474437	0.0	1.0357250075052538	0.6082525069866843	1.407261469180974	0.0	0.8657413769410472	2.0523065746458413	0.13836042891732964	0.33354510800508264	1.5464570921536316	0.06607201850016517	1.9054763690922731	4.181679222622557	1.5728189085853317	1.5702063412179164	0.0	0.3273768926476606	0.29455081001472755	0.01258019876714052	0.23819532016253323	0.4100227790432802	1.397814910025707	1.2022327179046803	0.11422044545973728	0.11981787682722263	0.22068095838587645	0.8357915437561456	0.04341219882787063	0.20689655172413793	0.20419831740586453	2.6888702161790543	0.42425071848912	1.1788098281494106	0.9218520846427822	1.2535885167464116	4.669837062446401	10.501567398119123	5.538674033149171	6.844741235392321	2.580645161290322	4.452296819787986	0.061981870302936386
HMT-893		0.0	0.06142883469500584	0.0	0.17642907551164433	0.0	0.0	0.057670126874279116	0.0	0.0	0.0	0.0	0.0	0.007995522507395858	0.03448870494912916	0.0	0.0	0.0	0.0	0.03130870381966187	0.0	0.0429553264604811	0.014029180695847365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013245033112582781	0.15862056095694851	0.0	0.020962163295252068	0.014667057788207686	0.0	0.0	0.014465499783017505	0.0	0.0	0.0665335994677312	0.0	0.02601862933860644	0.0	0.0	0.0	0.029463759575721865	0.0	0.0	0.0	0.0	0.0	0.004305334309209111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07202881152460984	0.0	0.0	0.028506271379703536	0.0	0.0	0.01616858444043224	0.0	0.061434495469205964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03258921297050676	0.0	0.04615739672282484	0.014534883720930232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016730801405387314	10.82075818917924	0.0	0.0	0.012201073694485115	0.013296988232165415	0.0	0.0	0.0	0.014072614691809739	0.03371544167228591	0.01374192661811186	0.018162005085361428	0.0	0.0	0.0	0.0	0.015003750937734435	0.0	0.0	0.0	0.0	0.0	0.0	0.01258019876714052	0.014011489421325483	0.0	0.0	0.021468441391155006	0.00815860324712409	0.0	0.015762925598991173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009569377990430622	0.007796055196070787	0.0	0.0	0.0	0.0	0.0	0.007747733787867048
HMT-169		0.07165890361877462	0.09828613551200933	0.11608623548922058	0.45871559633027525	0.03699593044765077	0.0	0.10092272202998846	0.0	0.0	0.0	0.0	0.015513496742165683	0.03997761253697929	0.0	0.0	0.0	0.0	0.02663825253063399	0.03130870381966187	0.0	0.0	0.02805836139169473	0.028506271379703536	0.0	0.015586034912718202	0.0	0.0	0.0	0.0	0.0	0.006467886941336265	0.013245033112582781	0.011196745479314013	0.010586491636671608	0.010481081647626034	0.0	0.0	0.025374270489723422	0.0	0.0	0.0	0.0665335994677312	0.0	0.0	0.01997802417340925	0.0	0.024539877300613498	0.0	0.0	0.0	0.03145445395067941	0.0	0.03315649867374005	0.008610668618418221	0.0	0.0	0.0	0.0	0.025163563160543533	0.02765486725663717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024009603841536616	0.0	0.009480470231323474	0.0	0.0	0.0	0.09701150664259345	0.0	0.12286899093841193	0.0	0.023512814483893724	0.0	0.013462574044157244	0.0	0.0	0.0	0.01977652526451103	0.0	0.0	0.03461804754211862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8770702981229297	0.0	0.0	0.0	0.006648494116082707	0.0	0.015010507355148604	0.0	0.0	0.06743088334457183	0.01374192661811186	0.036324010170722856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014011489421325483	0.0	0.0	0.08587376556462002	0.0	0.0	0.0	0.012291052114060964	0.0	0.022988505747126436	0.032671730784938326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01767565178965974	0.0	0.015495467575734096
HMT-897		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.755892255892256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008689607229753213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-181		0.16123253314224292	0.39314454204803734	2.89110005527916	0.0	0.01233197681588359	0.24003840614498329	0.10092272202998846	0.04837344297980409	0.3914785142024763	0.5632967684553809	0.20288548241659152	0.23270245113248522	0.1359238826257296	0.5863079841351957	0.7441231185523423	0.32009311799796303	0.031308703819661866	0.5460841768779968	0.1252348152786475	0.5230686695278969	0.4152348224513173	0.26655443322109995	0.5416191562143672	0.009903931860948796	0.12468827930174561	0.04817535830422739	0.31913587823738804	0.2033492822966507	0.18039687312086586	0.17557060446450964	0.12288985188538903	0.26490066225165565	0.09330621232761677	0.07410544145670124	0.25154595954302483	0.3080082135523614	0.13324450366422386	0.07612281146917026	0.27484449587733256	0.2956636005256242	0.16869728209934395	0.18296739853626082	0.0185563184264242	0.15611177603163864	0.029967036260113877	0.9961168326861388	0.539877300613497	0.05892751915144373	0.0	0.18335166850018336	0.16985405133366885	0.3617181612660137	0.5470822281167109	0.7620441727300125	0.3853564547206166	0.2928086202857812	0.21501819384717166	0.2694000919902753	0.5535983895319577	0.4424778761061947	0.22192632046160676	0.36680421824850984	0.23060227889310905	0.22021581149526537	0.22825838849577723	0.02378686964795433	0.3665069072455596	0.21588280647648422	0.40816326530612246	0.24160732451678535	0.15168752370117558	0.11402508551881414	0.6296800544588155	0.0	0.22636018216605136	0.25997858999847073	0.3071724773460298	0.17352894778356207	0.764166470726546	0.0	0.12116316639741519	0.0	0.49585363768487645	0.0	0.09888262632255515	0.4562489815870946	0.21026072329688814	0.33464112624048004	0.05813953488372093	0.025553662691652473	0.0	0.15002885170225042	0.35486160397444994	0.0	0.3182300348537657	0.0	0.6163056876210601	0.10903639089546137	0.1864125932062966	0.1984126984126984	0.12254901960784313	0.20095841706600712	0.016730801405387314	0.0	0.0	0.1984278409524536	0.5734504636408004	0.16621235290206768	0.0	0.24016811768237767	0.06575702778234424	0.15479876160990713	0.35401213755900207	0.3435481654527965	0.23610606610969856	0.16142050040355124	0.20648030495552736	0.10140702243630371	1.4205483977535514	0.10502625656414104	0.27295556283437056	0.10427528675703857	0.28183190739808756	0.03885758694385079	0.09548492702223435	0.08415737428992215	0.05032079506856208	0.0	0.2733485193621868	0.4498714652956298	0.4293688278231001	0.05711022272986864	0.07189072609633358	0.031525851197982346	0.2458210422812193	0.021706099413935316	0.3218390804597701	0.098015192354815	0.2673592544496219	0.4516217325851923	0.31245561709984376	0.5866331447726797	1.8660287081339715	0.2962500974506899	0.17415534656913967	0.8149171270718233	0.32406952764411273	1.4582412726469287	0.24734982332155478	0.7747733787867048
HMT-671	Reads equidistant to HMT-671 and HMT-701 were assigned to each taxon in proportion to the abundance of HMT-671 and HMT-701 individually at this body site (PTO).	0.07306549547017713	0.012607309855827697	0.0	0.0	0.0	0.0	0.01894555692879392	0.0	0.014013637823858734	0.0003879630257203605	0.0	0.01591951575729282	0.0326098661321283	0.035391342842389914	0.01691188905800778	0.0	0.0	0.06764139527364527	0.06671446238495547	0.05575418339981991	0.0	0.0	1.6908228001305914	0.0	0.04757393970433589	0.0	0.003212469094770531	0.0	0.0	0.025081514923501375	0.00016927744463550556	0.0	0.029457069011985863	0.0	0.013166914519700083	0.0	0.06749407014374069	0.026702460579299443	0.015222681490383206	0.06785249554164714	0.02168757102700231	0.10154171561644015	0.0	0.02081490347088515	0.00026143228164114994	0.7624013492198307	0.024539877300613498	0.0007711250947288014	0.0002541956654535307	0.608419580124783	0.012581781580271767	0.0007889068791287272	0.15224144396561123	0.00011267914803933147	0.0	0.31776598651411897	0.05005246420302838	0.05290980991806421	0.1291107178806109	0.0	0.0	0.0	0.0	0.022021581149526535	0.022825838849577722	0.0	0.0	0.04706775592028051	0.0	0.0	0.02844141069397042	0.0	0.0031178335603415357	0.0	0.046234153208899655	0.03058571647040832	0.061434495469205964	0.0004128724675042675	0.01729480064509428	0.0	0.0	0.0	0.00854920064973925	0.0	0.0	0.004264622081651542	0.0011005881293143615	0.04857345817817636	0.014534883720930232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020712510356255178	0.009981296707130547	0.0	0.10820837842015767	0.585578049188556	0.0	0.0	0.0	0.0	0.020119486641281135	0.0	0.015010507355148604	0.0	0.04332276888749347	0.017298920865055557	0.0	0.00047533573765157146	0.0	0.2641062207300237	0.0	0.0	0.01657446275859538	0.011489725640683382	0.00022742427628689185	0.14565773269121007	0.0	0.013640703860319191	0.0005506413994339474	0.00032924878242666396	0.0003667085009821426	0.0	0.0004205010558337969	0.02427780009822838	0.00815860324712409	0.0	0.015762925598991173	0.0009650437210580945	0.36900369003690037	0.0012033096880503687	0.016977178446012302	0.0005997705075646364	0.0	0.0007434167224853152	0.0	0.0	0.0	0.0	0.13992900453833532	0.011876420364536622	0.036970427750823404	0.05531554644126285	0.08684726029070088
HMT-701	Reads equidistant to HMT-172 and HMT-701 were assigned to each taxon in proportion to the abundance of HMT-172 and HMT-701 individually at this body site (PTO).	0.45380742416784886	2.363622846550123	6.547309394033831	0.1571991244565033	1.1707382206151333	0.20331290105772615	1.429443691127256	0.4232676260732858	3.5214070000542357	2.4226816818774464	1.0912995124931155	1.5888845864118322	1.7658642868196677	4.212420398225551	4.852615631822782	4.12258415079115	0.7955556159735317	3.2093381738742925	1.9967154271262988	3.1532823666834817	2.6552931332448715	0.7571659422181304	3.090329885528215	0.6603526943488721	3.834131669257214	0.03613151872817054	4.606770933463957	1.1293067748109402	1.5384897786744904	2.22855559552417	3.0105111344139046	1.5433790190130665	1.0622701794965466	1.348138986702051	4.349595472597638	1.4485431133911097	1.5527652735197648	1.9788502737037497	1.717096934567339	4.028656054965067	3.472529126013862	2.1023156412830084	0.12108212906822265	0.8403804147202727	1.7182045156918595	7.478964340355946	2.4668740106867864	0.49481204368515386	0.25387654862616404	2.767093139749549	0.9483848456094006	5.57103351011788	10.655566429099222	7.272462029096212	1.3956791408504625	2.609047609780606	2.8190625317960314	4.6615298596815835	1.4351897711044155	1.8170636943334433	1.9202200607076458	5.283362637440798	1.7322981984142338	1.1451222197753799	0.6054580218097813	0.2530967054419227	0.505643143774489	0.7537828579529827	4.903484732835146	1.1407047709447775	1.9500418787234686	0.19954389965792474	0.8104541019237186	0.3091659584547624	0.15521362241984363	0.4650565281265424	1.2629417773396379	0.7162279131454979	5.286101368586996	0.0	2.673225045773415	1.831481778207984	1.0669871499448011	0.0	6.992040948891594	5.13566500182924	2.760708139726263	1.4650627735919655	0.07863439497375883	0.2439538798703444	0.0	0.046162723600692436	2.2653621637403414	0.0	3.713002276591625	0.0	5.151881454595167	1.6496609793052637	1.8767807344259888	1.5309417768259768	0.1893939393939394	1.0719617975556615	0.9791720919438933	0.01840264998159735	0.0	1.0926146793273674	3.815571820716251	1.6943298493028864	0.0	0.7133761023039105	1.1046132594808358	3.278817001774685	2.701520549693894	0.8306399948580708	2.386841635308876	2.3253293156739954	4.44516798982898	0.9623596969240117	0.827800950797686	5.764926171561966	1.8797860437246787	0.7613313652334317	4.96821303426243	0.1828258475654674	0.34729611574365904	0.5734104567187411	0.471744168445986	0.2913538007940888	1.0392583494256817	1.4512443944584859	3.4231623505972446	1.0931336720294864	2.2432023896583173	0.7380216385307253	2.526389672078261	0.13273430782053203	2.490981664431366	0.7497493152186308	4.964121093618411	1.2990359448519953	1.0915155048936127	1.1176452688848886	2.7503353720018624	3.93360569434084	2.2780320172815394	3.3278814251547537	2.7421636015577557	7.800203900931028	1.145581774429909	1.5409552014893104
