HOT-ID	Notes	S700013596-STO	S700014956-STO	S700015250-STO	S700015407-STO	S700015981-STO	S700016012-STO	S700016021-STO	S700016029-STO	S700016142-STO	S700016564-STO	S700016610-STO	S700016921-STO	S700021876-STO	S700021934-STO	S700023023-STO	S700023096-STO	S700023267-STO	S700023313-STO	S700023477-STO	S700023539-STO	S700023578-STO	S700023654-STO	S700023788-STO	S700023845-STO	S700023902-STO	S700023936-STO	S700023987-STO	S700024044-STO	S700024107-STO	S700024173-STO	S700024233-STO	S700024254-STO	S700024318-STO	S700024379-STO	S700024437-STO	S700024470-STO	S700024509-STO	S700024566-STO	S700024615-STO	S700024673-STO	S700024711-STO	S700024752-STO	S700024866-STO	S700024930-STO	S700024998-STO	S700033153-STO	S700033438-STO	S700033749-STO	S700037026-STO	S700037200-STO	S700037484-STO	S700037560-STO	S700037738-STO	S700038053-STO	S700038263-STO	S700038386-STO	S700038472-STO	S700038520-STO	S700038740-STO	S700038761-STO	S700038978-STO	S700095372-STO	S700095429-STO	S700097253-STO	S700097313-STO	S700097650-STO	S700098381-STO	S700098954-STO	S700099021-STO	S700099081-STO	S700099609-STO	S700099765-STO	S700100249-STO	S700101657-STO	S700102261-STO	S700102607-STO	S700102924-STO	S700103327-STO	S700103328-STO	S700103478-STO	S700103499-STO	S700103575-STO	S700103653-STO	S700103710-STO	S700105001-STO	S700105087-STO	S700105124-STO	S700105181-STO	S700105238-STO	S700105306-STO	S700105334-STO	S700105372-STO	S700105459-STO	S700105496-STO	S700105612-STO	S700105632-STO	S700105723-STO	S700105771-STO	S700105822-STO	S700105856-STO	S700105904-STO	S700106056-STO	S700106093-STO	S700106170-STO	S700106259-STO	S700106326-STO	S700106350-STO	S700106465-STO	S700106542-STO	S700106579-STO	S700106647-STO	S700106695-STO	S700106723-STO	S700106784-STO	S700106837-STO	S700106914-STO	S700106930-STO	S700106978-STO	S700113035-STO	S700113093-STO	S700113144-STO	S700113541-STO	S700113562-STO	S700113616-STO	S700113664-STO	S700113840-STO	S700113954-STO	S700114017-STO	S700114125-STO	S700114179-STO	S700114246-STO	S700114419-STO	S700114480-STO	S700114517-STO	S700114596-STO	S700114653-STO	S700114701-STO	S700114749-STO	S700114767-STO	S700114872-STO	S700114939-STO	S700114977-STO	S700116201-STO	S700116326-STO	S700116390-STO	S700116600-STO	S700116810-STO	S700116828-STO	S700117000-STO	S700117682-STO	S700117755-STO	S700117860-STO	S700117992-STO
HMT-654		0.21696252465483234	0.03408316291751875	0.0664451827242525	0.14749262536873156	1.7399045075665613	0.0	1.835245046923879	0.08389261744966443	0.04320774282751469	0.03323915572544457	0.126883425852498	0.7314524555903866	1.8393197987159464	0.0	1.341363263071448	0.0	0.036101083032490974	0.09378349410503752	0.04037141703673799	0.0	0.0	0.1637256685464799	0.0	1.5098560044736473	0.0	0.0524824183898394	1.142263759086189	0.0	0.655371958446629	0.01653165812530997	0.03656307129798903	2.0385166973980744	0.010654165778819518	0.04018754186202277	0.15037593984962408	0.0	1.0213776722090262	1.1323268206039077	1.4381457693381738	0.6439742410303588	0.0	3.7345728482128546	6.840447865640307	0.0	0.08572653236176596	0.0	0.20485584218512898	5.7175098739890915	0.4272543287609625	0.0	0.9483667017913594	0.400362592536637	1.2497306614953674	0.09925848076137093	3.1869987336428873	0.019327406262079627	0.3505747126436782	0.0	0.0	0.0	0.0	0.5145797598627788	0.0	0.022820629849383843	0.0	1.0449927431059507	2.2486104092976253	0.0	0.23538642604943116	1.283105773975983	0.0	0.0	0.0	2.30311200988653	0.08738712496358869	0.4049260424335721	0.7141612959414736	0.0	0.06323777403035413	0.0	0.0	0.0	0.02038528182652125	5.053908355795148	0.0	0.0	0.3376577216989515	1.3940637827597095	0.21683154899037807	0.5447117566954154	0.0	0.009436633009342266	0.05124263387138099	0.4644053847510435	0.2787008253832136	0.10423181154888472	7.03681351840676	0.20100502512562815	0.025169896803423106	2.7232425585813806	0.1306701512040321	3.1260504201680672	0.005541087161301047	0.4852861246991226	0.19068200597470286	0.0	0.0	7.514635444385312	0.09977550511349464	0.06818181818181819	1.6995708154506437	0.0	0.0	1.152482269503546	0.0	0.020833333333333336	0.06136224176723256	0.3376304481276857	0.0313996389041526	0.9705372616984401	0.0	0.0	3.749551489056333	0.44969083754918493	0.0	0.3219459846181363	0.8568781843446039	0.012492192379762648	0.01135976371691469	0.011456065986940085	1.2908777969018932	0.028727377190462512	0.0	0.3345413994981879	0.48809223260119494	0.0	0.0	0.08138020833333334	0.013679890560875513	0.29373552505225103	0.04092211158095758	0.0	0.4824508503196237	0.0	1.1536214953271027	0.0	0.09864851533984413	0.0	2.5753310395162132	0.08713837574067619	0.0	0.0	0.0
HMT-302		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.356222513694931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-880		0.1183431952662722	0.0	0.0	0.0	0.0	0.0	0.26416405978449775	0.0	0.12098167991704113	0.0	0.0	0.0	0.0	0.0	0.7664932931836846	0.11691744611630743	0.3249097472924188	0.0	0.18167137666532096	0.37372147915027537	0.02680246582685607	0.0	0.27956989247311825	0.6430868167202572	0.0	0.32539099401700433	0.0	0.0	0.04183225266680611	0.0	0.5240706886045094	0.1024380249948781	0.0	0.4152712659075687	0.0	0.0	0.40380047505938244	2.453374777975133	1.2007819044959507	0.14949402023919045	0.0	0.4167334508735374	0.0	26.394125818614807	0.08572653236176596	0.007312079555425563	0.05311077389984826	0.47018995674252395	3.3280863503485496	1.1686143572621035	4.726780069245823	0.007554011179936546	1.5082956259426847	0.0	1.8151118615449557	0.0	0.0	0.03428179636612959	0.012551776076314799	0.0	0.0	0.05717552887364208	0.0	0.0	0.17264530980241705	0.0	0.7579585649317837	0.06710283509478275	0.0	1.0528047376213192	0.0	0.0	6.935795576551428	0.0	0.0	0.0	3.779829298031702	0.0	0.0	0.04225649693640397	1.6659262549977787	0.0	0.11211905004586689	1.1744320369657297	0.0	0.0	0.21325750844144306	0.0	0.46076704160455345	2.224239673172946	0.2171168896743247	0.0	0.0	0.0	0.021438525029477972	0.0	0.0	0.0639561443581544	3.1714069972313115	2.026599113362888	0.056001493373156616	0.0	0.0	0.0	0.0	0.0	1.7596254742109934	0.0	4.7143926166126215	0.8181818181818182	0.5836909871244635	0.0	3.384404299108164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10906824555936429	0.1535372623125074	0.0	0.0	0.6370779358674878	0.053657664103022716	0.0	0.0	2.7831421106440986	1.1570626646809485	0.012294074256208508	0.043091065785693765	0.0	0.08363534987454697	0.0	0.17571261226083562	1.21765601217656	0.0	0.0	0.9715867367112919	0.054562815441276766	0.0	0.2894705101917742	0.0	0.21904205607476634	0.0	0.0	0.0	0.0	0.03485535029627048	0.1838235294117647	4.352784641703098	1.805213103205354
HMT-638		0.39447731755424065	1.7893660531697342	3.5215946843853816	2.566371681415929	1.2462571821639556	0.0	1.8769551616266946	0.07690156599552572	0.2506049083995852	0.5816852251952801	1.0467882632831085	2.7765338110165696	21.58019550002892	0.11627906976744186	9.061045715849986	9.353395689304596	6.353790613718411	6.07583065380493	20.993136859103753	9.667584579071598	1.3267220584293755	0.8186283427323995	17.56989247311828	0.3355235565496994	2.6011911997082775	14.642594730765193	9.683281412253375	0.23723137036003347	5.535801436240675	5.686890395106629	8.031687995124924	6.863347674656832	11.93266567227786	9.216342933690557	1.6165413533834587	0.3734827264239029	6.365795724465559	0.9658081705150976	1.8570231778832726	0.7244710211591536	0.7175745978592358	1.1059464657797724	9.902029391182646	0.8334987100615202	3.5790827261037292	4.35068733547821	2.6934749620637333	1.8995674252397967	0.33730604902181244	1.0225375626043407	1.2343820562998644	7.984589817192929	0.4740357681534152	6.04308985811876	8.526804558885607	1.8554310011596444	14.477011494252872	7.302022625985602	3.6651186142839216	0.9492273730684326	3.639618138424821	0.34305317324185247	0.9051929490233445	0.6161570059333638	3.798196815653175	1.1901306240928884	2.526528549772612	0.3187384667002181	2.8638681836014124	4.326369468662609	7.227853680035258	0.0	0.0	8.931580721267274	0.2621613748907661	2.5399906298105885	1.637345410207281	0.0	5.459527824620573	6.803296006761039	8.418480675255442	0.3428270042194093	1.365813882376924	1.1744320369657297	0.3020187569543793	1.306922605676945	4.318464545939222	7.32554467950742	0.08131183087139178	1.9246482069904673	7.785912648321131	4.142681891101255	1.8575454778375609	19.434483569455058	16.4969450101833	8.505315822388994	1.5570307785153892	8.277752398355414	10.948905109489052	0.09499683343888536	6.962852342729139	4.504201680672269	7.344711032304538	6.165074928177654	3.5975338460560606	3.9586919104991396	0.0	0.0	6.959341481666251	1.0681818181818181	0.17167381974248927	2.055877701634159	0.8232334781614453	6.8971631205673765	2.7862208713272545	1.0625	4.520351810186132	2.4554941682013505	4.176151974252297	12.010398613518197	11.872857588033655	0.18896893823077832	11.78686759956943	9.387296233839235	0.6583138670630707	4.453586120550885	1.3895321908290876	0.11242973141786385	7.576962399182097	0.0	2.753872633390706	4.108014938236139	2.3803083581282123	8.725954836911068	0.0	39.672003123779774	8.571657454137627	2.783203125	1.9288645690834474	5.213805569677456	1.2822261628700042	0.06201825108531939	3.2686045109154502	7.229380449039426	1.1682242990654206	2.97073603310671	18.003354049521555	3.5074300699300696	15.003649254509435	4.827466016033461	28.23142414860681	0.9408857631628967	5.767876012680522
HMT-755		3.806706114398422	4.192229038854806	3.749406739439962	34.33628318584071	22.699684389414905	1.386938202247191	12.978797358359403	4.774888143176733	0.017283097131005877	32.90676416819013	11.562252180808882	52.679504403642326	16.819943316559662	46.86046511627907	0.0	39.98576657177714	0.0	0.2612540192926045	23.45579329834477	12.421321793863099	0.10720986330742428	1.0005457522284882	2.1505376344086025	32.46190409618342	3.4885134313844657	28.497953185682796	4.491173416407062	16.28523583589171	27.14913198075716	38.00628203008762	40.40219378427788	3.5955746773202213	2.1414873215427233	17.186872069658406	6.328320802005012	0.5322128851540616	16.310372129849565	0.0	8.447361072326167	0.011499540018399264	15.288325459945383	8.238499759576854	17.774667599720082	0.0	2.250321474496357	18.63849078677976	15.015174506828528	0.0	0.0	0.0	0.0	22.92642393110742	51.17431588019823	3.0186255619781632	0.0	33.76497873985311	12.78735632183908	0.0	20.333877243629974	14.7682119205298	4.614160700079554	11.949685534591195	9.40924249642687	32.371063441350984	8.286974870516017	13.20754716981132	23.09247094492168	27.294078174802884	16.673205178501373	0.0	0.0	20.42221889504417	32.98260682843032	32.08628244017526	16.80745703466356	25.426678267853557	0.0	0.33557046979865773	8.220910623946038	3.042467779421086	36.56152820968458	8.913502109704641	0.0	14.064304967269928	82.06962327134	1.9603839085154178	37.01794917362716	18.96431954531102	67.02805258165063	12.864275987290059	20.36354455945468	6.520713409455506	31.552651806302844	4.197284110281582	16.003858934505306	8.317698561601	0.0	0.0	7.500629247420086	0.0	17.136456972185925	4.436974789915967	0.0	4.553924994176566	20.790694718108433	0.17211703958691912	56.45330535152151	0.010643959552953698	0.0	2.931818181818182	35.50214592274678	4.744333157617291	9.558655385319001	10.709219858156029	18.372171563660924	21.541666666666668	0.7568009817958683	26.258440761203193	10.8642750608368	0.0	15.129323776877532	82.57942600685013	7.893792608539648	36.20011242270939	49.670843066468464	24.700411375424792	0.0	33.40412242348532	0.0	58.82689884293734	20.371281042537497	2.484918126975007	19.529348120097374	27.9202676331196	7.750568038374148	2.987114408434205	20.251542097252262	6.038411458333334	17.04514363885089	28.667457493080267	1.4731960169144729	23.380880659165413	36.06320106139187	0.0	37.981892523364486	22.347029263966895	25.036993193252442	9.047202797202797	14.002710874778437	21.383757406761937	20.501160990712076	0.028511689792815053	9.660091581542797
HMT-118		6.587771203155819	3.4423994546693932	0.0	0.0	0.16185158209921502	0.0	0.027806743135210286	0.0	0.12098167991704113	0.0	4.131641554321966	0.0	0.0	0.11627906976744186	3.941965507801807	0.0	1.083032490974729	0.0	0.0	0.0	9.622085231841329	0.0	2.5806451612903225	0.0	0.0	3.71575522200063	0.0	0.0	0.0	1.2068110431476275	2.047531992687386	0.0	3.3134455572128707	0.0	0.0	27.77777777777778	0.0	0.2220248667850799	0.0	0.0	0.0	0.0	0.8397480755773268	0.0	0.0	0.06580871599883006	0.0	0.0	0.0	36.79048414023372	4.726780069245823	0.0	0.0	0.0	0.0	0.0	0.0	0.03428179636612959	0.0	0.0	0.0	0.0	0.0	0.0	0.8056781124112795	1.7997097242380262	1.2127337038908539	0.0	0.0	0.0	48.78801234023799	0.0	0.0	0.0	8.185260704922808	0.0	0.9231841142658074	0.11185682326621924	0.0	0.7500528206211705	1.3771657041314973	0.0	0.0	0.0	0.12716579240184392	0.0	0.0	7.358699084306915	0.0	0.0	2.645796516031305	0.6888742096819855	1.6653856008198822	0.0	0.0	0.27100271002710025	0.0	0.0	0.0	0.015832805573147563	0.0	0.0	0.0	1.1802158552682662	0.0	0.0	1.4448300912099443	0.6865353911655135	0.0	4.613636363636363	0.10300429184549358	0.0	0.0	0.0	0.0	1.4791666666666667	0.0	0.2608962553713935	0.0	0.0	0.0	1.3582142435337192	0.0	0.0	0.0	0.0	0.0	0.0	0.2839940929228672	0.274945583686562	0.0	0.0	0.0	0.0	0.0	0.27333073018352205	0.4966754786509653	0.0	0.0	0.0	0.0	0.0	0.0	0.8872772162641771	1.4164719626168225	0.0	0.49324257669922067	0.0	0.0	0.0	0.0	0.0	0.0
HMT-662		0.0	0.0	1.5662078785002371	2.9793510324483776	0.0	10.112359550561797	0.0	0.006991051454138702	0.0	0.0	0.0	1.5375429168532617	4.0950893631789	0.0	0.0	2.1807645384302563	0.0	0.00669882100750268	0.8477997577714977	0.49173878835562546	3.9131600107209863	0.3274513370929598	0.0	0.37746400111841183	0.5834447550747538	0.0	0.0	0.8372871895060006	0.0	0.0	0.0	0.25609506248719527	0.0	0.7367716008037508	6.842105263157896	0.0	0.18210609659540775	0.0	0.6702038536721586	1.0579576816927323	0.643823875301481	1.6188491745472031	0.0	0.3572137328835086	0.0	0.0	3.0349013657056148	0.3291329697197668	0.0	0.0	0.0	0.0	0.0	0.0	0.5698607007176023	0.0	0.7873563218390803	0.0	4.217396761641772	1.5673289183222958	0.05966587112171838	4.088050314465408	19.223439733206288	0.1026928343222273	0.0	4.296081277213353	0.0	0.0	0.0	0.0	0.0	4.17727204671358	7.5799871161692085	3.0446017301426807	0.0	0.0	0.0	0.0	0.0	0.8345658144939785	0.0	0.0	12.88349811436143	1.5017327685791297	0.0	3.389830508474576	0.0	0.0	0.0	1.3799364502950522	0.0	0.0	0.0	1.8458644406560463	0.0	0.4169272461955389	2.076041038020519	0.3563270899954317	0.17618927762396175	0.0	3.434758260220273	0.0	0.005541087161301047	0.34164143178818235	0.044492468060764	0.17211703958691912	0.0	0.0	0.02494387627837366	0.0	0.0	4.49833069759269	7.454836496684199	0.0	1.4184397163120568	0.0	0.0	0.0	2.92801632781223	0.0	0.8569647865378622	0.0	0.5202726946537496	0.44969083754918493	9.173922276491824	0.42926131282418173	3.2190829087540527	0.0	0.0	0.0	0.6147037128104254	0.0	0.1352447930754666	0.3345413994981879	3.770091727678196	0.0	0.0	0.0	0.0	2.231260238377676	1.568680943936707	0.0	1.4714750934748522	0.0	0.0	0.0	0.0	0.3933566433566434	0.31279324366593686	0.1917044266294876	0.15479876160990713	3.877589811822847	0.10567101091933778
HMT-860		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017571604287471447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4320654270503819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-Unknown		0.0	0.008520790729379687	2.1926910299003324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020185708518368994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12358229185353506	0.6251001763103061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019327406262079627	0.15517241379310345	0.0	0.0	0.0	0.3977724741447892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23681962885317184	0.30509120955952457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05494936808226705	0.0	0.0	0.0	0.0	0.0	0.0	0.965837953854409	0.0	0.0	0.0	0.0	0.0	10.98822177535191	0.0	0.0	0.0	0.0	0.0	0.11393229166666667	0.0	0.0	0.0	0.0	0.024122542515981185	0.0	0.0	0.07389890629618681	0.0	0.054632867132867136	0.0	0.3834088532589752	0.0	0.0	0.0
HMT-411	Neither HMT-411 nor HMT-721 were present singularly so these reads were split evenly at this site (STO).	0.0	0.012781186094069532	0.004746084480303749	0.0	0.0040462895524803755	0.0	0.0	0.05243288590604027	0.004320774282751469	0.0	0.007930214115781126	0.0	0.0	0.0	0.013687380235422939	0.0025416836112240747	0.0	0.01339764201500536	0.0	0.0	0.006700616456714018	0.0	0.0	0.02796029637914162	0.024310198128114746	0.1049648367796788	0.0	0.0	0.0	0.0	0.0060938452163315044	0.0	0.0	0.0	0.006265664160401002	0.0	0.007917656373713382	0.0	0.0	0.0	0.0009966313859156052	0.008014104824491105	0.026242127361791462	0.0	0.010715816545220745	0.0	0.0037936267071320183	0.0	0.0	0.0	0.0	0.0	0.010773540185304891	0.0029193670812167924	0.0	0.0	0.0	0.0	0.006275888038157399	0.0	0.0	0.01429388221841052	0.0	0.0	0.0	0.0	0.0	0.008387854386847844	0.0	0.008225037012666556	0.022036139268400177	0.0	0.0	0.005617346365576902	0.0	0.0	0.0	0.8109619686800894	0.0	0.0	0.011106175033318524	0.013185654008438817	0.0	0.004813246053138236	0.0	0.010210332856851132	0.0	0.012630249447426588	0.006775985905949315	0.013617793917385383	0.0	0.0	0.006405329233922624	0.0029392745870319204	0.016078893772108478	0.0	0.006035003017501509	0.009136592051164915	0.025169896803423106	0.0	0.0	0.0	0.08865739458081676	0.0058234334963894714	0.003178033432911714	0.0	0.0	0.0026609898882384245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020833333333333336	0.010227040294538761	0.0	0.0	0.008665511265164644	0.00779058896852602	0.0	0.0	0.0	0.010617965597791464	0.0	0.0	0.006246096189881324	0.0	0.0	0.006147037128104254	0.0	0.013524479307546659	0.0	0.0042076916603551295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051109813084112145	0.014779781259237365	0.0	0.0	0.005213220727765614	0.01742767514813524	0.0	0.004751948298802509	0.0
