HOT-ID	Notes	S700014982-AKE	S700016069-AKE	S700016160-AKE	S700016325-AKE	S700016366-AKE	S700016582-AKE	S700016637-AKE	S700016939-AKE	S700021866-AKE	S700021904-AKE	S700023003-AKE	S700023086-AKE	S700023220-AKE	S700023253-AKE	S700023410-AKE	S700023467-AKE	S700023521-AKE	S700023568-AKE	S700023778-AKE	S700023835-AKE	S700023892-AKE	S700023958-AKE	S700024015-AKE	S700024056-AKE	S700024119-AKE	S700024177-AKE	S700024223-AKE	S700024282-AKE	S700024330-AKE	S700024369-AKE	S700024423-AKE	S700024482-AKE	S700024531-AKE	S700024578-AKE	S700024627-AKE	S700024663-AKE	S700024723-AKE	S700024780-AKE	S700024817-AKE	S700024894-AKE	S700024938-AKE	S700024988-AKE	S700033008-AKE	S700033171-AKE	S700033465-AKE	S700033767-AKE	S700037064-AKE	S700037212-AKE	S700037460-AKE	S700037572-AKE	S700037724-AKE	S700038043-AKE	S700038239-AKE	S700038376-AKE	S700038462-AKE	S700038510-AKE	S700038558-AKE	S700038606-AKE	S700038714-AKE	S700038773-AKE	S700038990-AKE	S700095390-AKE	S700095447-AKE	S700097271-AKE	S700097331-AKE	S700097668-AKE	S700098307-AKE	S700098399-AKE	S700098972-AKE	S700099039-AKE	S700099099-AKE	S700099627-AKE	S700099783-AKE	S700100267-AKE	S700101675-AKE	S700102279-AKE	S700102625-AKE	S700102942-AKE	S700103317-AKE	S700103458-AKE	S700103597-AKE	S700103633-AKE	S700103684-AKE	S700105077-AKE	S700105136-AKE	S700105193-AKE	S700105250-AKE	S700105384-AKE	S700105429-AKE	S700105504-AKE	S700105602-AKE	S700105658-AKE	S700105697-AKE	S700105818-AKE	S700105868-AKE	S700105916-AKE	S700105948-AKE	S700106372-AKE	S700106424-AKE	S700106532-AKE	S700106591-AKE	S700106627-AKE	S700106675-AKE	S700106849-AKE	S700106888-AKE	S700106958-AKE	S700113083-AKE	S700113130-AKE	S700113515-AKE	S700113590-AKE	S700113628-AKE	S700113686-AKE	S700113830-AKE	S700113944-AKE	S700114029-AKE	S700114137-AKE	S700114201-AKE	S700114258-AKE	S700114399-AKE	S700114470-AKE	S700114529-AKE	S700114570-AKE	S700114627-AKE	S700114691-AKE	S700114739-AKE	S700114789-AKE	S700114846-AKE	S700114894-AKE	S700114951-AKE	S700114999-AKE	S700116229-AKE	S700116316-AKE	S700116370-AKE	S700116580-AKE	S700116631-AKE	S700116790-AKE	S700116850-AKE	S700117012-AKE	S700117672-AKE	S700117729-AKE	S700117840-AKE	S700117966-AKE	S700118450-AKE
HMT-866		0.0	0.029821814657421907	0.006578947368421052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03762935089369708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12883277505797475	0.0	0.0	0.0	0.17345399698340874	0.0	0.0	0.0	0.17821782178217824	0.04424778761061946	0.0	0.0	0.0	0.005437294402305413	0.026528717336516777	0.20399242313856913	0.0	0.0	0.0	0.0	0.0	0.0	0.011077263915812794	0.0	0.0	0.0	0.0	0.0	0.0512557662737058	0.0	0.07827175954915466	0.0	0.0774693350548741	0.11432926829268295	0.0	0.0	0.0	0.0	0.007093204709887927	0.0	0.0	0.0	0.0	0.0	0.0	0.05271018185012739	0.0	0.027085590465872153	0.02999100269919025	0.0992851469420175	0.0	0.0	0.0	0.0	0.022820629849383843	0.0	0.0	0.011057054400707651	1.5640005487721222	0.0	0.0	0.0	0.032701111837802485	0.026741542987030353	0.01422070534698521	0.02311604253351826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03542330853701736	0.0	0.0	0.0	0.013087292239235703	0.02521432173474534	0.13921113689095127	0.21012241914854746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02627890679747722	0.0	0.020004000800160033	1.079743560904285	0.0	0.0	0.011234692731153803	0.012846865364850977	0.0	0.0	0.022871083326980256	0.0	0.0	0.0	0.008631851532153645	0.5046522630499922	0.1391926824418373	0.0	0.009958175662218682	0.007841907151819321	0.02675943270002676	0.0	0.0	0.0	0.08186283427323995	0.0	0.0	0.0	0.009219138932423711	0.058801911062109524	0.0	0.0
HMT-849		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01599104501479172	0.0	0.0	0.0	0.0	0.024912805181863475	0.0	0.0	0.0	0.0	0.0	0.023986567522187575	0.0515331100231899	0.0	0.013719303059404586	0.0	0.030165912518853696	0.0	0.011868027533823879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016178611875101116	0.0	0.0	0.0	0.007808839606434483	0.0	0.0	0.0	0.0	0.0	0.044084421667493254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011469205184080742	0.0	0.0	0.1798561151079137	0.0	0.0	0.01155802126675913	0.0	0.0	0.0	0.0	1.5620019126554032	0.3552848623271159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02521432173474534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025920165889061684	0.0	0.015875535799333224	0.0	0.02627890679747722	0.027612867596299873	0.18003600720144028	0.0	0.06791632708503124	0.0	0.0	0.012846865364850977	0.0	0.0	0.41930319432797136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04547935237402219	0.015452368075407556	0.0	0.11097019657577678	0.018438277864847422	0.014700477765527381	0.0	0.0
HMT-176		0.03130870381966187	0.0	0.0	0.0	0.0	0.0	0.007616726331022927	0.01300221037576388	0.0	0.0	0.0	0.006295247088448222	0.0	0.04982561036372695	0.0	0.0	0.0	0.0	0.0	0.023986567522187575	0.012883277505797475	0.017841213202497767	0.08231581835642751	0.0	0.0	0.0	0.0	0.16836906499045906	0.0	0.029498525073746305	0.04462293618920125	0.0	0.0	0.0	0.0	0.05828354946816262	0.07533524182612625	0.07130633200228179	0.0	0.0	0.011701380762930026	0.0	0.0	0.0	0.006738090425173506	0.007808839606434483	0.2690802348336595	0.016059097478721696	0.0	0.0	0.0	0.7329035102220753	0.025823111684958034	0.05716463414634147	0.17772916809077857	0.05789270551910459	0.0	0.0	0.1773301177471982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119142176330421	0.0	0.0	0.0	0.0	0.0	0.13136288998357964	0.043782837127845885	0.0	0.027438606118809165	0.0	0.0	0.09477856281233846	0.016350555918901243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025377490166222563	0.0	0.0	0.0	0.0	0.7005494505494506	0.09017539113575905	0.0	0.01260716086737267	0.015467904098994586	0.018271514708569345	0.007808839606434484	0.0	0.0	0.0	0.0	0.06480041472265421	0.047021943573667714	0.03175107159866645	0.0	0.008759635599159073	0.0	0.08001600320064013	0.04498931503767854	0.08149959250203749	0.012196609342602756	0.5617346365576902	0.0	0.0	0.0	1.2045437218876267	0.0	0.008718395815170008	0.013010668748373666	0.0	0.04731114966093677	0.0	0.0	0.04979087831109342	0.15683814303638646	0.0	0.0	0.0	0.0	0.0	0.20088078498029824	0.0	0.0	0.027657416797271135	0.014700477765527381	0.0	0.0
HMT-893		0.3130870381966187	0.0	0.019736842105263157	0.0	0.037959307622228974	0.0	0.0	0.0	0.2718477652514592	0.0	0.0	0.12590494176896444	0.05644402634054562	0.0	0.0	0.0	0.0	0.07314218841427735	0.011289230074508919	0.0959462700887503	0.4895645452203041	0.2676181980374665	0.02743860611880917	0.048344210780759005	0.02262443438914027	0.0	0.593401376691194	0.20204287798855086	0.0	0.19174041297935102	0.0	0.0	0.0	1.3865100725878803	0.0	0.08742532420224391	0.5725478378785595	0.028522532800912718	0.0293728888236158	0.0	0.0	0.03235722375020223	0.016615895873719193	0.014238929232521716	0.013476180850347012	0.4294861783538965	3.7915851272015653	0.03211819495744339	0.1793951819579703	0.0	1.2523481527864746	0.33063316250619934	0.19367333763718528	0.1905487804878049	0.034178686171303575	0.09648784253184099	0.0	0.04730368968779565	1.2129380053908356	0.11317338162064282	0.0	0.0	0.0	0.0	0.0	0.07906527277519108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13134851138353765	0.0	0.7682809713266566	0.011469205184080742	0.008599931200550396	0.1033947957952783	0.19620667102681497	0.03342692873378794	0.04266211604095563	0.06934812760055478	0.0	0.0	0.0	0.01562011871290222	0.01593879502709595	0.1268874508311128	0.0	0.0	0.0	0.03116883116883117	0.0	0.047342080346273505	0.013087292239235703	0.2521432173474534	0.1082753286929621	0.009135757354284672	0.0	0.0	0.004154549231408392	0.395778364116095	0.505752939688962	1.4774494556765159	0.0	0.0635021431973329	0.0	0.017519271198318146	1.6015463205853928	0.060012002400480095	0.6410977392869192	0.0	0.13416270276863032	0.0	0.0	0.05091649694501018	0.0	0.09910802775024777	0.0	0.008718395815170008	0.18214936247723132	0.0	0.0	0.0	0.02466091245376079	0.009958175662218682	0.09410288582183186	0.0	0.0	0.0	0.1764014112112897	0.7185737675095507	3.1445569033454377	0.27253668763102723	0.11097019657577678	0.48861436341845665	0.5145167217934583	0.0	0.0
HMT-169		0.2817783343769568	0.04473272198613286	0.013157894736842105	0.04748016007596826	0.10628606134224113	0.0	0.007616726331022927	0.0	0.03198209002958344	0.01217878455730118	0.0	0.47214353163361666	0.15051740357478832	1.8435475834578972	0.053447354355959376	0.1313370107696349	0.14488554042306578	0.0438853130485664	0.0	0.21587910769968818	0.6441638752898738	0.03568242640499553	0.37042118260392376	0.06043026347594875	0.015082956259426848	0.013220518244315175	0.296700688345597	0.07857223032888089	0.1386138613861386	0.014749262536873153	0.0	0.15177510888214332	0.04812319538017325	0.10058994644265014	0.0	0.9908203409587644	0.542413741148109	0.4563605248146035	0.10280511088265529	0.0	0.02340276152586005	0.04853583562530335	0.016615895873719193	0.0	0.08759517552725558	0.29673590504451036	0.19569471624266144	0.06423638991488678	0.01281394156842645	0.008136034496786265	1.5497808390732624	0.5345236127183557	0.6197546804389928	1.2766768292682928	0.013671474468521428	0.09648784253184099	0.0	0.04730368968779565	0.43977869201305153	4.164780443639656	0.013349352556401014	0.0	0.0	0.036101083032490974	0.0	1.3265395765615393	0.0	0.0	0.03998800359892033	0.0992851469420175	0.0	0.010688328345446772	0.060331825037707405	0.19719976336028394	0.022820629849383843	0.8866995073891626	0.16418563922942206	0.0	0.9054740019207024	0.022938410368161483	0.1719986240110079	0.3963467172152335	0.0	0.2206177296430004	0.2133105802047781	0.1502542764678687	0.0	0.0	0.0	0.0	0.0	0.08882121558177898	0.0	0.26372572524574445	0.0	0.19740259740259739	2.5274725274725274	0.013526308670363857	0.013087292239235703	0.1638930912758447	0.09280742459396751	0.24666544856568615	0.015617679212868968	0.0	0.0	0.7076037419045335	5.84144645340751	0.31104199066874016	0.12539184952978058	0.0	0.0	0.008759635599159073	0.6212895209167472	0.18003600720144028	0.5511191092115622	0.5840804129312687	0.03658982802780827	1.4043365913942254	0.0	0.5261371350984385	0.14645577035735208	0.7471220553480217	0.0	0.1046207497820401	0.468384074941452	0.0	0.615044945592178	0.0	0.02466091245376079	0.17924716191993628	0.42346298619824346	0.03567924360003568	0.0	0.015710919088766696	1.5092120736965895	0.3820265599417864	1.2207370779571969	0.13626834381551362	0.12682308180088775	0.5162717802157278	4.873208379272327	0.0945179584120983	0.6439822469758941
HMT-170		0.10436234606553958	0.02236636099306643	0.0	0.0	0.0	0.0	0.007616726331022927	0.0	0.03198209002958344	0.0	0.021607605877268798	0.006295247088448222	0.0	0.28649725959142996	0.0	0.013133701076963489	0.019318072056408772	0.014628437682855468	0.0	0.0	0.012883277505797475	0.19625334522747542	0.013719303059404586	0.024172105390379502	0.0	0.0	1.6259197721338714	0.16836906499045906	0.7524752475247525	0.11799410029498522	0.011155734047300312	0.0	0.024061597690086624	0.7938449827365903	0.0	0.14570887367040652	0.0904022901913515	1.0553337136337706	0.0	0.0	0.0	0.0	0.011077263915812794	0.0	0.006738090425173506	0.0	0.7093933463796477	0.0	0.06406970784213224	0.0	0.5635566687539135	0.7604562737642585	0.025823111684958034	0.1714939024390244	0.0	0.0	0.0	0.023651844843897825	0.27663498368562917	0.22634676324128564	0.0	0.0	0.0	0.012033694344163657	0.0	0.7555126065184926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0197199763360284	0.022820629849383843	0.0	0.03283712784588441	0.0	0.027438606118809165	0.0	0.3353973168214654	0.13785972772703772	0.0	0.02005615724027276	0.01422070534698521	0.16181229773462785	0.0	0.0	0.0	0.0	0.0	0.03806623524933384	0.0	0.02397506593143131	0.38965639390719103	0.04155844155844156	0.0	0.02930700211912169	0.0	0.02521432173474534	0.061871616395978345	0.3745660515256715	0.046853037638606904	0.0	0.0	0.07195970256656273	0.07586294095334428	0.6220839813374803	0.06269592476489029	0.0	0.0	0.017519271198318146	0.3727737125500483	0.12002400480096019	0.04498931503767854	0.0	0.012196609342602756	0.0	0.012846865364850977	0.1357773251866938	0.0	0.6480140275977738	0.0	0.03487358326068003	0.013010668748373666	0.0	0.31540766440624507	0.0	0.032881216605014384	0.019916351324437365	5.293287327478042	0.0	0.0	0.0	0.0	3.6019647080225576	0.7880707718457853	0.14675052410901468	0.06341154090044387	0.22125933437816908	0.41896361631753043	0.0	0.0
HMT-175		0.4591943226883741	0.07455453664355477	0.02631578947368421	0.013565760021705215	0.08351047676890375	0.0	0.0	0.0	0.00799552250739586	0.02435756911460236	0.06482281763180639	0.44066729619137557	0.0	0.07473841554559042	0.0	0.026267402153926978	0.0	0.11702750146284374	0.022578460149017838	0.0959462700887503	1.4815769131667098	0.017841213202497767	0.08231581835642751	0.0	0.015082956259426848	0.0	1.780204130073582	0.2357166909866427	0.0	0.6932153392330382	0.0	0.0	0.0	0.024467824810374357	0.013264358668258388	0.04371266210112196	1.0094922404700917	0.07130633200228179	0.0146864444118079	0.01668613382279326	0.011701380762930026	0.04853583562530335	0.03877042370534478	0.0	0.15497607977899064	0.437295017960331	1.443248532289628	0.22482736470210374	0.0256278831368529	0.01627206899357253	0.3287413901064496	5.978949688653772	0.1549386701097482	0.43826219512195125	0.0	0.4052489386337322	0.009522902580706597	0.07095553453169347	2.6954177897574128	0.29425079221367134	0.0	0.0	0.0	0.036101083032490974	0.0	0.7730826671352017	0.0	0.0	0.0	0.1787132644956315	0.0	0.0	0.18099547511312222	0.0	0.0	0.04926108374384236	0.16418563922942206	0.022114108801415303	2.592948278227466	0.03440761555224222	0.008599931200550396	0.09477856281233846	0.4414650098103336	0.04679770022730312	0.07110352673492604	0.10402219140083217	0.0	0.0	0.0	0.09372071227741333	0.0	0.48217231315822867	0.0	0.11987532965715655	0.3542330853701736	0.4987012987012987	0.013736263736263736	0.10821046936291086	0.0	1.865859808371155	0.5413766434648105	0.009135757354284672	0.015617679212868968	0.0	0.0	0.5636843367714081	0.2149449993678088	2.0865733540694658	0.0	0.5397682171773297	0.0	0.15767344078486334	1.6567720557779924	0.24004800960192038	1.1809695197390617	0.08149959250203749	0.15855592145383582	0.03370407819346141	0.025693730729701953	0.016972165648336725	0.0	0.7928642220019821	0.02181500872600349	0.017436791630340016	0.06505334374186833	0.0	0.015770383220312257	0.0	0.26304973284011507	0.009958175662218682	0.11762860727728983	0.044599054500044595	0.0	0.0	0.058800470403763225	4.366017827906131	2.680985861083211	1.3941299790356394	0.15852885225110971	1.825389508619895	3.0209481808158767	0.0945179584120983	0.0
HMT-688		0.0	0.0	0.0	0.0	0.0	0.013092432573972246	0.0	0.0	0.0	0.0	0.0	0.037771482530689335	0.0	0.0	0.0	0.0	0.0	0.014628437682855468	0.0	0.0	0.2190157175985571	0.0	0.08231581835642751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024467824810374357	0.0	0.0	0.662950128069911	0.028522532800912718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14836795252225518	0.5626223091976517	0.0	0.0	0.0	0.2661239824671259	0.011021105416873313	0.025823111684958034	0.13338414634146345	0.0	0.0	0.0	0.0	0.09221166122854306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009997000899730083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06567425569176882	0.0	0.19207024283166416	0.0	0.03439972480220158	0.08616232982939859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002254384778393976	0.0	0.0	0.0	0.009135757354284672	0.0	0.0	0.0	0.011993283761093787	0.025287646984448093	0.0	0.0	0.0	0.0	0.0	0.220902940770399	0.0	0.0	0.0	0.0	0.03370407819346141	0.0	0.016972165648336725	0.0	0.015247388884653504	0.0	0.0	0.0	0.0	0.07885191610156127	0.0	0.016440608302507192	0.0	0.04705144291091593	0.00891981090000892	0.0	0.0	0.1764014112112897	0.6549026741859196	0.5640114347523758	0.010482180293501047	0.06341154090044387	0.027657416797271135	1.8228592429253954	0.0	0.1218344791576016
HMT-183		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13702042850024912	0.0	0.0	0.0	0.029256875365710935	0.0	0.0	0.0	0.017841213202497767	0.0	0.0	0.0	0.0	0.011868027533823879	0.0	0.0	0.0	0.03346720214190094	0.0	0.0	0.019030530408068944	0.0	0.04371266210112196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006738090425173506	0.0	3.4246575342465753	0.016059097478721696	0.0	0.0	0.015654351909830933	0.0	0.0	0.0	0.047850160639825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23351648351648352	0.0	0.0	0.0	0.0	0.0	0.007808839606434484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.060012002400480095	0.0	0.8693289866883999	0.0	0.0	0.0	0.0	0.0	0.03811847221163375	0.0	0.0	0.0	0.0	0.22078536508437158	0.0	0.0	0.0	0.21957340025094102	0.0	0.0	0.0	0.0	0.0	0.0	0.031446540880503145	0.0	0.009219138932423711	0.058801911062109524	0.03780718336483932	0.0
HMT-701		0.05218117303276979	0.04473272198613286	0.0	0.006782880010852608	0.07591861524445795	0.013092432573972246	0.015233452662045854	0.0	0.047973135044375156	0.0	0.0	0.012590494176896444	0.03762935089369708	0.13702042850024912	0.0	0.013133701076963489	0.019318072056408772	0.20479812755997656	0.0	0.023986567522187575	2.0484411234217985	0.017841213202497767	0.30182466730690083	0.0	0.904977375565611	0.19830777366472763	0.4865891288867791	0.06734762599618363	0.297029702970297	0.6784660766961651	0.0	0.006598917777484492	0.1203079884504331	0.3072071337302558	0.026528717336516777	0.46626839574530093	0.6780171764351363	0.057045065601825436	0.0	0.05005840146837978	0.0936110461034402	0.03235722375020223	0.005538631957906397	0.0	0.08759517552725558	0.07027955645791034	0.09784735812133072	0.19270916974466035	0.6150691952844696	0.06508827597429012	0.4226675015654352	1.4217225987766573	0.34861200774693346	0.47637195121951226	0.5331875042723356	0.0	0.04761451290353299	0.04730368968779565	0.6525748333096894	0.0	0.0	0.0	0.017972681524083396	0.036101083032490974	0.0	0.13177545462531848	0.0	0.0	0.20993701889433172	1.509134233518666	0.0	0.0	0.0	0.0197199763360284	0.0	0.016420361247947456	0.4159369527145359	0.011057054400707651	1.7835093977225955	0.011469205184080742	0.6277949776401789	0.017232465965879715	0.1798561151079137	0.2072469581494852	0.14220705346985207	0.27739251040221913	0.012339585389930897	0.0	0.0	0.01562011871290222	0.2868983104877271	0.0	0.0	0.14385039558858786	0.21253985122210417	0.05194805194805195	0.10989010989010989	0.01578069344875783	0.0	0.08825012607160868	4.052590873936582	1.7357938973140876	0.046853037638606904	0.5482815057283142	0.004154549231408392	0.13192612137203166	0.32873941079782526	0.4665629860031103	0.015673981191222573	0.0635021431973329	0.14002800560112022	0.11387526278906795	0.08283860278889964	0.18003600720144028	0.798560341918794	0.8421624558543873	0.0853762653982193	0.13481631277384565	0.012846865364850977	0.016972165648336725	0.007322788517867604	0.12197911107722803	0.0	0.026155187445510025	0.039032006245121	0.11221406991799739	0.8358303106765494	0.795386756810499	0.13152486642005753	0.23899621589324843	0.023525721455457966	0.044599054500044595	0.0	0.06284367635506678	0.0	0.7003820265599418	0.1699760488294831	0.06289308176100629	0.03170577045022194	0.43329952982391445	0.20580668871738333	0.01890359168241966	0.07832216517274389
