HOT-ID	Notes	S700015295-LAF	S700015908-LAF	S700016092-LAF	S700016174-LAF	S700016339-LAF	S700016658-LAF	S700016758-LAF	S700023273-LAF	S700023537-LAF	S700023584-LAF	S700023627-LAF	S700023794-LAF	S700023851-LAF	S700024260-LAF	S700024312-LAF	S700024515-LAF	S700024609-LAF	S700024705-LAF	S700024758-LAF	S700024872-LAF	S700024924-LAF	S700024972-LAF	S700032276-LAF	S700032370-LAF	S700032462-LAF	S700032976-LAF	S700033185-LAF	S700033250-LAF	S700033609-LAF	S700033781-LAF	S700034075-LAF	S700034132-LAF	S700034220-LAF	S700035208-LAF	S700035629-LAF	S700037022-LAF	S700037048-LAF	S700037278-LAF	S700037383-LAF	S700037431-LAF	S700037474-LAF	S700037840-LAF	S700037922-LAF	S700038027-LAF	S700038098-LAF	S700038152-LAF	S700038360-LAF	S700038572-LAF	S700038620-LAF	S700038728-LAF	S700038972-LAF	S700095404-LAF	S700095461-LAF	S700095518-LAF	S700095575-LAF	S700095701-LAF	S700095768-LAF	S700095882-LAF	S700097228-LAF	S700097742-LAF	S700099053-LAF	S700099339-LAF	S700099940-LAF	S700100591-LAF	S700100651-LAF	S700101127-LAF	S700101185-LAF	S700101566-LAF	S700101948-LAF	S700102293-LAF	S700102464-LAF	S700102639-LAF	S700102899-LAF	S700103581-LAF	S700103647-LAF	S700105802-LAF	S700105898-LAF	S700106689-LAF	S700106924-LAF	S700107429-LAF	S700107540-LAF	S700107597-LAF	S700107810-LAF	S700108149-LAF	S700108272-LAF	S700108947-LAF	S700109224-LAF	S700109557-LAF	S700109675-LAF	S700109975-LAF	S700110800-LAF	S700111210-LAF	S700111799-LAF	S700112806-LAF	S700113099-LAF	S700113150-LAF	S700113529-LAF	S700113568-LAF	S700113642-LAF	S700113670-LAF	S700113795-LAF	S700113846-LAF	S700114043-LAF	S700114185-LAF	S700114240-LAF	S700114293-LAF	S700114413-LAF	S700114641-LAF	S700114675-LAF	S700114723-LAF	S700114773-LAF	S700114878-LAF	S700114927-LAF	S700114983-LAF	S700116102-LAF	S700116384-LAF	S700116953-LAF	S700117631-LAF	S700117854-LAF	S700118464-LAF	S700119216-LAF	S700119616-LAF	S700119790-LAF	S700120091-LAF	S700122398-LAF	S700163705-LAF	S700163760-LAF	S700163914-LAF	S700164185-LAF	S700164275-LAF	S700164345-LAF	S700164493-LAF	S700164761-LAF	S700164818-LAF	S700164858-LAF	S700165040-LAF	S700165138-LAF	S700165402-LAF	S700171060-LAF	S700171519-LAF	S700171567-LAF	S700171828-LAF	S700172056-LAF	S700173066-LAF	S700173476-LAF
HMT-852		0.0	0.42149631190727077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3716919417187035	0.12944983818770225	0.06487187804086927	0.0	0.0	0.0	0.0	0.0	0.0	0.03536693191865606	0.0	0.0	0.0	0.0	0.0	1.5055281110326981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19531249999999997	0.02937720329024677	0.13995801259622112	0.0	0.0	0.0	0.04264998578333807	0.3270111183780248	0.0	0.0	0.0	0.0385951370127364	0.08613264427217916	0.0	0.0	0.017599436818021823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08818342151675483	0.0	0.0	0.0	0.0	0.07708119218910585	0.02494387627837366	0.0	0.0	0.14582573824279985	0.0	0.44833910739759536	0.0	0.0	0.0	0.0	0.6017940274781424	0.0	0.0	0.0	0.0	0.05592841163310962	0.4839419269687638	0.0	0.26997840172786175	0.03884249368809477	0.0	0.026511134676564154	0.0	1.5822364047334132	0.0	0.0	0.0	0.0	0.0	0.0	0.09866798223976321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2186776434268073	0.0	0.4222972972972973	0.10623229461756376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7739938080495357
HMT-169		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01486767766874814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03536693191865606	0.3369272237196766	0.0	0.0	0.0	0.0	0.023523876734885908	0.0	0.0	0.056915196357427436	0.0	0.11911852293031568	0.0	0.0	0.07449714427613609	0.0	0.9210526315789472	0.0	0.3125	0.0	0.0	0.0	0.04177109440267335	0.022232103156958647	0.0	0.17884517118037813	0.04065040650406504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17167381974248927	0.09014423076923075	0.02937720329024677	0.06997900629811056	0.0	0.07526342197691922	0.0	0.0	0.0	0.01231830500123183	0.01996007984031936	0.0	0.0	0.0	0.09694619486185167	0.0	0.017599436818021823	0.0	0.0	0.0	0.038387715930902115	0.15120967741935484	0.04595588235294117	0.0	0.09090909090909091	0.044091710758377416	0.32558139534883723	0.0	0.0	0.0	0.07708119218910585	0.14966325767024194	0.0	0.12324377618930245	0.0	0.0365764447695684	0.244548604035052	0.02240143369175627	0.07249003262051468	0.05617977528089888	0.0	0.8288861133189508	0.18523418893887272	0.0	0.0	0.0	0.0	0.04399472063352398	0.0	8.96328293736501	0.0	0.0	0.0	0.0	1.5556441962504985	0.40849673202614384	0.0	0.0	0.0	0.0	0.072811999417504	0.0	0.0	0.0	0.22026431718061676	0.0	0.08643042350907519	0.0	0.0	0.8626410086264101	0.0	0.010194719135487817	0.0	0.15378700499807768	0.14074595355383532	0.038590172369436584	0.7384615384615384	0.9290540540540541	0.0	0.054854635216675815	0.038669760247486466	0.0	0.0	0.0	0.03324468085106383	0.0	0.0
HMT-170		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04460303300624443	0.0	0.0	0.0	0.0	0.0	0.0	0.5691768826619965	0.03546099290780142	0.07073386383731212	0.0	0.0	0.0	0.0	0.0	0.6351446718419196	0.0	0.0	0.0	0.12234910277324632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022109219544550078	0.5012531328320802	0.044464206313917294	0.0	0.3065917220235054	0.03252032520325203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2995805871779509	0.0	1.1844331641285957	0.0	0.06009615384615384	0.08813160987074031	0.0	0.0	0.07526342197691922	0.0	0.0	0.0	0.06159152500615915	0.0	0.0	0.0385951370127364	0.028710881424059722	0.024236548715462918	0.0	0.017599436818021823	0.0	0.0	0.0	0.0	0.0	0.0	0.12135922330097086	0.0	0.17636684303350966	0.0	0.021547080370609782	0.06049606775559589	0.0	0.10277492291880781	0.14966325767024194	0.15584415584415584	0.04929751047572097	0.07291286912139992	0.18288222384784197	10.189525168127167	0.0	0.0	0.0	0.0	1.5669353923015783	0.0	0.0	0.0	0.0	0.6711409395973155	0.13198416190057194	0.0	1.2958963282937366	0.0	0.01918281220026856	0.0	0.24813895781637713	4.081904002127377	0.16339869281045752	0.8918617614269788	0.0	0.0	0.038520801232665644	0.0	0.0	0.0	0.0	0.0	0.14069644741470277	0.021607605877268798	0.0	0.0	0.0	0.0	0.0	0.0	0.07689350249903884	0.28149190710767064	0.06431695394906096	0.0	0.0	0.0	0.16456390565002743	0.015467904098994586	0.0	0.0	0.0	0.0	0.09995002498750624	0.7739938080495357
HMT-701	Some of the reads equidistant from these taxa (172-180-701) are included in HMT-701 because they are too close to differentiate at this site (LAF).	0.0	0.0	0.0	0.0	4.069767441860465	0.06511187403812005	0.0	0.5056890012642226	0.0	0.0	0.3858295334970186	0.9457092819614712	0.3865596193874517	1.2944983818770228	1.978592280246513	0.46747175691468645	0.02244165170556553	0.0	0.0	0.9632224168126094	0.3191489361702127	0.05305039787798408	0.0	0.24518388791593695	0.0	0.28500178126113285	6.157270029673591	0.7527640555163491	0.07716049382716049	0.0	0.0	0.0	0.0	0.08143322475570033	0.0	1.0677924012912838	0.03549875754348598	1.2171052631578947	0.5617977528089888	1.4583333333333333	1.3956997359486987	0.0	0.022109219544550078	0.3968253968253968	0.06669630947087594	0.0	0.0	0.2682926829268293	0.0	0.18860807242549982	0.0	0.0	0.0	0.0	0.0	0.0	1.0222489476849068	0.0	0.38626609442060084	0.31550480769230765	0.05875440658049354	0.5598320503848845	0.08298755186721991	0.0	0.10787486515641855	0.0	0.5232177894048398	0.0	0.0	0.0	0.0	0.0	0.21812893843916625	0.7311827956989245	0.17599436818021824	1.0247651579846286	0.47573739295908657	2.2883295194508007	0.19193857965451055	0.3024193548387097	0.04595588235294117	0.0	0.36363636363636365	0.3527336860670193	0.37209302325581395	0.5279034690799397	0.3629764065335753	0.10253781081773904	0.4624871531346352	0.4489897730107259	0.0	0.0	0.47393364928909953	0.0731528895391368	0.04075810067250867	4.099462365591397	0.0	7.02247191011236	0.0	0.04541841716816169	0.13231013495633767	0.0	0.27495188342040144	7.308021695689409	0.39149888143176736	0.0	0.021358393848782572	0.665946724262059	2.5636045834142545	5.639746786878956	14.660657476139976	2.2332506203473943	0.15955325089748704	0.0	0.0	0.0741839762611276	0.10952902519167579	0.038520801232665644	0.0145623998835008	0.1480019733596448	0.0	0.0	1.817180616740088	0.24621878297572986	0.0	1.5625	0.0	0.13271400132714	0.0	0.04077887654195127	0.25463805020007274	0.1922337562475971	0.5629838142153413	0.14149729868793415	0.24615384615384617	0.0	0.03541076487252125	0.21941854086670326	0.007733952049497293	0.3364575823119442	0.0	0.05701254275940707	0.0	0.8495752123938031	7.120743034055728
HMT-588		0.0	0.0	4.698457223001403	0.14208581983518045	2.5491949910554563	0.005919261276192731	0.0	0.0	0.0	0.0	0.035075412136092596	0.7355516637478109	0.0	0.0	3.276029841063899	0.3506038176860148	0.0	0.07347538574577515	0.0	0.17513134851138354	0.0	0.0	0.0	0.0	0.5359056806002144	0.035625222657641606	2.1513353115727005	0.023523876734885908	0.038580246913580245	0.0	0.0	0.0	0.0	0.0	0.0	0.22349143282840825	0.0	0.5592105263157895	0.5617977528089888	0.0	0.0	0.0	0.0	0.04177109440267335	0.055580257892396616	0.19339242546333602	0.0	0.008130081300813007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34989503149055284	0.0	0.5268439538384345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17204301075268813	0.017599436818021823	0.0	0.0	0.9725400457665904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06464124111182934	0.0	0.0	0.025693730729701953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9925558312655087	0.10998075336816059	0.0	0.0	0.8358996920369556	0.0	0.0	0.0	0.0	0.0	0.06203473945409428	0.0	0.24509803921568626	0.0	0.0	0.0	0.07704160246533129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07037297677691766	0.012863390789812195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04997501249375312	0.0
HMT-019		0.0	0.0	0.0	0.0	0.0	0.0	0.21157914983650702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06487187804086927	0.3116478379431243	0.0	0.0	0.0	1.8826619964973728	0.5319148936170213	0.08841732979664013	0.0	0.0	0.8038585209003215	0.0	0.0	0.0	0.8487654320987654	0.009155832265152902	0.5976095617529881	0.0	0.05955926146515784	0.0	0.0	0.3724857213806804	0.1774937877174299	2.697368421052632	0.37453183520599254	0.0	0.0	0.047214353163361665	0.0	0.0	0.22232103156958646	0.0	0.22994379151762903	0.1951219512195122	0.19782393669634024	0.0	0.0	0.3159224936815501	1.2058570198105083	0.0	0.36443148688046645	0.0	0.7817197835237523	0.0	0.0	0.06009615384615384	0.0	0.0	0.08298755186721991	0.0	0.10787486515641855	0.0	0.0	0.09854644000985464	0.3592814371257485	0.0	0.6175221922037823	0.2871088142405972	0.048473097430925836	0.0	0.40478704681450195	0.0	1.6175071360608944	0.0	0.0	0.10080645161290322	2.2058823529411766	0.24271844660194172	0.09090909090909091	0.0	0.18604651162790697	0.5602240896358543	0.12099213551119178	0.07690335811330429	0.2312435765673176	0.47393364928909953	0.4155844155844156	0.0	0.0	0.4023408924652524	0.0	0.0	0.0	0.0	0.0	0.0	0.13231013495633767	0.0	0.0	0.0	0.05592841163310962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.370919881305638	2.4096385542168677	0.0	0.072811999417504	0.09866798223976321	0.5893909626719057	0.0	0.5506607929515419	0.14069644741470277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07037297677691766	0.038590172369436584	1.1692307692307693	0.33783783783783783	0.3541076487252125	0.0	0.007733952049497293	0.2883922134102379	0.04528985507246377	0.0	0.2327127659574468	0.29985007496251875	0.0
HMT-030	Because HMT-835 is not present individually, all equidistant reads were assigned to HMT-030 at this body site (LAF).	0.0	0.0	0.0	0.0	0.0	0.0	0.17311021350259664	0.0	0.0	0.0	0.6664328305857594	0.0	0.743383883437407	0.0	6.552059682127798	0.0	0.0	0.0	0.8281573498964804	1.6637478108581436	1.4539007092198581	0.03536693191865606	0.10107816711590296	0.0	0.2679528403001072	0.6412540078375489	0.0	5.904493060456363	0.038580246913580245	0.0	5.435401252134319	0.35345296356715605	0.2084574151280524	0.08143322475570033	0.9762447120078099	21.380680407251056	0.5502307419240327	1.381578947368421	0.0	0.7291666666666666	0.15088645794039984	0.047214353163361665	0.0	0.5012531328320802	0.1889728768341485	0.4512489927477841	0.0	2.113821138211382	0.34619188921859545	0.867597133157299	0.6203955021326095	0.0	0.10766580534022395	1.6005567153792624	0.5102040816326531	0.9586578789694428	0.06013229104028864	0.08460236886632826	0.6008583690987125	0.04507211538461538	1.2338425381903642	0.8397480755773268	4.564315352697095	0.07526342197691922	1.186623516720604	0.04264998578333807	0.13080444735120994	0.07390983000739099	0.07984031936127745	0.0	0.11578541103820918	0.45937410278495555	0.1454192922927775	0.2580645161290322	0.017599436818021823	0.0	15.128449096098953	0.9153318077803204	5.719769673704414	0.0	0.3216911764705882	3.033980582524272	0.5454545454545455	0.13227513227513224	0.37209302325581395	0.8942038353803059	4.537205081669692	0.12817226352217378	1.2589928057553956	0.09977550511349464	4.363636363636364	1.0352477199901404	0.0	0.5120702267739575	0.0	0.0	0.0	0.0	0.0	0.1021914386283638	0.10584810796507012	3.225806451612903	0.35743744844652187	0.0	0.0	0.04399472063352398	0.0	0.0	0.0	0.0	0.0	0.06203473945409428	0.0	0.0	47.77034559643255	0.8902077151335311	1.5334063526834611	0.0	0.18931119848551042	1.480019733596448	0.0	0.0	1.0462555066079295	0.0	0.25929127052722556	0.0	0.0	0.26542800265428	0.0	0.0	0.14550745725718442	1.5763168012302962	0.14074595355383532	0.5659891947517366	2.5846153846153843	0.0	0.56657223796034	0.38398244651673064	0.015467904098994586	12.376832492189378	0.18115942028985507	0.0	0.0	0.19990004997501248	1.238390092879257
HMT-031		0.0	0.0	0.0	0.0	0.0	0.0	0.2500480861704174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.584339696143358	0.0	0.2204261572373255	0.0	0.8318739054290718	0.2127659574468085	0.0	0.0	0.21015761821366027	0.0	1.10438190238689	0.0	0.0	2.7777777777777777	0.0	0.0	0.2311038607939097	0.0	0.0	0.780995769606248	5.438291532157933	0.03549875754348598	0.0	0.0	0.625	0.1131648434552999	0.0	0.0	0.04177109440267335	1.2227656736327257	0.06446414182111201	0.2810424118548799	0.06504065040650406	0.0	0.0	0.7367196587824738	2.253580454928391	0.0	0.9742519137091163	0.5830903790087464	1.378070701018574	0.0	0.0	3.2188841201716736	0.06009615384615384	0.14688601645123384	0.0	3.900414937759336	0.0	0.0	0.0	0.0	0.1601379650160138	0.0	0.03306878306878307	1.1192589733693554	0.4306632213608958	0.21812893843916625	0.0	0.017599436818021823	0.0	0.0	0.11441647597254005	0.690978886756238	0.05040322580645161	0.5055147058823529	0.12135922330097086	0.09090909090909091	0.2645502645502645	1.1162790697674418	0.12928248222365868	0.7259528130671506	0.17944116893104334	0.3854059609455293	0.14966325767024194	2.4935064935064934	0.04929751047572097	0.0	2.6700804681784933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7716673999120105	0.021358393848782572	0.0	0.0	0.0	0.0	0.0	0.0	0.08169934640522876	0.0	0.0	0.547645125958379	0.0	0.072811999417504	0.3453379378391712	0.0	0.0	0.5506607929515419	0.0	0.0	0.0	0.0	0.0	0.0	0.07136303394841473	0.07275372862859221	0.6535947712418301	1.0555946516537649	7.049138152817084	0.0	0.33783783783783783	0.10623229461756376	0.7679648930334613	0.0	0.09613073780341264	0.1358695652173913	0.0	0.0	0.24987506246876562	0.46439628482972134
HMT-033		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.350754121360926	0.0	0.0	0.0	1.0055141096334739	0.0	0.0	0.0	0.0	0.5691768826619965	1.8439716312056738	0.07073386383731212	0.13477088948787064	0.0	0.0	0.4987531172069825	0.0	2.328863796753705	0.0	0.0	1.8782014797951052	0.0	0.0	0.0	3.8398958672307195	0.024832381425378695	0.9407170749023783	0.0	0.0	0.0	0.49038098830629956	0.047214353163361665	0.13265531726730045	0.020885547201336674	0.20008892841262785	1.0314262691377922	0.0	0.5528455284552846	0.0	0.0	1.9387359441644048	0.0	0.0	0.2435629784272791	0.0	0.4194128220491312	0.841852074564041	0.0	0.38626609442060084	0.06009615384615384	0.23501762632197415	0.0	1.9087136929460582	0.0	1.5462064005753327	0.04264998578333807	0.0	0.02463661000246366	0.0	0.0	0.2701659590891548	0.48808498420901525	0.0	0.0	0.36958817317845827	0.0	1.3320647002854424	0.0	0.8829174664107486	0.05040322580645161	3.170955882352941	0.12135922330097086	0.18181818181818182	0.044091710758377416	0.9767441860465116	0.19392372333548805	0.18148820326678766	0.23071007433991286	0.1541623843782117	0.0	0.05194805194805195	0.0	0.10936930368209989	0.32918800292611555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042716787697565144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44510385756676557	0.547645125958379	0.0	0.16018639871850882	0.0	0.0	0.0	0.6607929515418502	0.0	0.12964563526361278	0.0	0.0	0.7962840079628402	0.14749262536873156	0.0	0.21826118588577662	0.9611687812379853	0.0	0.1929508618471829	0.0	0.0	0.6728045325779036	0.054854635216675815	0.0	4.253785147801009	0.06793478260869565	0.0	0.03324468085106383	0.0	0.0
HMT-595		0.0	1.053740779768177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4608980077311924	0.0	0.0	0.0	0.0	0.0	1.9668737060041408	0.0	0.0	0.15915119363395225	0.0	0.14010507880910683	1.1254019292604502	0.0	0.0	0.0	0.0	0.0	0.0	0.5981511691136487	0.23823704586063135	0.0	0.0	0.0	0.0	0.0	0.37453183520599254	0.0	0.03772161448509996	0.0	0.0	0.3341687552213868	0.0	0.0	0.3065917220235054	0.06504065040650406	0.04945598417408506	0.0	0.07754943776657619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4957932692307692	0.763807285546416	0.0	0.33195020746887965	0.17561465127947817	0.8270406328658756	0.34119988626670456	0.06540222367560497	0.02463661000246366	0.0	0.0	0.0	0.0	0.07270964614638875	0.0	0.05279831045406547	0.0	0.0	0.0	0.0	0.0	0.0	0.12135922330097086	0.0	0.3086419753086419	0.32558139534883723	0.24779142426201248	0.12099213551119178	0.05126890540886952	0.6680369989722508	0.02494387627837366	0.0	0.1971900419028839	0.18228217280349981	1.7922457937088514	10.189525168127167	0.0	0.0	0.0	0.0	0.8743045304871124	6.827202963747022	0.0	0.0	0.0	0.11185682326621924	0.0	0.0	0.08999280057595392	0.0	0.0959140610013428	0.026511134676564154	0.0	6.34224172317511	2.696078431372549	0.0	0.0	0.0	0.038520801232665644	0.0582495995340032	0.246669955599408	0.0	0.0	0.3303964757709251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03844675124951942	0.07037297677691766	0.02572678157962439	0.1846153846153846	0.8445945945945946	0.0708215297450425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46439628482972134
HMT-207		0.0	0.6322444678609063	0.0	0.0	0.0	0.011838522552385463	0.0	0.0	0.0	0.0	1.28025254296738	0.0	0.0	0.0	0.0	0.46747175691468645	0.0	0.41636051922605927	0.0	1.6637478108581436	0.1773049645390071	0.1237842617152962	0.13477088948787064	0.0	0.0	1.2468827930174564	0.0	4.775346977181839	1.4660493827160492	0.0	4.325554923164485	0.9516041326808047	0.0	0.16286644951140067	1.171493654409372	0.0	0.3372381966631168	0.0	0.0	0.625	0.03772161448509996	0.0	0.1989829759009507	0.18796992481203006	0.4446420631391729	1.8694601128122483	0.0	2.569105691056911	0.2472799208704253	0.0	0.0	0.0	0.0	0.9394572025052191	0.0	5.212702216896345	0.841852074564041	0.0	0.04291845493562232	0.0	0.4112808460634548	3.219034289713086	0.0	0.0	0.0	0.12794995735001422	0.06540222367560497	0.0	0.0	0.0	0.0	0.0	0.048473097430925836	0.0	0.17599436818021824	0.0	0.0	0.0	0.6142034548944338	0.20161290322580644	3.9981617647058822	0.24271844660194172	0.36363636363636365	0.044091710758377416	2.4651162790697674	1.0665804783451842	0.0	1.2560881825173031	4.470709146968139	0.0	0.15584415584415584	0.0	0.0	0.36576444769568395	0.0	0.0	0.0	0.0	0.0	0.0	0.10584810796507012	0.0	0.05499037668408029	0.0	0.0	0.9238891333040036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0741839762611276	0.10952902519167579	0.07704160246533129	0.20387359836901123	0.0	0.19646365422396855	0.0	0.0	0.17587055926837847	0.38893690579083834	0.0	0.0	1.85799601857996	2.5073746312684366	0.0	0.29101491451436884	0.7304882737408689	0.07037297677691766	0.0	0.0	0.0	2.6203966005665724	0.16456390565002743	0.0	4.806536890170632	0.022644927536231884	0.0	0.0	0.0	0.0
