HOT-ID	Notes	S700015003-LAF	S700015295-LAF	S700015971-LAF	S700016092-LAF	S700016174-LAF	S700016229-LAF	S700016658-LAF	S700021830-LAF	S700023013-LAF	S700023108-LAF	S700023273-LAF	S700023426-LAF	S700023483-LAF	S700023537-LAF	S700023584-LAF	S700023627-LAF	S700023660-LAF	S700023794-LAF	S700023851-LAF	S700023908-LAF	S700023942-LAF	S700023993-LAF	S700024260-LAF	S700024312-LAF	S700024431-LAF	S700024515-LAF	S700024560-LAF	S700024609-LAF	S700024705-LAF	S700024835-LAF	S700024872-LAF	S700024924-LAF	S700024972-LAF	S700032119-LAF	S700033029-LAF	S700033185-LAF	S700033713-LAF	S700033781-LAF	S700034688-LAF	S700034889-LAF	S700037022-LAF	S700037048-LAF	S700037116-LAF	S700037169-LAF	S700037278-LAF	S700037383-LAF	S700037431-LAF	S700037474-LAF	S700037554-LAF	S700037706-LAF	S700037783-LAF	S700037840-LAF	S700037874-LAF	S700037922-LAF	S700038027-LAF	S700038152-LAF	S700038360-LAF	S700038408-LAF	S700038478-LAF	S700038526-LAF	S700038572-LAF	S700038620-LAF	S700038728-LAF	S700038896-LAF	S700038944-LAF	S700038972-LAF	S700095267-LAF	S700095404-LAF	S700095461-LAF	S700097285-LAF	S700097345-LAF	S700097682-LAF	S700098413-LAF	S700098593-LAF	S700098986-LAF	S700099053-LAF	S700099113-LAF	S700099797-LAF	S700099854-LAF	S700100073-LAF	S700100281-LAF	S700101185-LAF	S700101398-LAF	S700101632-LAF	S700101689-LAF	S700102293-LAF	S700102407-LAF	S700102639-LAF	S700102956-LAF	S700103267-LAF	S700103647-LAF	S700105007-LAF	S700105169-LAF	S700105898-LAF	S700106320-LAF	S700106510-LAF	S700106567-LAF	S700106689-LAF	S700106717-LAF	S700106924-LAF	S700106972-LAF	S700112806-LAF	S700113099-LAF	S700113150-LAF	S700113529-LAF	S700113568-LAF	S700113642-LAF	S700113670-LAF	S700113741-LAF	S700113846-LAF	S700114043-LAF	S700114185-LAF	S700114240-LAF	S700114293-LAF	S700114345-LAF	S700114413-LAF	S700114511-LAF	S700114584-LAF	S700114641-LAF	S700114675-LAF	S700114723-LAF	S700114773-LAF	S700114878-LAF	S700114927-LAF	S700114983-LAF	S700116102-LAF	S700116281-LAF	S700116384-LAF	S700116804-LAF	S700117220-LAF	S700117631-LAF	S700117688-LAF	S700117854-LAF	S700118464-LAF	S700122398-LAF	S700161500-LAF	S700161624-LAF	S700161730-LAF	S700161844-LAF	S700163547-LAF	S700163654-LAF	S700163760-LAF	S700164076-LAF	S700164185-LAF	S700164275-LAF	S700164345-LAF	S700164493-LAF	S700164544-LAF	S700164761-LAF	S700164858-LAF	S700165040-LAF	S700165138-LAF	S700165193-LAF	S700165402-LAF	S700165660-LAF	S700165708-LAF	S700165804-LAF	S700165901-LAF	S700171108-LAF	S700171141-LAF	S700171416-LAF	S700171519-LAF	S700171567-LAF	S700171620-LAF	S700171722-LAF	S700171922-LAF	S700172056-LAF	S700172647-LAF	S700173018-LAF	S700173066-LAF	S700173315-LAF	S700173476-LAF	S700173622-LAF	S700173826-LAF
HMT-866		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2585812356979404	0.0	0.4837490551776266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015216068167985392	0.06541933795629987	0.0	0.0	0.0	0.0	0.0	0.0	0.032719454052538094	0.0	0.0	0.0	0.0	0.0	0.04514672686230248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106951871657754	0.0	0.061591525006159165	0.0	0.0	0.0	0.0	0.0	0.22123893805309736	0.6266490765171504	0.0	0.0	0.0	0.0	0.0	0.173176832788147	0.0	0.012251899044351875	0.0	0.0	2.6548672566371683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04251700680272109	0.0	0.037050759540570584	0.0	0.0	0.0	0.0	0.0	0.0	1.331967213114754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4810261892036344	0.0	0.0	0.7721549061534806	0.0	0.033818058843422386	0.0	0.7560137457044673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03878223773511732	0.0	0.17115960633290545	0.0	0.0	0.0	0.026416589618280285	0.0	0.0	0.0	0.0	0.0	2.505567928730512	0.023435669088352474	0.5131964809384164	0.2546148949713558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18315018315018314	0.0149812734082397	0.0	0.335362066823997	0.0	0.0
HMT-176		0.5073649754500819	0.0	0.0	0.0	0.0	0.0	0.0052080620800999955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22123893805309736	0.003262749192469574	0.0	0.0	0.33905488450943	0.02178174689610107	0.0	0.008880206020779682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03568879371877231	0.0	0.0	0.04562043795620438	0.0	0.015216068167985392	0.0	0.0	0.0	0.0	0.0	0.38780186849991183	0.0	0.897447882583902	0.05959982971477225	0.0328875246656435	0.0	0.0	0.0	0.009029345372460496	0.014056789429294348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11322624018116198	0.0	0.0	0.978607191624943	0.0	0.36241984945637024	0.33259423503325947	0.0	0.0	0.0	0.0	0.08486562942008487	0.0	0.0	0.0	0.0	0.0	0.010026067776218167	0.2713213349009677	0.038483740619588216	0.0	0.02450379808870375	0.0	0.0	0.0	0.0	0.0	0.0	0.026253609871357313	0.0	0.2987551867219917	0.0	0.09334163036714375	0.0	0.0	0.0	0.0	0.0	0.008894423196655697	0.0	0.10914647456887142	0.0	0.0	0.0	0.0	0.0	0.1617686708007549	0.0	0.0	0.0	0.14554411106135245	0.0	0.0	0.0	0.0	0.0	0.0	0.052192066805845504	0.0	0.0	0.0	0.040265753976243206	0.059396531242575434	0.008621432882145013	0.06763611768684477	0.022138587558113793	0.4123711340206186	0.0	0.0	0.35132545512615776	0.0	0.01527417137620284	0.0	0.03436426116838488	0.0	0.015019525382997898	0.0	0.13223140495867766	0.04278990158322636	0.0	0.2634351949420443	0.21454112038140644	0.05283317923656057	0.34873583260680036	0.0	0.5231949773282176	0.0	0.0	0.3897550111358575	0.0	2.0283479960899315	0.06365372374283895	0.0	0.01607200257152041	0.0723589001447178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024841634579555332	0.054981306355839026	0.09580838323353294
HMT-169		0.19639934533551553	0.0	0.0	0.0	0.0	0.0	0.020832248320399982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9324009324009324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015216068167985392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014022623165373468	0.0	0.0	0.0	0.0	0.0	0.0	0.056227157717177394	0.0	0.0	0.030543677458766037	0.0	0.0	0.0	0.027434842249657067	0.11322624018116198	0.0	0.0	0.8192990441511151	0.0	0.25090604962364094	0.012318305001231834	0.0	0.20442930153321973	0.0	0.0	0.39603960396039606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019241870309794108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2887897085849304	0.0	0.0	0.0	0.0	0.11795930404010617	0.0	0.0	0.0	0.07414730598121602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2471576866040534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20876826722338201	0.0	0.0	0.0	0.0	0.0	0.12070006035003018	0.10145417653026716	0.0	0.0	0.36518563603164944	2.8404952658412235	0.0	0.0	0.0	0.0	0.2061855670103093	0.0	0.0	0.01939111886755866	0.0	0.25673940949935814	0.3458877786318217	0.6059009483667018	0.8581644815256257	0.0	0.34873583260680036	0.0	0.0	0.0	0.0	0.0	0.0	2.297165200391007	0.0	0.0	0.0	0.1447178002894356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34088409940620196	0.33532934131736525
HMT-170		0.5891980360065466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11745897092890467	0.0	0.0	0.0	0.3049444565454149	0.0	0.0	0.02145922746781116	0.0	0.0	0.03795066413662239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02281021897810219	0.0	0.3804017041996348	0.07850320554755985	0.0	0.0	0.0	0.0	0.0176273576590869	0.0	0.07011311582686734	0.0	0.0	0.0	0.0	0.0	0.11738148984198646	0.09839752600506045	0.0	0.0	0.6872327428222358	0.0	0.089179548156956	0.0	0.0	0.007076640011322624	0.0	0.0	1.7751479289940828	0.160427807486631	0.6412043490381935	0.12318305001231833	0.0	0.10221465076660986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28072989773410867	0.0	0.0	0.0	0.012251899044351875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06222775357809584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01647717910693689	0.0	0.0	0.0	0.0	0.13434841021047916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023758612497030172	0.02586429864643504	0.13527223537368954	0.0	0.0	0.0	0.07283321194464676	0.0	0.0	0.0	0.0	0.01718213058419244	0.0	0.0	0.0	0.16528925619834708	0.0	0.11529592621060722	0.0	0.47675804529201427	0.026416589618280285	0.0	0.013464386697185943	0.03487966515521451	0.0	0.0	0.05567928730512249	0.0	0.39100684261974583	0.031826861871419476	0.0	0.0	0.8321273516642547	0.6321968841724994	0.0	0.0	0.0	0.0	0.0149812734082397	0.0	0.07452490373866599	0.4838354959313835	0.2634730538922156
HMT-171		1.0638297872340425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8398958672307195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.326726203441516	0.0	0.008880206020779682	0.0	0.0	0.0	0.0	0.0	0.0	0.051759834368530024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014022623165373468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029726516052318665	0.0	0.0	0.007076640011322624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010026067776218167	0.0	0.0	0.0	0.06125949522175938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34225264467952715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05302226935312832	0.011195700850873264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06763611768684477	0.0	0.13745704467353953	0.0	0.0	0.031938677738741615	0.0	0.0	0.0	0.1718213058419244	0.0	0.0	0.0	0.0	0.0	0.0	0.10537407797681772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1466275659824047	0.0	0.0	0.0	0.2532561505065123	0.27094152178821407	0.0	0.0	0.0	0.0	0.0	0.0	0.049683269159110664	0.1429513965251815	0.0
HMT-175		0.0	0.0	0.14326647564469913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31114463511220064	0.0	0.0	0.0	0.2431350114416476	0.0	0.0	0.0	0.0	0.0	0.0	0.6145369781733417	0.9148333696362448	0.37701974865350085	0.008880206020779682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15216068167985392	0.1570064110951197	0.0	0.0	0.414181577203446	0.0	2.4149479992949052	0.0	0.38328503318687485	0.008514261387824606	0.0	0.0	0.0	0.0	0.09029345372460496	0.056227157717177394	0.0	0.0	0.0916310323762981	0.0	0.0	0.0	0.013717421124828533	0.20522256032835612	0.0	0.0	3.390987710514338	0.855614973262032	0.0	0.061591525006159165	0.0	0.27257240204429295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07696748123917643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8711885500933417	0.0	0.0	0.0	0.0	0.0	0.017788846393311394	0.3401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5879208979155532	0.0	0.0	0.0	0.17242865764290025	0.033818058843422386	0.0	0.3436426116838488	0.0	0.0	0.7026509102523155	0.0	0.01527417137620284	0.0	0.10309278350515465	0.0	0.0	0.0	0.09917355371900824	0.0	0.3074558032282859	0.5005268703898841	0.023837902264600714	0.013208294809140143	0.0	0.013464386697185943	0.20927799093128704	0.0	0.0	0.47327394209354123	0.0	0.0	0.19096117122851683	0.0	0.0	1.2301013024602026	0.0	0.0	0.1049317943336831	0.0	0.045787545787545784	0.0299625468164794	0.0	0.0	0.04398504508467122	0.33532934131736525
HMT-019		0.0	0.0	0.9551098376313276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.389192425716638	0.0	0.0	0.0	0.0	0.0	0.04201680672268908	0.37293553542887586	0.0	0.0	0.0	0.31746031746031744	0.0	0.0	0.09281819236570367	0.0	0.0	1.1979960792855586	0.0	0.15984370837403428	0.07510729613733906	0.0	0.0	0.044275774826059454	0.0	0.0	0.3364389233954451	0.0	0.24089935760171305	0.0	0.0	0.0	0.0	0.07608034083992696	0.026167735182519948	0.012623074981065388	0.0	0.7620941020543406	0.0	0.0	0.0	0.10283256987940544	0.1277139208173691	0.17540013155009868	0.0	0.0	0.0	0.13544018058690743	0.0	0.24593877418937288	0.018615040953090096	0.0	0.0	0.0	0.021767522855899	0.3703703703703704	0.0	0.0	0.7579801430554073	0.11379153390987709	0.53475935828877	0.16727069974909395	0.0	0.0	0.13628620102214647	1.164409568409062	0.5645225411465373	0.0	0.0	0.0	0.0	0.05651313930488839	0.0	0.40104271104872663	0.08139640047029031	0.019241870309794108	0.0	0.24503798088703752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5336653917993418	0.0	0.0	0.0	1.1787346644214578	2.4575775307197194	0.0	0.2471576866040534	0.0	0.0	0.05122950819672131	0.0	0.0	0.08028904054596547	0.46594982078853053	0.6365900913368392	0.0	0.12804097311139565	0.0	0.0	0.4287941787941788	0.16034206306787815	0.3867791842475387	0.0	0.273224043715847	0.10345719458574015	0.2367264119039567	0.0	1.8556701030927836	0.06086427267194157	0.0	0.0	0.0	0.381854284405071	0.28084628346751545	0.03436426116838488	0.23300970873786409	0.015019525382997898	0.01939111886755866	0.033057851239669415	0.0	0.3458877786318217	1.7123287671232879	0.0	0.2509576013736627	0.0	0.0	2.7729333798395537	0.06611570247933884	0.3602792163927043	1.030066815144766	0.11717834544176235	0.0	0.0	0.4693877551020408	0.0	0.0	0.0	0.09144947416552354	0.026232948583420776	0.0	0.022893772893772892	0.5093632958801498	0.0	0.012420817289777666	1.814383109742688	0.04790419161676647
HMT-030		0.0	0.0	1.0665393186883159	0.0	0.0	0.0	0.0052080620800999955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4331510465774089	0.0	0.0	5.625692137320044	0.0	6.645457758925416	0.12093726379440665	0.0	0.0880942281966785	0.0	0.0501002004008016	0.0	1.5900675234153778	1.1310592459605027	0.0	0.0	0.0	0.0	0.044275774826059454	0.0	0.0	0.18115942028985507	11.49270482603816	0.23197715917201997	0.0	0.0	1.5054744525547445	0.0	0.04564820450395618	0.10467094073007979	0.10098459984852311	0.0	0.0	0.01613944480309877	0.7756037369998237	0.0	1.2059455922221183	0.996168582375479	0.0	0.0	0.0	0.0	0.8036117381489842	0.2389654202980039	0.012944146009966993	0.0	0.0	0.0	0.0	0.021767522855899	0.0	0.12737952020380724	0.021486892995272885	0.3202732998825665	0.06827492034592626	0.0	0.0	0.6405518600640553	0.05598320503848846	0.20442930153321973	0.0	0.0	0.0	0.03687315634218289	0.0	0.0	0.04238485447866629	0.0	0.0	0.05426426698019354	0.6734654608427938	0.0	0.08576329331046312	0.0	0.0	0.0	0.0	0.0	0.6546644844517185	0.0	0.0	5.692946058091286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4421417771057548	5.399659863945578	0.021829294913774284	0.3705075954057058	0.0	0.0	0.0	0.21420332839017958	0.29657589646805066	0.0	2.4077868852459017	0.0	0.0	0.02007226013649137	0.017921146953405017	0.0	0.0	0.0	30.02136752136752	0.10438413361169101	0.0	0.6413682522715126	0.5274261603375527	0.020132876988121603	0.0	0.04310716441072506	0.439634764964491	0.0	0.8247422680412372	0.0	0.0	11.817310763334397	8.571428571428571	0.381854284405071	0.0	10.206185567010309	0.23300970873786409	0.0	0.058173356602675974	3.5041322314049586	0.0	1.0760953112990008	1.0800842992623816	0.0	0.7660810989301282	0.0	0.026928773394371885	0.0	0.0	0.0	0.9743875278396437	0.0	0.0	0.1273074474856779	14.142857142857142	0.0	0.0	0.0	0.0	0.0	0.2797761790567546	1.8086080586080588	0.149812734082397	0.0	0.037262451869332996	0.0	0.4311377245508982
HMT-031		0.0	0.01673686853189768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012836970474967908	0.0	0.0	0.0	0.9131053064890352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4241781548250266	0.8314436885865457	0.0	0.1370354660837221	0.0	0.26302605210420843	0.0	0.4574166848181224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.572390572390573	0.04461099214846538	0.0	0.5776418620455317	0.0	0.0	0.13694461351186854	0.22242574905141954	0.0	0.0	0.16567263088137837	0.0	0.0	0.010851871947911016	0.08880994671403197	0.08514261387824607	0.17540013155009868	0.0	0.0	0.0	0.03611738148984198	0.07028394714647175	0.5112937673936963	0.0	0.0	0.6036931818181818	0.05945303210463733	0.914235959947758	0.0	0.0	0.0	0.0	0.02275830678197542	0.160427807486631	0.0	0.0	0.06997900629811056	0.0	0.0	0.0954122604754711	0.0	0.3687315634218289	0.0	0.0	0.296693981350664	0.025484199796126403	0.0	0.32558560188116126	0.0	0.0	0.08576329331046312	0.0	7.679870654810024	0.0	0.0	0.0	1.1456628477905073	0.3412969283276451	0.0	0.0	0.0	1.4001244555071564	0.0	0.0	0.0	0.0	0.0	0.044472115983278486	0.0	0.0	0.12967765839199705	0.0	0.0	0.0	0.2306805074971165	0.0	0.18050541516245489	0.0	0.0	0.0	0.0	0.0	0.19374481040686412	0.0	0.0	0.09157509157509157	0.20876826722338201	0.02598752598752599	0.0	8.544303797468354	0.0	0.09503444998812069	0.11207862746788516	0.3381805884342239	0.0	0.4123711340206186	0.0	0.0	2.331523474928138	0.10296010296010295	1.0233694822055903	0.0	0.1718213058419244	0.0	0.0	0.01939111886755866	0.8264462809917353	0.17115960633290545	0.0	0.0	0.07151370679380215	0.2245410117553824	0.08718395815170009	0.6866837215564832	0.0	0.0	0.0	0.41759465478841873	0.1640496836184673	0.2688172043010753	0.19096117122851683	0.3877551020408163	0.4178720668595307	0.723589001447178	0.6999322646195529	0.6401463191586648	0.0	0.0	0.045787545787545784	0.149812734082397	0.2031063321385902	0.07452490373866599	0.054981306355839026	0.0
HMT-033		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3049444565454149	0.48473967684021546	0.08880206020779682	0.0	0.0	0.6351626016260162	0.0	0.0	0.10775862068965517	0.0	0.0	0.06245538900785154	0.0	0.0	0.0	0.0	0.06086427267194157	0.026167735182519948	0.0	0.0	0.0	0.03227888960619754	0.0	0.0	0.09815836215761428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10653409090909088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.320855614973262	0.0	0.0	0.0	0.6132879045996592	0.0	0.0	0.0	0.0	0.0	0.0	0.08476970895733257	0.0	0.0	0.0	0.2116605734077352	0.0	0.012251899044351875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777846919726198	0.0	0.0	0.0	0.0	0.012357884330202669	0.008894423196655697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4215174628663188	0.0	0.0	0.0	0.0	0.0	0.0	0.11694386694386695	0.2137894174238375	0.0	0.06039863096436481	0.0	0.0	0.0	0.3984945760460483	0.13745704467353953	0.0	0.0	0.0	0.0	0.3054834275240568	0.0	0.12027491408934708	0.0	0.0	0.0	0.13223140495867766	0.0	0.0	0.0	0.0	0.29058248580108315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
