HOT-ID	Notes	S700016097-VIN	S700016502-VIN	S700016602-VIN	S700021928-VIN	S700023098-VIN	S700023200-VIN	S700023279-VIN	S700023432-VIN	S700023489-VIN	S700023666-VIN	S700023800-VIN	S700023857-VIN	S700023914-VIN	S700024076-VIN	S700024159-VIN	S700024266-VIN	S700024391-VIN	S700024841-VIN	S700024878-VIN	S700032282-VIN	S700032376-VIN	S700032471-VIN	S700032673-VIN	S700033038-VIN	S700033191-VIN	S700033495-VIN	S700033787-VIN	S700034226-VIN	S700034292-VIN	S700034832-VIN	S700035695-VIN	S700035991-VIN	S700037010-VIN	S700037173-VIN	S700037232-VIN	S700037333-VIN	S700037712-VIN	S700037846-VIN	S700037979-VIN	S700038734-VIN	S700095273-VIN	S700095707-VIN	S700097351-VIN	S700097748-VIN	S700097897-VIN	S700098327-VIN	S700098419-VIN	S700098992-VIN	S700099119-VIN	S700099348-VIN	S700099946-VIN	S700100287-VIN	S700100534-VIN	S700101218-VIN	S700101284-VIN	S700101575-VIN	S700103301-VIN	S700103704-VIN	S700105118-VIN	S700105175-VIN	S700105232-VIN	S700105449-VIN	S700105717-VIN	S700105792-VIN	S700105994-VIN	S700106050-VIN	S700106087-VIN	S700106516-VIN	S700106573-VIN	S700106908-VIN	S700107435-VIN	S700108155-VIN	S700108278-VIN	S700108401-VIN	S700108590-VIN	S700108656-VIN	S700109681-VIN	S700109981-VIN	S700110149-VIN	S700110806-VIN	S700111216-VIN	S700111282-VIN	S700111356-VIN	S700111634-VIN	S700111805-VIN	S700113207-VIN	S700113535-VIN	S700113574-VIN	S700113747-VIN	S700113852-VIN	S700113909-VIN	S700113966-VIN	S700113993-VIN	S700114157-VIN	S700114230-VIN	S700114299-VIN	S700114454-VIN	S700114590-VIN	S700114647-VIN	S700114830-VIN	S700116108-VIN	S700116213-VIN	S700116338-VIN	S700116443-VIN	S700116480-VIN	S700116653-VIN	S700116710-VIN	S700116959-VIN	S700116994-VIN	S700117147-VIN	S700117226-VIN	S700117637-VIN	S700117749-VIN	S700117808-VIN	S700117950-VIN	S700119102-VIN	S700119622-VIN	S700119856-VIN	S700120047-VIN	S700121050-VIN	S700121699-VIN	S700123622-VIN	S700161052-VIN	S700161109-VIN	S700161214-VIN	S700161506-VIN	S700161681-VIN	S700161736-VIN	S700161850-VIN	S700161957-VIN	S700163042-VIN	S700163213-VIN	S700163270-VIN	S700163586-VIN	S700163711-VIN	S700163766-VIN	S700163786-VIN	S700163863-VIN	S700164082-VIN	S700164137-VIN	S700164224-VIN	S700164281-VIN	S700164550-VIN	S700164605-VIN	S700164644-VIN	S700164767-VIN	S700164824-VIN	S700164864-VIN	S700165046-VIN	S700165487-VIN	S700165907-VIN	S700165964-VIN	S700166085-VIN	S700171147-VIN	S700171222-VIN	S700171473-VIN	S700171626-VIN	S700171759-VIN	S700171891-VIN	S700171928-VIN	S700171987-VIN	S700172062-VIN	S700172215-VIN	S700172331-VIN	S700172473-VIN	S700172758-VIN	S700172865-VIN	S700173171-VIN	S700173429-VIN	S700173679-VIN	S700173928-VIN	S700173963-VIN	S700175118-VIN	S700175203-VIN
HMT-889		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03058103975535168	0.0	0.0	0.02034587995930824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46346782988004365	0.0	0.0	0.0	0.0	0.01414227124876255	0.0	0.0	0.0	0.0	0.0	5.985179555386662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00939319932368965	0.0	0.0	0.07572889057175312	0.0	79.32504440497335	0.0	0.11061946902654868	0.0	0.0	0.0	0.0	0.0	7.13995393578106	0.0	0.06269592476489029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09229349330872173	0.0	0.049800796812749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032499187520311994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-829		0.3800354699771979	0.0	29.605702829137893	0.0	0.0	0.0	0.0	0.9049180327868852	0.0	0.0	0.0	0.38485221674876846	0.0	0.0	0.0	0.0	0.0	6.481677610675704	0.0	0.0	0.0	0.0	0.0	25.73155653249073	2.755712464450329	1.536783660519532	13.698630136986301	6.554690700532569	0.010041168792047394	0.8029647930821495	0.0	0.0	0.07614986293024673	35.631725787166204	0.24386745086788122	1.8062688153001594	0.0	19.897084048027445	0.0	0.0	3.413293881432949	0.5689515036575453	34.08023129743405	0.0	0.0	8.173174185717176	0.09278589654372535	0.0	0.0	4.827680525164114	7.894095671241777	0.02726281352235551	5.751824817518248	0.0	0.04294149221685453	3.0560447529265513	72.63470513364446	8.584102625584462	0.0	0.21824029405008039	0.02927400468384075	0.0	17.138514155424662	4.345815996301433	0.0	0.0	0.0	0.0	7.665076189010313	0.010715816545220745	0.0	0.0	0.0	0.2837214800803877	2.0757020757020754	0.0	10.84677894240961	0.0	3.080969378170205	1.8796313030905474	0.3077919974080674	1.1737978038621735	0.0651890482398957	0.0	0.015840329478853162	0.0	0.16429996479286468	0.0	0.28743498494388176	0.0	0.0	30.51077089825227	0.0	0.0	0.0	0.019683102056884165	0.0	0.0	0.0	0.06944444444444445	37.55338621110433	0.0	11.828711828711828	0.0	0.0	0.0	0.0	0.0	0.027921262041044257	2.463605823068309	0.4935986426037329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.160485387113313	0.0	0.0	0.0	0.0	0.0	0.0	0.5481120584652862	0.0	0.0	0.0	0.03575259206292456	0.178359096313912	34.702353484079374	0.0	0.0	31.146025878003698	0.08583690987124463	0.03640334910811795	0.0	0.0	0.0	0.0	0.0	0.10968192242496759	0.0	0.0	1.3211978860833822	0.0	0.0	0.0	0.42893909064912783	24.24877707896576	0.0	0.0037216226274655747	0.0	14.10232558139535	2.995391705069124	0.0	2.677672639420173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04447079750963534	0.11350737797956867	3.0326169957456095	0.0	0.1022887098836466	10.496957403651114	0.0
HMT-031		0.0	0.0	0.0	0.0	0.019821605550049554	0.0	0.04042854255104103	0.09180327868852459	0.025467974022666498	0.06116207951070336	0.0	0.0	0.0	0.0	0.0	0.0	0.02967799376762131	0.0	0.1567398119122257	0.0	0.0	0.0	0.024283632831471585	0.0	0.02942041776993233	0.0	0.010456969570218551	0.0	0.0	0.030883261272390366	0.0	0.02311604253351826	0.0	2.710243124750897	0.0	0.0	0.0	0.0	0.0	0.023820867079561697	0.07397231321990912	0.0	0.0	0.010057326762546516	0.21956574774335205	0.0	0.0	0.137520055008022	0.25462962962962965	0.0	0.0	0.0	0.0	0.0	0.0	0.11395421112607479	0.01414227124876255	0.0	0.013475272874275704	0.011486331265793705	0.0	0.0	0.0	0.02311604253351826	0.0	0.0	0.0	0.0	0.0	0.0	0.03635922918434129	0.0	0.08231205414304006	0.0	0.0	0.0	0.0	0.08833922261484099	0.12211159120796543	0.054220133742996564	0.0	0.0	0.0651890482398957	0.0	0.031680658957706324	0.04424778761061947	4.752963267222158	0.23670354089174436	0.0	0.01657550140891762	0.0	0.0	0.0	0.12539184952978058	0.0	0.0	0.0	0.0	0.0	0.0	0.4575960951799878	0.0	0.0	0.0	0.0	0.0	0.0	0.7794871794871795	0.0	0.0	0.015424957581366652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08976660682226212	0.0	0.0	0.0	0.22637238256932654	0.0	0.0	0.0	0.17798872738059923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016485328058028353	0.0	0.0	0.0	0.0591016548463357	0.0	0.0	0.0	0.0	1.8206081403107426	0.12811553692056835	0.0353356890459364	0.011164867882396725	20.788824979457683	0.0	3.6405529953917046	4.659949622166247	0.06039863096436481	0.0	0.07285974499089254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-341		0.008445232666159952	0.0	0.0	0.0	0.019821605550049554	0.0	0.0	0.06557377049180328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014838996883810655	0.0	0.028498147620404674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07083407118824155	0.015176809834572773	0.0	0.0	0.023820867079561697	0.0	0.0	0.0	0.0	0.02439619419370578	0.0	0.0	0.0	0.0462962962962963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03445899379738111	0.0	0.0	0.0	0.02311604253351826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028179597971068948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8684426710479991	0.028984107047968697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009841551028442082	0.0	0.3347680535628886	0.0	0.0	0.0762660158633313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049800796812749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16204365646744828	0.05823433496389472	0.0	0.0	0.0	0.0	0.0	2.069089600575747	0.020132876988121603	0.0	0.0	0.0	0.0	0.0	0.0	0.1872220922068804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-054		0.0	0.0	0.0	0.0	0.03964321110009911	0.0	0.04042854255104103	0.0	0.03820196103399975	0.0	0.0	0.0	0.12207527975584943	0.0	0.0	0.0	0.11871197507048524	0.0	0.028498147620404674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5181347150259068	0.0	0.08854258898530193	0.0	0.0	0.0723589001447178	0.005955216769890424	0.05283736658564937	0.1896505012191818	0.0	0.010057326762546516	0.09758477677482312	0.22253692089823993	0.0	0.0	0.7638888888888888	0.013676148796498906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018850141376060323	0.0	0.0	0.0	0.0	0.0	0.06609385327164573	0.0	0.03214744963566224	0.0	0.0	0.11889518931772453	0.023643456673365648	0.0	0.0	0.0	0.0	0.00939319932368965	0.0	0.0	0.605831124574025	0.0869187309865276	0.0	0.0	0.0	0.21124281187654032	0.0	0.0	0.0	0.0	0.0	0.0	0.28213166144200624	0.0	0.0	0.0	0.023912003825920614	0.0	0.0	0.7016473459426479	0.0	0.0	0.0	0.0	0.0	0.0	0.08205128205128205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14832393948383268	0.0	0.0	0.0	0.0	21.01593625498008	0.0	0.0	0.0	0.0	0.018889308651303362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037209302325581395	0.0	13.476070528967254	0.0	0.0	0.0	0.0	0.0	0.025393600812595223	0.0	0.0	0.06499837504062399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-077		0.0	0.007892036934732853	0.0	0.0	0.1123224314502808	0.0	0.0	0.039344262295081964	0.012733987011333249	0.06116207951070336	0.0	0.01539408866995074	0.0	0.0	0.012751849018107626	0.0	0.02967799376762131	0.021181952976064393	0.19948703334283271	0.0	0.0	0.0	0.0	0.013738150844896276	0.049034029616553884	0.019829466587348802	0.010456969570218551	0.0	0.04016467516818958	0.0	0.0	0.0	0.0	1.6540454364288562	0.0	0.10625110678236231	0.06070723933829109	0.17152658662092624	0.0	0.041686517389232965	0.010567473317129874	0.0	0.0	0.06034396057527909	0.0	0.0	0.0	0.343800137520055	0.16203703703703703	0.0	0.008121497604158206	0.02726281352235551	0.0	0.021454623471358077	0.021470746108427266	0.9012742152698643	0.0	0.0	0.09432691011992993	0.0	0.0	0.018850141376060323	0.03800114003420103	0.0	0.45662100456621	0.0	0.0	0.0	0.0	0.04286326618088298	0.0	0.010651896037494673	0.0	0.023643456673365648	0.0	0.0	0.0	0.0706713780918728	0.056359195942137896	0.018073377914332188	0.0	0.1135933358576297	0.0	0.2664298401420959	0.1267226358308253	0.04424778761061947	0.10562140593827016	0.057968214095937394	0.0	0.0	0.0	0.027096599376778215	0.0	0.031347962382445145	0.014457134595923087	0.019683102056884165	0.01144950767117014	0.7890961262553802	0.0841467519353753	0.017361111111111112	1.9219035997559488	0.014046916701783959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015997440409534474	0.0	0.025846471956577927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.718132854578097	0.25125628140703515	0.01984126984126984	0.0	0.0	0.0	0.0	0.0	0.11865915158706616	0.0	0.05945303210463733	0.046146746654360866	0.0	0.14940239043824702	0.030807147258163897	0.0	0.0	0.0	0.0	0.0	0.08242664029014178	0.4827330115113257	0.0	0.0	0.0	0.0	0.0	0.023496240601503758	0.0	13.382899628252787	0.0815280689494526	0.10600706713780918	0.02046892445106066	2.9033141605039714	0.05581395348837209	1.41321044546851	0.0	0.5838534326555265	0.0	0.14571948998178508	0.0	0.0	0.050787201625190445	0.050050050050050046	0.444652468991341	0.0	0.0	0.6374147643047733	0.1513431706394249	0.0	0.0	0.012786088735455826	0.0	0.0
HMT-173		0.0	0.0	0.0	0.0	0.0	0.01815541031227306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014249073810202337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010456969570218551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03170241995138962	0.135464643727987	0.0	0.0	0.0	0.0	0.0	0.022920009168003668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020718947477468143	0.0	0.0	0.053901091497102815	0.011486331265793705	0.0	0.0	0.19000570017100513	0.0	0.01691188905800778	0.9548611111111112	0.0	0.033046926635822864	0.0	0.0	0.0	0.0	0.018291567587342236	0.0	0.0	0.0	0.0	0.0	0.0375727972947586	0.0	0.0	0.03786444528587656	0.0217296827466319	0.0	0.0	0.2654867256637168	0.05867855885459453	0.01932273803197913	0.0	0.0	0.0	0.4606421894052296	0.0	0.0	0.014457134595923087	0.0	0.057247538355850704	0.07173601147776185	0.0	0.0	0.0	0.0	0.008775008775008775	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01984126984126984	0.0	0.0	0.0	0.1984126984126984	0.0	0.0	0.0	0.178359096313912	0.0	0.1	0.14940239043824702	0.0	0.0	0.0	0.0	0.018889308651303362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09531979792202841	0.0	0.1943462897526502	0.0	0.21911804984935634	0.0	0.10752688172043011	0.08996041741633681	0.040265753976243206	0.0	0.0	0.0	0.0	0.10157440325038089	0.0	0.02340276152586005	0.0	0.0	0.029647198339756892	0.0	0.0	0.0	0.012786088735455826	0.0	0.0
HMT-692		0.0	0.06313629547786283	0.0	0.062029242357111214	0.1057152296002643	0.16339869281045752	0.8692136648473823	0.1180327868852459	0.39475359735133064	0.7033639143730887	0.05122950819672131	0.0	0.04069175991861648	0.05247277974550702	0.06375924509053812	0.0	0.0	0.10590976488032197	0.014249073810202337	0.0120598166907863	0.0	0.0	0.04856726566294317	0.0	1.059135039717564	0.0	0.19868242183415244	0.0	0.0	0.0	0.0	0.04623208506703652	0.0	0.0	0.0	0.0	0.015176809834572773	0.03430531732418524	0.01808972503617945	0.005955216769890424	0.021134946634259747	0.0541858574911948	0.0	0.0	0.04879238838741156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14822800161703276	0.02297266253158741	0.014637002341920375	0.018850141376060323	0.0	0.0	0.10147133434804667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02791736460078169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009531979792202841	0.0	0.0	0.0	0.027389756231169543	0.0	0.0	0.0	0.06039863096436481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-530		0.11823325732623934	0.0	0.0	0.017722640673460348	0.03964321110009911	0.0	0.0	0.026229508196721315	0.0	0.0	0.0	0.01539408866995074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0241196333815726	0.01050420168067227	0.0	0.0	0.0	0.009806805923310779	0.0	0.020913939140437102	0.0	0.0	0.1852995676343422	0.0	0.0	0.0	0.01992825827022718	0.0	0.0	0.030353619669145546	0.0	0.0	0.05955216769890424	0.0	0.0	0.0	0.02011465352509303	0.0	0.0	0.0	0.0	0.0925925925925926	0.02735229759299781	0.0	0.05452562704471102	0.029197080291970805	0.0	0.0	0.1864705272972133	0.0	0.0	0.0	0.02297266253158741	0.0	0.018850141376060323	0.019000570017100513	0.27739251040221913	0.0	0.0	0.3975484512174921	0.0	0.015391719255040789	0.02143163309044149	0.0	0.021303792074989347	0.0	0.0	0.0	0.03526093088857546	0.0	0.0	0.0187863986473793	0.0	0.0	0.03786444528587656	0.0	0.0	0.0	0.022123893805309734	0.046942847083675625	0.07729095212791652	0.0	0.0	0.0	0.013548299688389108	0.0	0.015673981191222573	0.0	0.07873240822753666	0.0	84.40937350549976	0.15146415348367553	0.0	0.09151921903599756	0.11237533361427167	0.0	0.0	0.0	0.0	0.02519526329050139	0.20512820512820512	0.013960631020522129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02598077422707197	0.05422993492407809	0.0	0.0	0.08976660682226212	0.0	0.0	0.0	0.1697792869269949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018889308651303362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26689543418167955	0.0	0.0176678445229682	0.0	0.0	0.018604651162790697	0.0	0.0	0.06039863096436481	0.0	0.03642987249544627	0.0	0.0	0.0	0.0	0.0	0.0	0.014912019087384433	0.0	0.0	0.021817388458601508	0.0	0.0	0.010141987829614604	0.0
HMT-552		0.02533569799847986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005955216769890424	0.010567473317129874	0.0	0.0	0.0	0.0	0.0	0.0	0.045840018336007336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015733165512901198	0.0	0.0	0.031347962382445145	0.0	0.009841551028442082	0.0	0.0	0.0	0.0	1.1287370347773031	0.0	0.0	0.0	0.0	0.0	0.0	0.10256410256410256	0.0	0.0	0.0	0.0	0.0	0.0	0.016992353440951572	0.0	0.0	0.21691973969631237	0.0	0.0	0.0	0.05583472920156338	0.01984126984126984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018889308651303362	0.0	0.0	0.0	0.0	0.0	0.02955082742316785	0.0	0.0	0.0	0.0	0.22876751501286818	0.0	0.0	0.005582433941198363	0.054779512462339086	0.0	0.030721966205837174	0.0	0.28186027783370243	0.0	0.03642987249544627	0.0	0.0	0.0	0.0	0.02340276152586005	0.0	0.0	0.014823599169878446	0.0	0.0	0.0	0.0	0.0	0.0
